CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.957031 1567442391.8459
MEM 14.988281 1567442391.9626
MEM 28.488281 1567442392.0889
MEM 38.562500 1567442392.1999
MEM 45.253906 1567442392.3088
MEM 67.949219 1567442392.4175
MEM 78.175781 1567442392.5256
MEM 85.179688 1567442392.6338
MEM 143.738281 1567442392.7425
MEM 164.714844 1567442392.8511
MEM 165.144531 1567442392.9647
MEM 176.585938 1567442393.0781
MEM 182.406250 1567442393.1918
MEM 189.300781 1567442393.3050
MEM 201.230469 1567442393.4185
MEM 206.867188 1567442393.5320
MEM 215.136719 1567442393.6453
MEM 222.175781 1567442393.7572
MEM 233.136719 1567442393.8706
MEM 241.898438 1567442393.9838
MEM 255.382812 1567442394.0921
MEM 262.894531 1567442394.2005
MEM 267.199219 1567442394.3140
MEM 282.324219 1567442394.4275
MEM 299.082031 1567442394.5403
MEM 352.707031 1567442394.6531
MEM 321.371094 1567442394.7667
MEM 390.335938 1567442394.8786
MEM 542.445312 1567442394.9916
MEM 691.718750 1567442395.1048
MEM 680.441406 1567442395.2133
MEM 675.937500 1567442395.3222
MEM 711.718750 1567442395.4307
CHLD 0 601.089844 1567442395.4405
CHLD 1 601.101562 1567442395.4405
CHLD 2 601.089844 1567442395.4406
CHLD 3 601.089844 1567442395.4406
MEM 716.691406 1567442395.5410
MEM 728.503906 1567442395.6599
MEM 729.320312 1567442395.7680
MEM 729.582031 1567442395.8761
MEM 729.582031 1567442395.9844
MEM 729.394531 1567442396.0928
