CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.871094 1567442631.9781
MEM 17.425781 1567442632.0866
MEM 34.175781 1567442632.2008
MEM 42.648438 1567442632.3088
MEM 64.414062 1567442632.4168
MEM 71.906250 1567442632.5297
MEM 79.636719 1567442632.6412
MEM 123.824219 1567442632.7491
MEM 162.792969 1567442632.8571
MEM 165.269531 1567442632.9650
MEM 171.089844 1567442633.0778
MEM 180.363281 1567442633.1859
MEM 185.390625 1567442633.2938
MEM 193.605469 1567442633.4020
MEM 205.296875 1567442633.5157
MEM 207.074219 1567442633.6238
MEM 215.667969 1567442633.7319
MEM 219.757812 1567442633.8420
MEM 231.988281 1567442633.9503
MEM 240.332031 1567442634.0583
MEM 256.328125 1567442634.1662
MEM 261.371094 1567442634.2745
MEM 267.613281 1567442634.3825
MEM 278.593750 1567442634.4904
MEM 293.804688 1567442634.5982
MEM 310.562500 1567442634.7062
MEM 360.164062 1567442634.8141
MEM 367.304688 1567442634.9222
MEM 489.507812 1567442635.0302
MEM 653.218750 1567442635.1385
MEM 681.390625 1567442635.2468
MEM 652.410156 1567442635.3568
MEM 712.621094 1567442635.4649
CHLD 0 601.183594 1567442635.4743
CHLD 1 601.183594 1567442635.4743
CHLD 2 601.183594 1567442635.4743
CHLD 3 601.183594 1567442635.4744
MEM 712.917969 1567442635.5792
CHLD 0 0.000000 1567442635.5938
CHLD 1 0.000000 1567442635.5938
CHLD 2 0.000000 1567442635.5939
MEM 727.660156 1567442635.6943
MEM 729.738281 1567442635.8023
MEM 729.867188 1567442635.9132
MEM 730.375000 1567442636.0213
MEM 730.578125 1567442636.1293
MEM 730.640625 1567442636.2376
MEM 311.437500 1567442636.3459
