CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.832031 1567451710.7498
MEM 18.250000 1567451710.8723
MEM 35.671875 1567451710.9884
MEM 44.421875 1567451711.1036
MEM 64.562500 1567451711.2248
MEM 73.761719 1567451711.3518
MEM 81.914062 1567451711.4779
MEM 126.218750 1567451711.6021
MEM 162.031250 1567451711.7267
MEM 162.433594 1567451711.8527
MEM 172.875000 1567451711.9782
MEM 179.273438 1567451712.1033
MEM 187.027344 1567451712.2292
MEM 199.875000 1567451712.3553
MEM 206.867188 1567451712.4796
MEM 213.300781 1567451712.6055
MEM 225.601562 1567451712.7313
MEM 232.996094 1567451712.8572
MEM 251.035156 1567451712.9828
MEM 255.656250 1567451713.1050
MEM 263.066406 1567451713.2271
MEM 276.160156 1567451713.3524
MEM 293.175781 1567451713.4725
MEM 305.292969 1567451713.5880
MEM 337.417969 1567451713.7036
MEM 362.578125 1567451713.8203
MEM 485.554688 1567451713.9357
MEM 645.914062 1567451714.0515
MEM 676.660156 1567451714.1684
MEM 651.023438 1567451714.2850
MEM 3112.476562 1567451714.4014
CHLD 0 601.113281 1567451714.4149
CHLD 1 601.121094 1567451714.4150
CHLD 2 601.121094 1567451714.4151
CHLD 3 601.121094 1567451714.4151
CHLD 4 605.386719 1567451714.4152
MEM 5574.480469 1567451714.5653
CHLD 0 601.113281 1567451714.6076
CHLD 1 601.121094 1567451714.6076
CHLD 2 601.121094 1567451714.6077
CHLD 3 601.121094 1567451714.6077
CHLD 4 616.769531 1567451714.6078
CHLD 5 611.527344 1567451714.6079
CHLD 6 610.164062 1567451714.6079
CHLD 7 607.281250 1567451714.6080
CHLD 8 5.835938 1567451714.6080
CHLD 9 8.285156 1567451714.6081
CHLD 10 8.476562 1567451714.6082
CHLD 11 10.878906 1567451714.6082
MEM 5622.261719 1567451714.7230
CHLD 0 601.113281 1567451714.7491
CHLD 1 601.121094 1567451714.7492
CHLD 2 601.121094 1567451714.7492
CHLD 3 601.121094 1567451714.7493
CHLD 4 618.644531 1567451714.7493
CHLD 5 618.273438 1567451714.7494
CHLD 6 618.457031 1567451714.7495
CHLD 7 615.421875 1567451714.7495
CHLD 8 10.847656 1567451714.7496
CHLD 9 10.859375 1567451714.7496
CHLD 10 11.050781 1567451714.7497
CHLD 11 10.878906 1567451714.7497
MEM 5634.851562 1567451714.8772
CHLD 0 601.113281 1567451714.9040
CHLD 1 601.121094 1567451714.9040
CHLD 2 601.121094 1567451714.9041
CHLD 3 601.121094 1567451714.9042
CHLD 4 622.906250 1567451714.9042
CHLD 5 619.851562 1567451714.9043
CHLD 6 619.265625 1567451714.9043
CHLD 7 618.894531 1567451714.9044
CHLD 8 10.847656 1567451714.9044
CHLD 9 10.859375 1567451714.9045
CHLD 10 11.050781 1567451714.9046
CHLD 11 10.878906 1567451714.9046
MEM 5659.027344 1567451715.0318
CHLD 0 601.113281 1567451715.0504
CHLD 1 601.121094 1567451715.0505
CHLD 2 601.121094 1567451715.0505
CHLD 3 601.121094 1567451715.0506
CHLD 4 633.312500 1567451715.0506
CHLD 5 630.070312 1567451715.0507
CHLD 6 623.964844 1567451715.0508
CHLD 7 623.992188 1567451715.0508
CHLD 8 10.847656 1567451715.0509
