CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 2.027344 1567439622.7461
MEM 13.578125 1567439622.8550
MEM 28.062500 1567439622.9773
MEM 37.800781 1567439623.0855
MEM 44.789062 1567439623.1935
MEM 64.890625 1567439623.3065
MEM 73.675781 1567439623.4219
MEM 80.304688 1567439623.5322
MEM 123.257812 1567439623.6403
MEM 161.269531 1567439623.7518
MEM 164.726562 1567439623.8611
MEM 167.320312 1567439623.9746
MEM 176.601562 1567439624.0877
MEM 182.359375 1567439624.2009
MEM 189.171875 1567439624.3141
MEM 201.539062 1567439624.4273
MEM 206.718750 1567439624.5415
MEM 215.156250 1567439624.6546
MEM 221.128906 1567439624.7665
MEM 231.097656 1567439624.8805
MEM 238.402344 1567439624.9939
MEM 254.503906 1567439625.1071
MEM 258.179688 1567439625.2151
MEM 265.421875 1567439625.3232
MEM 274.605469 1567439625.4312
MEM 290.847656 1567439625.5404
MEM 307.089844 1567439625.6486
MEM 376.812500 1567439625.7567
MEM 366.382812 1567439625.8650
MEM 462.804688 1567439625.9730
MEM 625.484375 1567439626.0813
MEM 680.464844 1567439626.1897
MEM 650.511719 1567439626.3024
MEM 711.722656 1567439626.4112
CHLD 0 601.027344 1567439626.4196
CHLD 1 601.027344 1567439626.4196
MEM 873.769531 1567439626.5201
CHLD 0 601.027344 1567439626.5285
CHLD 1 601.027344 1567439626.5285
CHLD 2 601.027344 1567439626.5286
CHLD 3 601.027344 1567439626.5286
MEM 1075.339844 1567439626.6290
CHLD 0 601.027344 1567439626.6373
CHLD 1 601.027344 1567439626.6373
CHLD 2 601.027344 1567439626.6374
CHLD 3 601.027344 1567439626.6374
MEM 1266.636719 1567439626.7378
CHLD 0 601.027344 1567439626.7460
CHLD 1 601.027344 1567439626.7461
CHLD 2 601.027344 1567439626.7461
CHLD 3 601.027344 1567439626.7461
MEM 1458.121094 1567439626.8466
CHLD 0 601.027344 1567439626.8548
CHLD 1 601.027344 1567439626.8548
CHLD 2 601.027344 1567439626.8548
CHLD 3 601.027344 1567439626.8549
MEM 1135.902344 1567439626.9553
CHLD 0 656.710938 1567439626.9662
CHLD 1 601.027344 1567439626.9663
CHLD 2 601.027344 1567439626.9664
CHLD 3 601.027344 1567439626.9664
MEM 1135.902344 1567439627.0668
CHLD 0 807.273438 1567439627.0815
CHLD 1 601.027344 1567439627.0816
CHLD 2 601.027344 1567439627.0816
CHLD 3 601.027344 1567439627.0817
MEM 1135.902344 1567439627.1822
CHLD 0 966.601562 1567439627.1940
CHLD 1 601.027344 1567439627.1941
CHLD 2 601.027344 1567439627.1942
CHLD 3 601.027344 1567439627.1942
MEM 788.234375 1567439627.2947
CHLD 0 1154.289062 1567439627.3093
CHLD 1 601.027344 1567439627.3094
CHLD 2 601.027344 1567439627.3095
CHLD 3 601.027344 1567439627.3096
MEM 989.328125 1567439627.4102
CHLD 0 1355.640625 1567439627.4252
CHLD 1 601.027344 1567439627.4252
CHLD 2 601.027344 1567439627.4253
CHLD 3 601.027344 1567439627.4254
MEM 1185.781250 1567439627.5259
CHLD 0 1105.312500 1567439627.5404
CHLD 1 601.042969 1567439627.5405
CHLD 2 601.027344 1567439627.5405
CHLD 3 601.027344 1567439627.5406
MEM 1383.007812 1567439627.6411
CHLD 0 1307.695312 1567439627.6594
CHLD 1 601.042969 1567439627.6595
CHLD 2 601.027344 1567439627.6596
CHLD 3 601.027344 1567439627.6596
MEM 1235.906250 1567439627.7600
CHLD 0 1024.371094 1567439627.7859
CHLD 1 623.996094 1567439627.7860
CHLD 2 601.027344 1567439627.7861
CHLD 3 601.027344 1567439627.7861
MEM 1135.906250 1567439627.8866
CHLD 0 1035.066406 1567439627.9018
CHLD 1 762.957031 1567439627.9018
CHLD 2 601.027344 1567439627.9019
CHLD 3 601.027344 1567439627.9020
CHLD 4 10.742188 1567439627.9020
MEM 1135.906250 1567439628.0025
CHLD 0 1037.429688 1567439628.0161
CHLD 1 927.699219 1567439628.0161
CHLD 2 601.027344 1567439628.0162
CHLD 3 601.027344 1567439628.0162
CHLD 4 10.742188 1567439628.0163
MEM 724.054688 1567439628.1167
CHLD 0 1041.921875 1567439628.1305
CHLD 1 1073.878906 1567439628.1306
CHLD 2 601.027344 1567439628.1306
CHLD 3 601.027344 1567439628.1307
CHLD 4 10.742188 1567439628.1307
MEM 924.632812 1567439628.2727
CHLD 0 1054.019531 1567439628.2969
CHLD 1 1261.824219 1567439628.2970
CHLD 2 601.027344 1567439628.2970
CHLD 3 601.027344 1567439628.2971
CHLD 4 10.742188 1567439628.2972
MEM 1075.968750 1567439628.3976
CHLD 0 1054.386719 1567439628.4184
CHLD 1 1382.480469 1567439628.4185
CHLD 2 601.027344 1567439628.4186
CHLD 3 601.027344 1567439628.4187
CHLD 4 10.742188 1567439628.4188
MEM 1198.687500 1567439628.5194
CHLD 0 1056.570312 1567439628.5346
CHLD 1 1073.355469 1567439628.5347
CHLD 2 601.042969 1567439628.5348
CHLD 3 601.027344 1567439628.5348
CHLD 4 10.742188 1567439628.5349
MEM 1333.007812 1567439628.6355
CHLD 0 1056.921875 1567439628.6517
CHLD 1 1224.433594 1567439628.6518
CHLD 2 601.042969 1567439628.6518
CHLD 3 601.027344 1567439628.6519
CHLD 4 10.742188 1567439628.6520
MEM 1524.851562 1567439628.7524
CHLD 0 1060.101562 1567439628.7676
CHLD 1 1382.269531 1567439628.7677
CHLD 2 601.042969 1567439628.7677
CHLD 3 601.027344 1567439628.7678
CHLD 4 10.742188 1567439628.7679
MEM 1135.914062 1567439628.8683
CHLD 0 1060.542969 1567439628.8826
CHLD 1 1024.367188 1567439628.8827
CHLD 2 722.480469 1567439628.8828
CHLD 3 601.027344 1567439628.8828
CHLD 4 10.742188 1567439628.8829
MEM 1135.914062 1567439628.9833
CHLD 0 1061.253906 1567439628.9980
CHLD 1 1028.898438 1567439628.9980
CHLD 2 853.707031 1567439628.9981
CHLD 3 601.027344 1567439628.9982
CHLD 4 10.027344 1567439628.9982
CHLD 5 10.742188 1567439629.0064
MEM 1135.914062 1567439629.1068
CHLD 0 1061.890625 1567439629.1318
CHLD 1 1036.878906 1567439629.1319
CHLD 2 1008.910156 1567439629.1319
CHLD 3 601.027344 1567439629.1320
CHLD 4 10.730469 1567439629.1321
CHLD 5 10.742188 1567439629.1321
MEM 751.906250 1567439629.2326
CHLD 0 1070.652344 1567439629.2576
CHLD 1 1037.425781 1567439629.2577
CHLD 2 1150.707031 1567439629.2577
CHLD 3 601.027344 1567439629.2578
CHLD 4 10.730469 1567439629.2579
CHLD 5 10.742188 1567439629.2579
MEM 871.789062 1567439629.3583
CHLD 0 1074.878906 1567439629.3848
CHLD 1 1040.582031 1567439629.3848
CHLD 2 1292.761719 1567439629.3849
CHLD 3 601.027344 1567439629.3850
CHLD 4 10.730469 1567439629.3850
CHLD 5 10.742188 1567439629.3851
MEM 972.335938 1567439629.4855
CHLD 0 1075.250000 1567439629.5128
CHLD 1 1042.730469 1567439629.5128
CHLD 2 1431.464844 1567439629.5129
CHLD 3 601.027344 1567439629.5130
CHLD 4 10.730469 1567439629.5130
CHLD 5 10.742188 1567439629.5131
MEM 1099.437500 1567439629.6136
CHLD 0 1075.347656 1567439629.6439
CHLD 1 1054.097656 1567439629.6439
CHLD 2 1134.714844 1567439629.6440
CHLD 3 601.042969 1567439629.6441
CHLD 4 10.730469 1567439629.6442
CHLD 5 10.742188 1567439629.6443
MEM 1241.492188 1567439629.7447
CHLD 0 1082.406250 1567439629.7741
CHLD 1 1054.500000 1567439629.7741
CHLD 2 1290.691406 1567439629.7742
CHLD 3 601.042969 1567439629.7743
CHLD 4 10.730469 1567439629.7743
CHLD 5 10.742188 1567439629.7744
MEM 1365.500000 1567439629.8749
CHLD 0 1083.179688 1567439629.8940
CHLD 1 1056.707031 1567439629.8941
CHLD 2 1415.269531 1567439629.8942
CHLD 3 601.042969 1567439629.8942
CHLD 4 10.730469 1567439629.8943
CHLD 5 10.742188 1567439629.8944
MEM 1487.992188 1567439629.9948
CHLD 0 1084.703125 1567439630.0159
CHLD 1 1059.031250 1567439630.0160
CHLD 2 1024.367188 1567439630.0160
CHLD 3 601.042969 1567439630.0161
CHLD 4 10.730469 1567439630.0161
CHLD 5 10.742188 1567439630.0162
MEM 1135.929688 1567439630.1166
CHLD 0 1084.703125 1567439630.1359
CHLD 1 1060.597656 1567439630.1360
CHLD 2 1026.593750 1567439630.1361
CHLD 3 625.546875 1567439630.1361
CHLD 4 6.464844 1567439630.1362
CHLD 5 10.730469 1567439630.1363
CHLD 6 10.742188 1567439630.1363
MEM 1135.929688 1567439630.2367
CHLD 0 1084.703125 1567439630.2510
CHLD 1 1060.914062 1567439630.2510
CHLD 2 1033.855469 1567439630.2511
