CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.964844 1567442693.4085
MEM 17.582031 1567442693.5219
MEM 29.683594 1567442693.6367
MEM 36.894531 1567442693.7447
MEM 44.929688 1567442693.8576
MEM 66.976562 1567442693.9705
MEM 76.507812 1567442694.0836
MEM 84.929688 1567442694.1969
MEM 128.050781 1567442694.3049
MEM 165.152344 1567442694.4131
MEM 165.617188 1567442694.5237
MEM 174.417969 1567442694.6316
MEM 181.683594 1567442694.7402
MEM 186.648438 1567442694.8482
MEM 194.886719 1567442694.9562
MEM 206.476562 1567442695.0641
MEM 215.289062 1567442695.1720
MEM 218.738281 1567442695.2800
MEM 231.144531 1567442695.3879
MEM 237.269531 1567442695.4958
MEM 255.132812 1567442695.6050
MEM 259.613281 1567442695.7130
MEM 266.289062 1567442695.8235
MEM 276.144531 1567442695.9375
MEM 292.644531 1567442696.0454
MEM 308.371094 1567442696.1537
MEM 335.406250 1567442696.2617
MEM 367.253906 1567442696.3697
MEM 462.644531 1567442696.4777
MEM 611.144531 1567442696.5858
MEM 681.343750 1567442696.6939
MEM 636.480469 1567442696.8028
MEM 712.175781 1567442696.9108
MEM 712.585938 1567442697.0200
CHLD 0 601.066406 1567442697.0354
CHLD 1 601.074219 1567442697.0355
CHLD 2 601.074219 1567442697.0355
CHLD 3 601.074219 1567442697.0356
MEM 725.500000 1567442697.1360
MEM 729.796875 1567442697.2488
MEM 730.386719 1567442697.3621
MEM 730.542969 1567442697.4756
MEM 730.292969 1567442697.5875
MEM 367.417969 1567442697.7001
