CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.964844 1567449326.8023
MEM 15.054688 1567449326.9105
MEM 29.859375 1567449327.0250
MEM 39.113281 1567449327.1325
MEM 51.882812 1567449327.2424
MEM 69.394531 1567449327.3499
MEM 78.742188 1567449327.4576
MEM 92.285156 1567449327.5653
MEM 150.906250 1567449327.6734
MEM 163.730469 1567449327.7815
MEM 166.800781 1567449327.8889
MEM 176.015625 1567449327.9963
MEM 182.558594 1567449328.1037
MEM 188.843750 1567449328.2112
MEM 201.269531 1567449328.3190
MEM 207.449219 1567449328.4263
MEM 214.187500 1567449328.5337
MEM 221.820312 1567449328.6413
MEM 232.054688 1567449328.7487
MEM 238.828125 1567449328.8562
MEM 254.195312 1567449328.9636
MEM 257.777344 1567449329.0768
MEM 263.726562 1567449329.1843
MEM 269.246094 1567449329.2933
MEM 286.003906 1567449329.4007
MEM 302.503906 1567449329.5087
MEM 339.000000 1567449329.6161
MEM 365.156250 1567449329.7243
MEM 431.929688 1567449329.8320
MEM 597.445312 1567449329.9415
MEM 679.242188 1567449330.0493
MEM 634.378906 1567449330.1581
MEM 710.394531 1567449330.2655
MEM 710.835938 1567449330.3731
CHLD 0 601.097656 1567449330.3814
CHLD 1 601.105469 1567449330.3814
CHLD 2 601.105469 1567449330.3815
CHLD 3 601.105469 1567449330.3815
MEM 710.960938 1567449330.4819
MEM 711.089844 1567449330.5896
MEM 711.089844 1567449330.6973
