CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.882812 1567447779.4164
MEM 18.265625 1567447779.5309
MEM 35.292969 1567447779.6476
MEM 43.539062 1567447779.7561
MEM 64.718750 1567447779.8648
MEM 74.265625 1567447779.9802
MEM 82.265625 1567447780.0947
MEM 126.093750 1567447780.2088
MEM 161.894531 1567447780.3215
MEM 162.660156 1567447780.4355
MEM 170.972656 1567447780.5503
MEM 179.437500 1567447780.6649
MEM 184.914062 1567447780.7779
MEM 192.847656 1567447780.8922
MEM 203.609375 1567447781.0063
MEM 211.632812 1567447781.1200
MEM 213.093750 1567447781.2337
MEM 219.687500 1567447781.3490
MEM 227.515625 1567447781.4647
MEM 232.066406 1567447781.5894
MEM 242.921875 1567447781.7073
MEM 252.078125 1567447781.8162
MEM 260.359375 1567447781.9251
MEM 263.730469 1567447782.0341
MEM 278.332031 1567447782.1509
MEM 295.089844 1567447782.2657
MEM 334.277344 1567447782.3748
MEM 317.937500 1567447782.4839
MEM 378.859375 1567447782.5927
MEM 539.218750 1567447782.7014
MEM 701.125000 1567447782.8102
MEM 632.093750 1567447782.9190
MEM 677.105469 1567447783.0277
MEM 708.250000 1567447783.1368
CHLD 0 601.070312 1567447783.1511
CHLD 1 601.078125 1567447783.1512
CHLD 2 601.078125 1567447783.1512
CHLD 3 601.078125 1567447783.1513
CHLD 4 0.000000 1567447783.1513
MEM 708.273438 1567447783.2518
CHLD 0 601.070312 1567447783.2665
CHLD 1 601.078125 1567447783.2665
CHLD 2 601.078125 1567447783.2666
CHLD 3 601.078125 1567447783.2666
MEM 708.273438 1567447783.3671
CHLD 0 601.070312 1567447783.3804
CHLD 1 601.078125 1567447783.3804
CHLD 2 601.078125 1567447783.3805
CHLD 3 601.078125 1567447783.3805
MEM 708.273438 1567447783.4808
CHLD 0 601.070312 1567447783.4932
CHLD 1 601.078125 1567447783.4933
CHLD 2 601.078125 1567447783.4934
CHLD 3 601.078125 1567447783.4934
MEM 708.273438 1567447783.5939
CHLD 0 601.070312 1567447783.6080
CHLD 1 601.078125 1567447783.6081
CHLD 2 601.078125 1567447783.6081
CHLD 3 601.078125 1567447783.6081
MEM 708.273438 1567447783.7086
CHLD 0 601.070312 1567447783.7241
CHLD 1 601.078125 1567447783.7242
CHLD 2 601.078125 1567447783.7243
CHLD 3 601.078125 1567447783.7244
MEM 708.273438 1567447783.8247
CHLD 0 601.070312 1567447783.8336
CHLD 1 601.078125 1567447783.8336
CHLD 2 601.078125 1567447783.8336
CHLD 3 601.078125 1567447783.8337
