CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 2.011719 1567448479.8722
MEM 17.523438 1567448479.9819
MEM 34.945312 1567448480.1027
MEM 43.144531 1567448480.2128
MEM 64.828125 1567448480.3262
MEM 73.773438 1567448480.4376
MEM 81.597656 1567448480.5470
MEM 123.421875 1567448480.6562
MEM 161.761719 1567448480.7655
MEM 162.765625 1567448480.8745
MEM 169.937500 1567448480.9853
MEM 178.074219 1567448481.0945
MEM 182.867188 1567448481.2037
MEM 191.007812 1567448481.3129
MEM 203.406250 1567448481.4221
MEM 210.000000 1567448481.5313
MEM 214.632812 1567448481.6405
MEM 226.625000 1567448481.7497
MEM 232.046875 1567448481.8657
MEM 245.960938 1567448481.9836
MEM 252.941406 1567448482.0988
MEM 261.734375 1567448482.2138
MEM 266.968750 1567448482.3295
MEM 283.468750 1567448482.4439
MEM 299.968750 1567448482.5573
MEM 373.031250 1567448482.6665
MEM 363.132812 1567448482.7770
MEM 435.062500 1567448482.8863
MEM 601.093750 1567448482.9972
MEM 677.218750 1567448483.1065
MEM 633.164062 1567448483.2233
MEM 708.445312 1567448483.3393
CHLD 0 601.070312 1567448483.3523
MEM 708.523438 1567448483.4527
CHLD 0 601.070312 1567448483.4770
CHLD 1 601.078125 1567448483.4770
CHLD 2 601.078125 1567448483.4771
CHLD 3 601.078125 1567448483.4772
CHLD 4 607.093750 1567448483.4772
CHLD 5 608.734375 1567448483.4773
CHLD 6 605.867188 1567448483.4774
CHLD 7 604.992188 1567448483.4774
CHLD 8 598.332031 1567448483.4775
CHLD 9 0.007812 1567448483.4775
CHLD 10 4.121094 1567448483.4776
MEM 708.539062 1567448483.5780
CHLD 0 601.070312 1567448483.6224
CHLD 1 601.078125 1567448483.6225
CHLD 2 601.078125 1567448483.6226
CHLD 3 601.078125 1567448483.6227
CHLD 4 609.851562 1567448483.6227
CHLD 5 614.308594 1567448483.6228
CHLD 6 609.226562 1567448483.6228
CHLD 7 606.023438 1567448483.6229
CHLD 8 601.183594 1567448483.6229
CHLD 9 601.183594 1567448483.6230
CHLD 10 601.191406 1567448483.6231
CHLD 11 601.195312 1567448483.6231
CHLD 12 0.007812 1567448483.6232
CHLD 13 8.253906 1567448483.6232
CHLD 14 9.328125 1567448483.6233
CHLD 15 10.246094 1567448483.6233
MEM 708.550781 1567448483.7247
CHLD 0 601.070312 1567448483.7677
CHLD 1 601.078125 1567448483.7678
CHLD 2 601.078125 1567448483.7679
CHLD 3 601.078125 1567448483.7679
CHLD 4 614.269531 1567448483.7680
CHLD 5 618.269531 1567448483.7680
CHLD 6 614.679688 1567448483.7681
CHLD 7 609.015625 1567448483.7681
CHLD 8 601.183594 1567448483.7682
CHLD 9 601.183594 1567448483.7682
CHLD 10 601.191406 1567448483.7683
CHLD 11 601.195312 1567448483.7683
CHLD 12 8.722656 1567448483.7684
CHLD 13 10.824219 1567448483.7684
CHLD 14 10.902344 1567448483.7685
CHLD 15 10.945312 1567448483.7685
MEM 708.550781 1567448483.8689
CHLD 0 601.070312 1567448483.8925
CHLD 1 601.078125 1567448483.8926
CHLD 2 601.078125 1567448483.8926
CHLD 3 601.078125 1567448483.8927
CHLD 4 617.757812 1567448483.8927
CHLD 5 618.679688 1567448483.8928
CHLD 6 618.371094 1567448483.8929
CHLD 7 612.289062 1567448483.8929
CHLD 8 601.183594 1567448483.8930
CHLD 9 601.183594 1567448483.8930
CHLD 10 601.191406 1567448483.8931
CHLD 11 601.195312 1567448483.8932
CHLD 12 10.382812 1567448483.8932
CHLD 13 10.824219 1567448483.8933
CHLD 14 10.902344 1567448483.8933
CHLD 15 10.945312 1567448483.8934
MEM 708.550781 1567448483.9938
CHLD 0 601.070312 1567448484.0517
CHLD 1 601.078125 1567448484.0518
CHLD 2 601.078125 1567448484.0518
CHLD 3 601.078125 1567448484.0519
CHLD 4 618.234375 1567448484.0520
CHLD 5 622.851562 1567448484.0520
CHLD 6 618.820312 1567448484.0521
CHLD 7 615.968750 1567448484.0521
CHLD 8 601.183594 1567448484.0522
CHLD 9 601.183594 1567448484.0523
CHLD 10 601.191406 1567448484.0523
CHLD 11 601.195312 1567448484.0524
CHLD 12 10.835938 1567448484.0524
CHLD 13 10.824219 1567448484.0525
CHLD 14 10.902344 1567448484.0526
CHLD 15 10.945312 1567448484.0526
MEM 708.550781 1567448484.1530
CHLD 0 601.070312 1567448484.1780
CHLD 1 601.078125 1567448484.1781
CHLD 2 601.078125 1567448484.1781
CHLD 3 601.078125 1567448484.1782
CHLD 4 618.324219 1567448484.1782
CHLD 5 624.625000 1567448484.1783
CHLD 6 618.988281 1567448484.1784
CHLD 7 618.082031 1567448484.1784
CHLD 8 601.183594 1567448484.1785
CHLD 9 601.183594 1567448484.1785
CHLD 10 601.191406 1567448484.1786
CHLD 11 601.195312 1567448484.1786
CHLD 12 10.835938 1567448484.1787
CHLD 13 10.824219 1567448484.1788
CHLD 14 10.902344 1567448484.1788
CHLD 15 10.945312 1567448484.1789
MEM 708.550781 1567448484.2793
CHLD 0 601.070312 1567448484.3032
CHLD 1 601.078125 1567448484.3033
CHLD 2 601.078125 1567448484.3033
CHLD 3 601.078125 1567448484.3034
CHLD 4 618.484375 1567448484.3034
CHLD 5 633.156250 1567448484.3035
CHLD 6 619.847656 1567448484.3035
CHLD 7 618.246094 1567448484.3036
CHLD 8 601.183594 1567448484.3036
CHLD 9 601.183594 1567448484.3037
CHLD 10 601.191406 1567448484.3037
CHLD 11 601.195312 1567448484.3038
CHLD 12 10.835938 1567448484.3038
CHLD 13 10.824219 1567448484.3039
CHLD 14 10.902344 1567448484.3039
CHLD 15 10.945312 1567448484.3040
MEM 708.550781 1567448484.4044
CHLD 0 601.070312 1567448484.4346
CHLD 1 601.078125 1567448484.4347
CHLD 2 601.078125 1567448484.4347
CHLD 3 601.078125 1567448484.4348
CHLD 4 618.734375 1567448484.4349
