CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.972656 1567442487.9447
MEM 16.167969 1567442488.0543
MEM 33.339844 1567442488.1672
MEM 41.441406 1567442488.2752
MEM 62.500000 1567442488.3833
MEM 72.406250 1567442488.4918
MEM 80.109375 1567442488.6009
MEM 123.304688 1567442488.7090
MEM 163.375000 1567442488.8178
MEM 165.101562 1567442488.9260
MEM 170.722656 1567442489.0339
MEM 180.140625 1567442489.1420
MEM 185.378906 1567442489.2499
MEM 193.078125 1567442489.3579
MEM 205.511719 1567442489.4662
MEM 212.449219 1567442489.5803
MEM 217.937500 1567442489.6944
MEM 230.105469 1567442489.8025
MEM 236.566406 1567442489.9105
MEM 251.238281 1567442490.0185
MEM 257.464844 1567442490.1267
MEM 265.613281 1567442490.2347
MEM 270.906250 1567442490.3427
MEM 287.148438 1567442490.4515
MEM 303.648438 1567442490.5596
MEM 371.308594 1567442490.6684
MEM 363.199219 1567442490.7767
MEM 421.207031 1567442490.8854
MEM 570.222656 1567442490.9938
MEM 722.332031 1567442491.1020
MEM 636.285156 1567442491.2106
MEM 705.273438 1567442491.3195
MEM 712.394531 1567442491.4281
CHLD 0 600.964844 1567442491.4404
CHLD 1 600.957031 1567442491.4405
CHLD 2 600.957031 1567442491.4405
CHLD 3 600.957031 1567442491.4406
MEM 718.832031 1567442491.5410
MEM 729.664062 1567442491.6528
MEM 730.296875 1567442491.7665
MEM 730.437500 1567442491.8746
MEM 730.437500 1567442491.9829
MEM 730.250000 1567442492.0917
MEM 0.000000 1567442492.2000
