CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.863281 1567447888.7499
MEM 18.027344 1567447888.8586
MEM 34.464844 1567447888.9744
MEM 43.402344 1567447889.0880
MEM 65.039062 1567447889.1964
MEM 74.683594 1567447889.3097
MEM 82.621094 1567447889.4236
MEM 126.738281 1567447889.5374
MEM 163.921875 1567447889.6498
MEM 164.578125 1567447889.7633
MEM 170.906250 1567447889.8715
MEM 178.890625 1567447889.9799
MEM 184.074219 1567447890.0883
MEM 192.050781 1567447890.1967
MEM 201.714844 1567447890.3112
MEM 205.761719 1567447890.4197
MEM 214.941406 1567447890.5281
MEM 218.914062 1567447890.6395
MEM 231.531250 1567447890.7505
MEM 239.503906 1567447890.8589
MEM 255.003906 1567447890.9675
MEM 260.875000 1567447891.0760
MEM 266.527344 1567447891.1844
MEM 280.093750 1567447891.2931
MEM 296.851562 1567447891.4014
MEM 329.335938 1567447891.5097
MEM 320.968750 1567447891.6187
MEM 376.273438 1567447891.7271
MEM 533.539062 1567447891.8355
MEM 695.960938 1567447891.9439
MEM 642.160156 1567447892.0524
MEM 679.140625 1567447892.1609
MEM 711.324219 1567447892.2694
CHLD 0 601.222656 1567447892.2874
CHLD 1 601.222656 1567447892.2875
CHLD 2 601.222656 1567447892.2876
CHLD 3 601.222656 1567447892.2877
CHLD 4 605.472656 1567447892.2877
CHLD 5 605.234375 1567447892.2878
MEM 711.347656 1567447892.3882
CHLD 0 601.222656 1567447892.4395
CHLD 1 601.222656 1567447892.4395
CHLD 2 601.222656 1567447892.4396
CHLD 3 601.222656 1567447892.4396
CHLD 4 610.992188 1567447892.4397
CHLD 5 607.675781 1567447892.4397
CHLD 6 605.976562 1567447892.4398
CHLD 7 606.996094 1567447892.4398
CHLD 8 601.339844 1567447892.4399
CHLD 9 601.339844 1567447892.4400
CHLD 10 601.343750 1567447892.4400
CHLD 11 0.792969 1567447892.4401
CHLD 12 0.007812 1567447892.4401
CHLD 13 8.546875 1567447892.4402
CHLD 14 8.527344 1567447892.4402
MEM 711.359375 1567447892.5406
CHLD 0 601.222656 1567447892.5887
CHLD 1 601.222656 1567447892.5888
CHLD 2 601.222656 1567447892.5888
CHLD 3 601.222656 1567447892.5889
CHLD 4 614.949219 1567447892.5890
CHLD 5 611.753906 1567447892.5890
CHLD 6 609.367188 1567447892.5891
CHLD 7 609.355469 1567447892.5891
CHLD 8 601.339844 1567447892.5892
CHLD 9 601.339844 1567447892.5892
CHLD 10 601.343750 1567447892.5893
CHLD 11 601.343750 1567447892.5894
CHLD 12 8.449219 1567447892.5894
CHLD 13 7.550781 1567447892.5895
CHLD 14 10.214844 1567447892.5895
CHLD 15 10.894531 1567447892.5896
MEM 711.359375 1567447892.6900
CHLD 0 601.222656 1567447892.7217
CHLD 1 601.222656 1567447892.7217
CHLD 2 601.222656 1567447892.7218
CHLD 3 601.222656 1567447892.7219
CHLD 4 618.285156 1567447892.7219
CHLD 5 618.296875 1567447892.7220
CHLD 6 611.066406 1567447892.7220
CHLD 7 612.292969 1567447892.7221
CHLD 8 601.339844 1567447892.7222
CHLD 9 601.339844 1567447892.7222
CHLD 10 601.343750 1567447892.7504
