CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.988281 1567442096.7314
MEM 15.042969 1567442096.8466
MEM 32.578125 1567442096.9855
MEM 40.718750 1567442097.0986
MEM 55.160156 1567442097.2120
MEM 71.429688 1567442097.3247
MEM 79.062500 1567442097.4381
MEM 123.488281 1567442097.5516
MEM 162.566406 1567442097.6634
MEM 165.125000 1567442097.7765
MEM 170.500000 1567442097.8873
MEM 179.500000 1567442097.9954
MEM 184.679688 1567442098.1036
MEM 192.523438 1567442098.2118
MEM 204.960938 1567442098.3201
MEM 210.843750 1567442098.4287
MEM 216.890625 1567442098.5374
MEM 227.976562 1567442098.6455
MEM 235.726562 1567442098.7537
MEM 248.453125 1567442098.8617
MEM 256.070312 1567442098.9703
MEM 265.210938 1567442099.0844
MEM 270.101562 1567442099.1988
MEM 286.343750 1567442099.3069
MEM 303.101562 1567442099.4149
MEM 365.859375 1567442099.5234
MEM 364.722656 1567442099.6348
MEM 430.722656 1567442099.7443
MEM 593.402344 1567442099.8525
MEM 681.125000 1567442099.9608
MEM 636.261719 1567442100.0702
MEM 711.953125 1567442100.1804
MEM 712.621094 1567442100.2893
MEM 712.371094 1567442100.3979
