CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 2.027344 1567442376.9173
MEM 17.605469 1567442377.0262
MEM 35.160156 1567442377.1448
MEM 43.343750 1567442377.2531
MEM 64.750000 1567442377.3614
MEM 74.355469 1567442377.4765
MEM 82.332031 1567442377.5902
MEM 123.296875 1567442377.7038
MEM 163.417969 1567442377.8160
MEM 164.695312 1567442377.9297
MEM 170.511719 1567442378.0433
MEM 179.820312 1567442378.1568
MEM 185.105469 1567442378.2706
MEM 193.253906 1567442378.3843
MEM 205.343750 1567442378.4979
MEM 212.222656 1567442378.6123
MEM 217.179688 1567442378.7265
MEM 229.414062 1567442378.8347
MEM 235.460938 1567442378.9428
MEM 251.832031 1567442379.0512
MEM 257.906250 1567442379.1594
MEM 265.136719 1567442379.2675
MEM 272.765625 1567442379.3756
MEM 289.265625 1567442379.4837
MEM 304.734375 1567442379.5919
MEM 373.167969 1567442379.7001
MEM 366.355469 1567442379.8085
MEM 426.941406 1567442379.9167
MEM 588.332031 1567442380.0251
MEM 680.437500 1567442380.1336
MEM 635.574219 1567442380.2433
MEM 711.250000 1567442380.3515
MEM 711.714844 1567442380.4601
CHLD 0 601.066406 1567442380.4745
CHLD 1 601.074219 1567442380.4746
CHLD 2 601.074219 1567442380.4746
CHLD 3 601.074219 1567442380.4746
MEM 724.519531 1567442380.5750
MEM 728.796875 1567442380.6881
MEM 729.410156 1567442380.8018
MEM 729.671875 1567442380.9112
MEM 729.671875 1567442381.0197
MEM 729.484375 1567442381.1282
