CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.933594 1567448212.7370
MEM 17.718750 1567448212.8474
MEM 33.109375 1567448212.9633
MEM 41.320312 1567448213.0723
MEM 59.160156 1567448213.1821
MEM 71.660156 1567448213.2914
MEM 79.230469 1567448213.4004
MEM 123.433594 1567448213.5126
MEM 162.648438 1567448213.6217
MEM 164.953125 1567448213.7308
MEM 171.074219 1567448213.8399
MEM 180.292969 1567448213.9552
MEM 185.675781 1567448214.0703
MEM 192.492188 1567448214.1853
MEM 204.660156 1567448214.3006
MEM 210.570312 1567448214.4158
MEM 215.917969 1567448214.5255
MEM 226.972656 1567448214.6345
MEM 235.191406 1567448214.7497
MEM 249.546875 1567448214.8648
MEM 257.031250 1567448214.9797
MEM 265.117188 1567448215.0939
MEM 271.132812 1567448215.2091
MEM 287.890625 1567448215.3234
MEM 304.132812 1567448215.4376
MEM 342.179688 1567448215.5520
MEM 366.566406 1567448215.6679
MEM 452.160156 1567448215.7809
MEM 622.058594 1567448215.8960
MEM 680.648438 1567448216.0110
MEM 645.535156 1567448216.1284
MEM 711.933594 1567448216.2425
CHLD 0 601.156250 1567448216.2555
CHLD 1 601.164062 1567448216.2555
MEM 712.003906 1567448216.3560
CHLD 0 601.156250 1567448216.3881
CHLD 1 601.164062 1567448216.3882
CHLD 2 601.164062 1567448216.3883
CHLD 3 601.167969 1567448216.3883
CHLD 4 606.878906 1567448216.3884
CHLD 5 605.535156 1567448216.3884
CHLD 6 605.714844 1567448216.3885
CHLD 7 605.347656 1567448216.3886
CHLD 8 601.273438 1567448216.3886
CHLD 9 0.007812 1567448216.3887
MEM 712.023438 1567448216.4891
CHLD 0 601.156250 1567448216.5545
CHLD 1 601.164062 1567448216.5546
CHLD 2 601.164062 1567448216.5547
CHLD 3 601.167969 1567448216.5547
CHLD 4 610.847656 1567448216.5548
CHLD 5 605.953125 1567448216.5549
CHLD 6 608.949219 1567448216.5549
CHLD 7 612.183594 1567448216.5550
CHLD 8 601.273438 1567448216.5551
CHLD 9 601.273438 1567448216.5551
CHLD 10 601.277344 1567448216.5552
CHLD 11 601.277344 1567448216.5553
CHLD 12 5.929688 1567448216.5553
CHLD 13 8.281250 1567448216.5554
CHLD 14 0.007812 1567448216.5555
CHLD 15 7.929688 1567448216.5555
MEM 712.023438 1567448216.6559
CHLD 0 601.156250 1567448216.6901
CHLD 1 601.164062 1567448216.6901
CHLD 2 601.164062 1567448216.6902
CHLD 3 601.167969 1567448216.6902
CHLD 4 613.675781 1567448216.6903
CHLD 5 607.070312 1567448216.6904
CHLD 6 611.406250 1567448216.6904
CHLD 7 615.781250 1567448216.6905
CHLD 8 601.273438 1567448216.6905
CHLD 9 601.273438 1567448216.6906
CHLD 10 601.277344 1567448216.6906
CHLD 11 601.277344 1567448216.6907
CHLD 12 7.937500 1567448216.6907
CHLD 13 10.574219 1567448216.6908
CHLD 14 7.980469 1567448216.6908
CHLD 15 9.097656 1567448216.6909
MEM 712.023438 1567448216.7913
CHLD 0 601.156250 1567448216.8101
CHLD 1 601.164062 1567448216.8102
CHLD 2 601.164062 1567448216.8102
CHLD 3 601.167969 1567448216.8263
CHLD 4 616.324219 1567448216.8264
