CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.933594 1567451377.6911
MEM 18.832031 1567451377.8117
MEM 35.453125 1567451377.9299
MEM 44.414062 1567451378.0516
MEM 66.957031 1567451378.1795
MEM 77.289062 1567451378.2988
MEM 84.773438 1567451378.4160
MEM 140.597656 1567451378.5347
MEM 162.500000 1567451378.6539
MEM 164.875000 1567451378.7718
MEM 173.828125 1567451378.8885
MEM 180.296875 1567451379.0094
MEM 184.722656 1567451379.1275
MEM 192.937500 1567451379.2473
MEM 203.531250 1567451379.3642
MEM 212.476562 1567451379.4813
MEM 216.500000 1567451379.5982
MEM 228.855469 1567451379.7156
MEM 236.832031 1567451379.8374
MEM 252.058594 1567451379.9579
MEM 258.917969 1567451380.0828
MEM 263.792969 1567451380.2088
MEM 280.429688 1567451380.3362
MEM 296.156250 1567451380.4619
MEM 329.796875 1567451380.5833
MEM 317.953125 1567451380.7029
MEM 398.781250 1567451380.8217
MEM 573.062500 1567451380.9377
MEM 677.027344 1567451381.0550
MEM 632.164062 1567451381.1722
MEM 1309.378906 1567451381.2926
CHLD 0 601.109375 1567451381.3038
MEM 5547.500000 1567451381.4298
CHLD 0 601.109375 1567451381.4671
CHLD 1 601.101562 1567451381.4672
CHLD 2 601.105469 1567451381.4672
CHLD 3 601.105469 1567451381.4673
CHLD 4 607.707031 1567451381.4673
CHLD 5 610.507812 1567451381.4674
CHLD 6 607.441406 1567451381.4674
CHLD 7 605.757812 1567451381.4675
CHLD 8 0.007812 1567451381.4675
CHLD 9 6.644531 1567451381.4676
CHLD 10 7.878906 1567451381.4676
MEM 7399.781250 1567451381.6047
CHLD 0 601.109375 1567451381.6589
CHLD 1 601.101562 1567451381.6589
CHLD 2 601.105469 1567451381.6590
CHLD 3 601.105469 1567451381.6590
CHLD 4 614.996094 1567451381.6591
CHLD 5 617.843750 1567451381.6591
CHLD 6 612.433594 1567451381.6592
CHLD 7 609.148438 1567451381.6592
CHLD 8 601.230469 1567451381.6593
CHLD 9 601.230469 1567451381.6593
CHLD 10 601.234375 1567451381.6594
CHLD 11 7.871094 1567451381.6594
CHLD 12 10.554688 1567451381.6595
CHLD 13 10.984375 1567451381.6595
