CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.910156 1567451049.5757
MEM 17.804688 1567451049.6842
MEM 34.710938 1567451049.7981
MEM 42.957031 1567451049.9059
MEM 64.230469 1567451050.0139
MEM 69.851562 1567451050.1272
MEM 76.007812 1567451050.2364
MEM 80.332031 1567451050.3481
MEM 85.273438 1567451050.4563
MEM 128.109375 1567451050.5782
MEM 162.839844 1567451050.6895
MEM 163.093750 1567451050.8024
MEM 171.757812 1567451050.9157
MEM 179.867188 1567451051.0287
MEM 185.320312 1567451051.1403
MEM 193.222656 1567451051.2531
MEM 203.835938 1567451051.3659
MEM 212.816406 1567451051.4792
MEM 215.492188 1567451051.5922
MEM 226.937500 1567451051.7038
MEM 232.789062 1567451051.8167
MEM 245.046875 1567451051.9297
MEM 252.457031 1567451052.0380
MEM 255.132812 1567451052.1460
MEM 261.910156 1567451052.2652
MEM 268.125000 1567451052.3826
MEM 284.625000 1567451052.4957
MEM 299.835938 1567451052.6130
MEM 356.972656 1567451052.7252
MEM 318.320312 1567451052.8349
MEM 381.941406 1567451052.9596
MEM 527.089844 1567451053.0727
MEM 677.910156 1567451053.1854
MEM 677.460938 1567451053.2982
MEM 656.464844 1567451053.4129
MEM 708.710938 1567451053.5257
CHLD 0 601.132812 1567451053.5375
CHLD 1 601.140625 1567451053.5376
CHLD 2 601.144531 1567451053.5377
CHLD 3 601.144531 1567451053.5377
MEM 708.800781 1567451053.6381
CHLD 0 601.132812 1567451053.6587
CHLD 1 601.140625 1567451053.6588
CHLD 2 601.144531 1567451053.6589
CHLD 3 601.144531 1567451053.6589
CHLD 4 609.773438 1567451053.6590
CHLD 5 606.226562 1567451053.6590
CHLD 6 605.675781 1567451053.6591
CHLD 7 605.531250 1567451053.6591
CHLD 8 598.355469 1567451053.6592
CHLD 9 0.007812 1567451053.6592
CHLD 10 6.777344 1567451053.6704
MEM 708.804688 1567451053.7745
CHLD 0 601.132812 1567451053.8079
CHLD 1 601.140625 1567451053.8080
CHLD 2 601.144531 1567451053.8081
CHLD 3 601.144531 1567451053.8081
CHLD 4 618.500000 1567451053.8082
CHLD 5 609.929688 1567451053.8082
CHLD 6 606.253906 1567451053.8083
CHLD 7 605.964844 1567451053.8084
CHLD 8 601.253906 1567451053.8084
CHLD 9 601.253906 1567451053.8085
CHLD 10 0.007812 1567451053.8086
CHLD 11 0.007812 1567451053.8086
CHLD 12 8.488281 1567451053.8087
CHLD 13 9.039062 1567451053.8087
MEM 708.804688 1567451053.9091
CHLD 0 601.132812 1567451053.9518
CHLD 1 601.140625 1567451053.9518
CHLD 2 601.144531 1567451053.9519
CHLD 3 601.144531 1567451053.9519
CHLD 4 621.933594 1567451053.9520
CHLD 5 612.503906 1567451053.9520
CHLD 6 609.156250 1567451053.9521
CHLD 7 607.207031 1567451053.9521
CHLD 8 601.253906 1567451053.9522
CHLD 9 601.253906 1567451053.9522
CHLD 10 601.257812 1567451053.9523
CHLD 11 601.253906 1567451053.9524
CHLD 12 7.625000 1567451053.9524
CHLD 13 7.808594 1567451053.9525
CHLD 14 9.683594 1567451053.9525
CHLD 15 10.875000 1567451053.9526
MEM 708.804688 1567451054.0529
CHLD 0 601.132812 1567451054.0776
CHLD 1 601.140625 1567451054.0776
CHLD 2 601.144531 1567451054.0777
CHLD 3 601.144531 1567451054.0778
CHLD 4 624.691406 1567451054.0778
CHLD 5 614.878906 1567451054.0779
CHLD 6 611.187500 1567451054.0779
CHLD 7 609.523438 1567451054.0780
