CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.984375 1567448559.6210
MEM 17.859375 1567448559.7309
MEM 33.695312 1567448559.8454
MEM 41.847656 1567448559.9538
MEM 62.226562 1567448560.0624
MEM 72.214844 1567448560.1755
MEM 79.636719 1567448560.2890
MEM 122.867188 1567448560.4052
MEM 160.480469 1567448560.5138
MEM 162.281250 1567448560.6221
MEM 169.023438 1567448560.7306
MEM 177.878906 1567448560.8389
MEM 183.167969 1567448560.9492
MEM 191.410156 1567448561.0575
MEM 203.464844 1567448561.1684
MEM 211.957031 1567448561.2766
MEM 215.496094 1567448561.3848
MEM 226.449219 1567448561.4931
MEM 232.632812 1567448561.6082
MEM 248.710938 1567448561.7232
MEM 254.230469 1567448561.8353
MEM 261.652344 1567448561.9435
MEM 269.007812 1567448562.0517
MEM 284.734375 1567448562.1615
MEM 301.234375 1567448562.2699
MEM 337.964844 1567448562.3785
MEM 363.062500 1567448562.4871
MEM 439.632812 1567448562.5957
MEM 603.601562 1567448562.7044
MEM 677.144531 1567448562.8130
MEM 634.636719 1567448562.9226
MEM 708.367188 1567448563.0311
CHLD 0 601.046875 1567448563.0438
MEM 708.441406 1567448563.1448
CHLD 0 601.046875 1567448563.1671
CHLD 1 601.054688 1567448563.1671
CHLD 2 601.054688 1567448563.1672
CHLD 3 601.054688 1567448563.1672
CHLD 4 606.027344 1567448563.1673
CHLD 5 606.046875 1567448563.1673
CHLD 6 605.894531 1567448563.1674
CHLD 7 605.105469 1567448563.1674
CHLD 8 601.152344 1567448563.1675
CHLD 9 600.460938 1567448563.1676
CHLD 10 0.007812 1567448563.1676
CHLD 11 0.007812 1567448563.1677
CHLD 12 0.007812 1567448563.1677
MEM 713.722656 1567448563.2684
CHLD 0 601.046875 1567448563.3083
CHLD 1 601.054688 1567448563.3084
CHLD 2 601.054688 1567448563.3085
CHLD 3 601.054688 1567448563.3085
CHLD 4 608.902344 1567448563.3086
CHLD 5 609.632812 1567448563.3086
CHLD 6 608.804688 1567448563.3087
CHLD 7 606.113281 1567448563.3088
CHLD 8 601.152344 1567448563.3088
CHLD 9 601.152344 1567448563.3089
CHLD 10 601.167969 1567448563.3089
CHLD 11 601.175781 1567448563.3090
CHLD 12 0.007812 1567448563.3091
CHLD 13 8.816406 1567448563.3091
CHLD 14 8.710938 1567448563.3092
CHLD 15 8.773438 1567448563.3092
MEM 720.078125 1567448563.4096
CHLD 0 601.046875 1567448563.4456
CHLD 1 601.054688 1567448563.4457
CHLD 2 601.054688 1567448563.4457
CHLD 3 601.054688 1567448563.4458
CHLD 4 612.195312 1567448563.4458
CHLD 5 613.722656 1567448563.4459
CHLD 6 611.359375 1567448563.4459
CHLD 7 610.214844 1567448563.4460
CHLD 8 601.152344 1567448563.4460
CHLD 9 601.152344 1567448563.4461
CHLD 10 601.167969 1567448563.4461
CHLD 11 601.175781 1567448563.4462
CHLD 12 7.921875 1567448563.4462
CHLD 13 10.929688 1567448563.4463
CHLD 14 10.828125 1567448563.4464
CHLD 15 10.953125 1567448563.4464
MEM 723.851562 1567448563.5468
CHLD 0 601.046875 1567448563.5737
CHLD 1 601.054688 1567448563.5738
CHLD 2 601.054688 1567448563.5738
CHLD 3 601.054688 1567448563.5739
CHLD 4 617.652344 1567448563.5739
CHLD 5 617.652344 1567448563.5740
CHLD 6 614.328125 1567448563.5740
CHLD 7 616.957031 1567448563.5741
CHLD 8 601.152344 1567448563.5742
CHLD 9 601.152344 1567448563.5742
CHLD 10 601.167969 1567448563.5743
CHLD 11 601.175781 1567448563.5743
CHLD 12 10.929688 1567448563.5744
CHLD 13 10.929688 1567448563.5744
CHLD 14 10.828125 1567448563.5745
CHLD 15 10.953125 1567448563.5745
MEM 725.054688 1567448563.6749
CHLD 0 601.046875 1567448563.6894
CHLD 1 601.054688 1567448563.6894
CHLD 2 601.054688 1567448563.6895
CHLD 3 601.054688 1567448563.6896
CHLD 4 617.914062 1567448563.6896
CHLD 5 617.824219 1567448563.6897
CHLD 6 618.015625 1567448563.6897
CHLD 7 617.960938 1567448563.6898
CHLD 8 601.152344 1567448563.6898
CHLD 9 601.152344 1567448563.6899
CHLD 10 601.167969 1567448563.6900
CHLD 11 601.175781 1567448563.6900
CHLD 12 10.929688 1567448563.6901
CHLD 13 10.929688 1567448563.6901
CHLD 14 10.828125 1567448563.6902
CHLD 15 10.953125 1567448563.6902
MEM 725.765625 1567448563.8106
CHLD 0 601.046875 1567448563.8771
CHLD 1 601.054688 1567448563.8772
CHLD 2 601.054688 1567448563.8772
CHLD 3 601.054688 1567448563.8773
CHLD 4 619.406250 1567448563.8774
CHLD 5 618.074219 1567448563.8774
CHLD 6 618.316406 1567448563.8775
CHLD 7 619.507812 1567448563.8775
CHLD 8 601.152344 1567448563.8776
CHLD 9 601.152344 1567448563.8776
CHLD 10 601.167969 1567448563.8777
CHLD 11 601.175781 1567448563.8777
CHLD 12 10.929688 1567448563.8778
CHLD 13 10.929688 1567448563.8778
CHLD 14 10.828125 1567448563.8779
CHLD 15 10.953125 1567448563.8779
MEM 725.914062 1567448563.9785
CHLD 0 601.046875 1567448564.0494
CHLD 1 601.054688 1567448564.0495
CHLD 2 601.054688 1567448564.0496
CHLD 3 601.054688 1567448564.0496
CHLD 4 623.640625 1567448564.0497
CHLD 5 618.273438 1567448564.0498
CHLD 6 618.480469 1567448564.0498
CHLD 7 624.449219 1567448564.0499
CHLD 8 601.152344 1567448564.0499
CHLD 9 601.152344 1567448564.0500
CHLD 10 601.167969 1567448564.0500
CHLD 11 601.175781 1567448564.0501
CHLD 12 10.929688 1567448564.0502
CHLD 13 10.929688 1567448564.0502
CHLD 14 10.828125 1567448564.0503
CHLD 15 10.953125 1567448564.0503
MEM 726.019531 1567448564.1507
CHLD 0 601.046875 1567448564.1819
CHLD 1 601.054688 1567448564.1820
CHLD 2 601.054688 1567448564.1820
CHLD 3 601.054688 1567448564.1821
CHLD 4 629.980469 1567448564.1822
CHLD 5 621.398438 1567448564.1822
CHLD 6 618.636719 1567448564.1823
CHLD 7 630.855469 1567448564.1824
CHLD 8 601.152344 1567448564.1824
CHLD 9 601.152344 1567448564.1825
CHLD 10 601.167969 1567448564.1826
CHLD 11 601.175781 1567448564.1826
CHLD 12 10.929688 1567448564.1827
CHLD 13 10.929688 1567448564.1828
CHLD 14 10.828125 1567448564.1828
CHLD 15 10.953125 1567448564.1829
MEM 726.570312 1567448564.2833
CHLD 0 601.046875 1567448564.3017
CHLD 1 601.054688 1567448564.3018
CHLD 2 601.054688 1567448564.3019
CHLD 3 601.054688 1567448564.3019
CHLD 4 633.675781 1567448564.3020
CHLD 5 624.652344 1567448564.3020
CHLD 6 619.386719 1567448564.3021
CHLD 7 634.687500 1567448564.3021
CHLD 8 601.152344 1567448564.3022
CHLD 9 601.152344 1567448564.3022
CHLD 10 601.167969 1567448564.3023
CHLD 11 601.175781 1567448564.3024
CHLD 12 10.929688 1567448564.3024
CHLD 13 10.929688 1567448564.3025
CHLD 14 10.828125 1567448564.3025
CHLD 15 10.953125 1567448564.3026
MEM 726.570312 1567448564.4030
CHLD 0 601.046875 1567448564.4229
CHLD 1 601.054688 1567448564.4230
CHLD 2 601.054688 1567448564.4231
CHLD 3 601.054688 1567448564.4231
CHLD 4 634.593750 1567448564.4232
CHLD 5 633.246094 1567448564.4232
CHLD 6 621.710938 1567448564.4233
CHLD 7 634.808594 1567448564.4233
CHLD 8 601.152344 1567448564.4234
CHLD 9 601.152344 1567448564.4234
CHLD 10 601.167969 1567448564.4235
CHLD 11 601.175781 1567448564.4235
CHLD 12 10.929688 1567448564.4236
CHLD 13 10.929688 1567448564.4236
CHLD 14 10.828125 1567448564.4237
CHLD 15 10.953125 1567448564.4237
MEM 726.570312 1567448564.5243
CHLD 0 601.046875 1567448564.5413
CHLD 1 601.054688 1567448564.5413
CHLD 2 601.054688 1567448564.5414
