CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 2.011719 1567448866.5560
MEM 17.617188 1567448866.6643
MEM 34.785156 1567448866.7776
MEM 42.773438 1567448866.8855
MEM 64.578125 1567448866.9934
MEM 73.062500 1567448867.1021
MEM 79.042969 1567448867.2100
MEM 85.218750 1567448867.3236
MEM 128.062500 1567448867.4317
MEM 162.648438 1567448867.5400
MEM 163.296875 1567448867.6478
MEM 171.957031 1567448867.7557
MEM 179.855469 1567448867.8637
MEM 186.117188 1567448867.9718
MEM 194.835938 1567448868.0796
MEM 204.644531 1567448868.1876
MEM 213.105469 1567448868.2955
MEM 218.367188 1567448868.4036
MEM 229.847656 1567448868.5115
MEM 237.570312 1567448868.6193
MEM 252.859375 1567448868.7304
MEM 258.964844 1567448868.8399
MEM 264.292969 1567448868.9478
MEM 278.355469 1567448869.0557
MEM 293.566406 1567448869.1636
MEM 308.261719 1567448869.2716
MEM 364.312500 1567448869.3796
MEM 363.679688 1567448869.4878
MEM 477.890625 1567448869.6017
MEM 613.242188 1567448869.7099
MEM 677.765625 1567448869.8181
MEM 639.640625 1567448869.9274
MEM 708.921875 1567448870.0358
MEM 709.066406 1567448870.1447
CHLD 0 601.160156 1567448870.1667
CHLD 1 601.167969 1567448870.1668
CHLD 2 601.167969 1567448870.1668
CHLD 3 601.167969 1567448870.1669
CHLD 4 607.550781 1567448870.1670
CHLD 5 605.914062 1567448870.1670
CHLD 6 605.835938 1567448870.1671
CHLD 7 602.550781 1567448870.1672
CHLD 8 598.839844 1567448870.1672
CHLD 9 0.007812 1567448870.1673
MEM 709.085938 1567448870.2677
CHLD 0 601.160156 1567448870.2893
CHLD 1 601.167969 1567448870.2894
CHLD 2 601.167969 1567448870.2895
CHLD 3 601.167969 1567448870.2895
CHLD 4 611.210938 1567448870.2896
CHLD 5 609.343750 1567448870.2896
CHLD 6 609.609375 1567448870.2897
CHLD 7 605.714844 1567448870.2897
CHLD 8 601.277344 1567448870.2898
CHLD 9 601.277344 1567448870.2898
CHLD 10 601.281250 1567448870.2899
CHLD 11 7.921875 1567448870.2899
CHLD 12 7.726562 1567448870.2900
CHLD 13 9.226562 1567448870.2900
MEM 709.093750 1567448870.3905
CHLD 0 601.160156 1567448870.4119
CHLD 1 601.167969 1567448870.4120
CHLD 2 601.167969 1567448870.4120
CHLD 3 601.167969 1567448870.4121
CHLD 4 614.964844 1567448870.4121
CHLD 5 612.332031 1567448870.4122
CHLD 6 612.886719 1567448870.4122
CHLD 7 609.726562 1567448870.4123
CHLD 8 601.277344 1567448870.4123
CHLD 9 601.277344 1567448870.4124
CHLD 10 601.281250 1567448870.4124
CHLD 11 601.281250 1567448870.4125
CHLD 12 7.378906 1567448870.4126
CHLD 13 9.640625 1567448870.4126
CHLD 14 9.703125 1567448870.4127
CHLD 15 10.808594 1567448870.4127
MEM 709.093750 1567448870.5131
CHLD 0 601.160156 1567448870.5446
CHLD 1 601.167969 1567448870.5447
CHLD 2 601.167969 1567448870.5448
CHLD 3 601.167969 1567448870.5448
CHLD 4 617.988281 1567448870.5449
CHLD 5 617.785156 1567448870.5449
CHLD 6 617.699219 1567448870.5450
CHLD 7 616.238281 1567448870.5450
CHLD 8 601.277344 1567448870.5451
CHLD 9 601.277344 1567448870.5451
CHLD 10 601.281250 1567448870.5452
CHLD 11 601.281250 1567448870.5452
CHLD 12 10.894531 1567448870.5453
CHLD 13 10.925781 1567448870.5453
CHLD 14 10.988281 1567448870.5454
CHLD 15 10.808594 1567448870.5454
MEM 709.093750 1567448870.6458
CHLD 0 601.160156 1567448870.6697
CHLD 1 601.167969 1567448870.6698
CHLD 2 601.167969 1567448870.6698
CHLD 3 601.167969 1567448870.6699
CHLD 4 618.449219 1567448870.6699
CHLD 5 618.136719 1567448870.6700
CHLD 6 618.410156 1567448870.6700
CHLD 7 618.035156 1567448870.6701
CHLD 8 601.277344 1567448870.6701
CHLD 9 601.277344 1567448870.6702
CHLD 10 601.281250 1567448870.6702
CHLD 11 601.281250 1567448870.6703
CHLD 12 10.894531 1567448870.6703
CHLD 13 10.925781 1567448870.6704
CHLD 14 10.988281 1567448870.6704
CHLD 15 10.808594 1567448870.6705
MEM 709.093750 1567448870.7709
CHLD 0 601.160156 1567448870.7927
CHLD 1 601.167969 1567448870.7928
CHLD 2 601.167969 1567448870.7928
CHLD 3 601.167969 1567448870.7929
CHLD 4 619.097656 1567448870.7929
CHLD 5 618.457031 1567448870.7930
CHLD 6 619.828125 1567448870.7930
CHLD 7 618.285156 1567448870.7931
CHLD 8 601.277344 1567448870.7931
CHLD 9 601.277344 1567448870.7932
CHLD 10 601.281250 1567448870.7932
CHLD 11 601.281250 1567448870.7933
CHLD 12 10.894531 1567448870.7933
CHLD 13 10.925781 1567448870.7934
CHLD 14 10.988281 1567448870.7934
CHLD 15 10.808594 1567448870.7935
MEM 709.093750 1567448870.8939
CHLD 0 601.160156 1567448870.9177
CHLD 1 601.167969 1567448870.9178
CHLD 2 601.167969 1567448870.9179
CHLD 3 601.167969 1567448870.9179
CHLD 4 622.558594 1567448870.9180
CHLD 5 619.507812 1567448870.9180
CHLD 6 622.132812 1567448870.9181
CHLD 7 618.785156 1567448870.9181
CHLD 8 601.277344 1567448870.9182
CHLD 9 601.277344 1567448870.9182
CHLD 10 601.281250 1567448870.9183
CHLD 11 601.281250 1567448870.9183
CHLD 12 10.894531 1567448870.9184
CHLD 13 10.925781 1567448870.9184
CHLD 14 10.988281 1567448870.9185
CHLD 15 10.808594 1567448870.9185
MEM 709.093750 1567448871.0189
CHLD 0 601.160156 1567448871.0425
CHLD 1 601.167969 1567448871.0425
CHLD 2 601.167969 1567448871.0426
CHLD 3 601.167969 1567448871.0426
CHLD 4 624.050781 1567448871.0427
CHLD 5 622.835938 1567448871.0427
CHLD 6 630.417969 1567448871.0428
CHLD 7 620.996094 1567448871.0428
CHLD 8 601.277344 1567448871.0429
CHLD 9 601.277344 1567448871.0429
CHLD 10 601.281250 1567448871.0430
CHLD 11 601.281250 1567448871.0430
CHLD 12 10.894531 1567448871.0431
CHLD 13 10.925781 1567448871.0431
CHLD 14 10.988281 1567448871.0432
CHLD 15 10.808594 1567448871.0432
MEM 709.093750 1567448871.1448
CHLD 0 601.160156 1567448871.1590
CHLD 1 601.167969 1567448871.1591
CHLD 2 601.167969 1567448871.1591
CHLD 3 601.167969 1567448871.1592
CHLD 4 632.675781 1567448871.1592
CHLD 5 624.312500 1567448871.1593
CHLD 6 635.019531 1567448871.1593
CHLD 7 622.660156 1567448871.1594
CHLD 8 601.277344 1567448871.1594
CHLD 9 601.277344 1567448871.1595
CHLD 10 601.281250 1567448871.1595
CHLD 11 601.281250 1567448871.1596
CHLD 12 10.894531 1567448871.1596
CHLD 13 10.925781 1567448871.1597
CHLD 14 10.988281 1567448871.1597
CHLD 15 10.808594 1567448871.1598
MEM 709.093750 1567448871.2602
CHLD 0 601.160156 1567448871.2856
CHLD 1 601.167969 1567448871.2857
CHLD 2 601.167969 1567448871.2857
CHLD 3 601.167969 1567448871.2858
CHLD 4 634.839844 1567448871.2858
CHLD 5 632.820312 1567448871.2859
CHLD 6 635.171875 1567448871.2859
CHLD 7 623.843750 1567448871.2860
CHLD 8 601.277344 1567448871.2860
CHLD 9 601.277344 1567448871.2861
CHLD 10 601.281250 1567448871.2861
CHLD 11 601.281250 1567448871.2862
CHLD 12 10.894531 1567448871.2862
CHLD 13 10.925781 1567448871.2864
CHLD 14 10.988281 1567448871.2865
CHLD 15 10.808594 1567448871.2865
MEM 709.093750 1567448871.3869
CHLD 0 601.160156 1567448871.4163
CHLD 1 601.167969 1567448871.4164
CHLD 2 601.167969 1567448871.4164
CHLD 3 601.167969 1567448871.4165
CHLD 4 635.117188 1567448871.4165
CHLD 5 634.894531 1567448871.4166
CHLD 6 637.226562 1567448871.4167
CHLD 7 630.292969 1567448871.4167
CHLD 8 601.277344 1567448871.4168
CHLD 9 601.277344 1567448871.4168
CHLD 10 601.281250 1567448871.4169
CHLD 11 601.281250 1567448871.4169
CHLD 12 10.894531 1567448871.4170
CHLD 13 10.925781 1567448871.4170
CHLD 14 10.988281 1567448871.4171
CHLD 15 10.808594 1567448871.4171
MEM 709.093750 1567448871.5175
CHLD 0 601.160156 1567448871.5390
CHLD 1 601.167969 1567448871.5391
CHLD 2 601.167969 1567448871.5391
CHLD 3 601.167969 1567448871.5392
CHLD 4 637.480469 1567448871.5392
CHLD 5 635.308594 1567448871.5393
CHLD 6 637.988281 1567448871.5393
CHLD 7 633.968750 1567448871.5394
CHLD 8 601.277344 1567448871.5394
CHLD 9 601.277344 1567448871.5395
CHLD 10 601.281250 1567448871.5395
CHLD 11 601.281250 1567448871.5396
CHLD 12 10.894531 1567448871.5396
CHLD 13 10.925781 1567448871.5397
CHLD 14 10.988281 1567448871.5397
CHLD 15 10.808594 1567448871.5398
MEM 709.093750 1567448871.6402
CHLD 0 601.160156 1567448871.6537
CHLD 1 601.167969 1567448871.6538
CHLD 2 601.167969 1567448871.6539
CHLD 3 601.167969 1567448871.6539
CHLD 4 637.906250 1567448871.6540
CHLD 5 635.394531 1567448871.6540
CHLD 6 640.785156 1567448871.6541
CHLD 7 634.968750 1567448871.6541
CHLD 8 601.277344 1567448871.6542
CHLD 9 601.277344 1567448871.6542
CHLD 10 601.281250 1567448871.6704
CHLD 11 601.281250 1567448871.6705
CHLD 12 10.894531 1567448871.6705
CHLD 13 10.925781 1567448871.6706
CHLD 14 10.988281 1567448871.6707
CHLD 15 10.808594 1567448871.6708
MEM 709.093750 1567448871.7712
CHLD 0 601.160156 1567448871.7981
CHLD 1 601.167969 1567448871.7981
CHLD 2 601.167969 1567448871.7982
CHLD 3 601.167969 1567448871.7983
CHLD 4 640.273438 1567448871.7984
CHLD 5 635.843750 1567448871.7984
CHLD 6 641.203125 1567448871.7985
CHLD 7 635.199219 1567448871.7985
CHLD 8 601.277344 1567448871.7986
CHLD 9 601.277344 1567448871.7987
CHLD 10 601.281250 1567448871.7987
CHLD 11 601.281250 1567448871.7988
CHLD 12 10.894531 1567448871.7989
CHLD 13 10.925781 1567448871.7989
CHLD 14 10.988281 1567448871.7990
CHLD 15 10.808594 1567448871.7991
MEM 709.093750 1567448871.8995
CHLD 0 601.160156 1567448871.9317
CHLD 1 601.167969 1567448871.9318
CHLD 2 601.167969 1567448871.9319
CHLD 3 601.167969 1567448871.9319
CHLD 4 640.273438 1567448871.9320
CHLD 5 636.726562 1567448871.9321
CHLD 6 641.460938 1567448871.9321
CHLD 7 635.859375 1567448871.9322
CHLD 8 601.277344 1567448871.9322
CHLD 9 601.277344 1567448871.9323
CHLD 10 601.281250 1567448871.9323
CHLD 11 601.281250 1567448871.9324
CHLD 12 10.894531 1567448871.9325
CHLD 13 10.925781 1567448871.9325
CHLD 14 10.988281 1567448871.9326
CHLD 15 10.808594 1567448871.9326
MEM 709.093750 1567448872.0331
CHLD 0 601.160156 1567448872.0552
CHLD 1 601.167969 1567448872.0553
CHLD 2 601.167969 1567448872.0553
CHLD 3 601.167969 1567448872.0554
CHLD 4 641.476562 1567448872.0554
CHLD 5 636.726562 1567448872.0555
CHLD 6 641.460938 1567448872.0556
CHLD 7 635.859375 1567448872.0556
CHLD 8 601.277344 1567448872.0557
CHLD 9 601.277344 1567448872.0557
CHLD 10 601.281250 1567448872.0558
CHLD 11 601.281250 1567448872.0558
CHLD 12 10.894531 1567448872.0559
CHLD 13 10.925781 1567448872.0559
CHLD 14 10.988281 1567448872.0560
CHLD 15 10.808594 1567448872.0560
MEM 709.093750 1567448872.1564
CHLD 0 601.160156 1567448872.1813
CHLD 1 601.167969 1567448872.1813
CHLD 2 601.167969 1567448872.1814
CHLD 3 601.167969 1567448872.1814
CHLD 4 641.953125 1567448872.1815
CHLD 5 639.019531 1567448872.1815
CHLD 6 641.843750 1567448872.1816
CHLD 7 637.234375 1567448872.1816
CHLD 8 601.277344 1567448872.1817
CHLD 9 601.277344 1567448872.1817
CHLD 10 601.281250 1567448872.1818
CHLD 11 601.281250 1567448872.1818
CHLD 12 10.894531 1567448872.1819
CHLD 13 10.925781 1567448872.1819
CHLD 14 10.988281 1567448872.1820
CHLD 15 10.808594 1567448872.1820
MEM 709.093750 1567448872.2831
CHLD 0 601.160156 1567448872.3095
CHLD 1 601.167969 1567448872.3096
CHLD 2 601.167969 1567448872.3096
CHLD 3 601.167969 1567448872.3097
CHLD 4 642.277344 1567448872.3097
CHLD 5 641.257812 1567448872.3098
CHLD 6 642.191406 1567448872.3098
CHLD 7 641.273438 1567448872.3099
CHLD 8 601.277344 1567448872.3099
CHLD 9 601.277344 1567448872.3100
CHLD 10 601.281250 1567448872.3100
CHLD 11 601.281250 1567448872.3101
CHLD 12 10.894531 1567448872.3101
CHLD 13 10.925781 1567448872.3102
CHLD 14 10.988281 1567448872.3102
CHLD 15 10.808594 1567448872.3103
MEM 709.093750 1567448872.4107
CHLD 0 601.160156 1567448872.4333
CHLD 1 601.167969 1567448872.4334
CHLD 2 601.167969 1567448872.4334
CHLD 3 601.167969 1567448872.4335
CHLD 4 642.628906 1567448872.4346
CHLD 5 641.781250 1567448872.4346
CHLD 6 642.523438 1567448872.4347
CHLD 7 641.652344 1567448872.4348
CHLD 8 601.277344 1567448872.4349
CHLD 9 601.277344 1567448872.4350
CHLD 10 601.281250 1567448872.4350
CHLD 11 601.281250 1567448872.4353
CHLD 12 10.894531 1567448872.4354
CHLD 13 10.925781 1567448872.4354
CHLD 14 10.988281 1567448872.4355
CHLD 15 10.808594 1567448872.4356
MEM 709.093750 1567448872.5360
CHLD 0 601.160156 1567448872.5580
CHLD 1 601.167969 1567448872.5581
CHLD 2 601.167969 1567448872.5581
CHLD 3 601.167969 1567448872.5582
CHLD 4 650.167969 1567448872.5582
CHLD 5 642.050781 1567448872.5583
CHLD 6 642.984375 1567448872.5583
CHLD 7 641.980469 1567448872.5584
CHLD 8 601.277344 1567448872.5584
CHLD 9 601.277344 1567448872.5585
CHLD 10 601.281250 1567448872.5585
CHLD 11 601.281250 1567448872.5586
CHLD 12 10.894531 1567448872.5586
CHLD 13 10.925781 1567448872.5587
CHLD 14 10.988281 1567448872.5587
CHLD 15 10.808594 1567448872.5588
MEM 709.093750 1567448872.6592
CHLD 0 601.160156 1567448872.6929
CHLD 1 601.167969 1567448872.6930
CHLD 2 601.167969 1567448872.6930
CHLD 3 601.167969 1567448872.6931
CHLD 4 655.035156 1567448872.6931
CHLD 5 642.382812 1567448872.6932
CHLD 6 643.339844 1567448872.6932
CHLD 7 642.476562 1567448872.6933
CHLD 8 601.277344 1567448872.6933
CHLD 9 601.277344 1567448872.6934
CHLD 10 601.281250 1567448872.6934
CHLD 11 601.281250 1567448872.6935
CHLD 12 10.894531 1567448872.6936
CHLD 13 10.925781 1567448872.6936
CHLD 14 10.988281 1567448872.6937
CHLD 15 10.808594 1567448872.6937
MEM 709.093750 1567448872.7941
CHLD 0 601.160156 1567448872.8134
CHLD 1 601.167969 1567448872.8135
CHLD 2 601.167969 1567448872.8135
CHLD 3 601.167969 1567448872.8136
CHLD 4 655.410156 1567448872.8137
CHLD 5 642.800781 1567448872.8137
CHLD 6 650.757812 1567448872.8138
CHLD 7 642.828125 1567448872.8138
CHLD 8 601.277344 1567448872.8139
CHLD 9 601.277344 1567448872.8139
CHLD 10 601.281250 1567448872.8140
CHLD 11 601.281250 1567448872.8140
CHLD 12 10.894531 1567448872.8141
CHLD 13 10.925781 1567448872.8141
CHLD 14 10.988281 1567448872.8142
CHLD 15 10.808594 1567448872.8142
MEM 709.093750 1567448872.9146
CHLD 0 601.160156 1567448872.9437
CHLD 1 601.167969 1567448872.9438
CHLD 2 601.167969 1567448872.9438
CHLD 3 601.167969 1567448872.9439
CHLD 4 655.750000 1567448872.9439
CHLD 5 643.050781 1567448872.9440
CHLD 6 654.199219 1567448872.9440
CHLD 7 643.050781 1567448872.9441
CHLD 8 601.277344 1567448872.9442
CHLD 9 601.277344 1567448872.9442
CHLD 10 601.281250 1567448872.9443
CHLD 11 601.281250 1567448872.9443
CHLD 12 10.894531 1567448872.9444
CHLD 13 10.925781 1567448872.9444
CHLD 14 10.988281 1567448872.9445
CHLD 15 10.808594 1567448872.9445
MEM 709.093750 1567448873.0449
CHLD 0 601.160156 1567448873.0663
CHLD 1 601.167969 1567448873.0664
CHLD 2 601.167969 1567448873.0665
CHLD 3 601.167969 1567448873.0665
CHLD 4 655.855469 1567448873.0666
CHLD 5 643.371094 1567448873.0666
CHLD 6 655.769531 1567448873.0667
CHLD 7 643.523438 1567448873.0667
CHLD 8 601.277344 1567448873.0668
CHLD 9 601.277344 1567448873.0668
CHLD 10 601.281250 1567448873.0669
CHLD 11 601.281250 1567448873.0669
CHLD 12 10.894531 1567448873.0670
CHLD 13 10.925781 1567448873.0670
CHLD 14 10.988281 1567448873.0671
CHLD 15 10.808594 1567448873.0671
MEM 709.093750 1567448873.1675
CHLD 0 601.160156 1567448873.1906
CHLD 1 601.167969 1567448873.1907
CHLD 2 601.167969 1567448873.1907
CHLD 3 601.167969 1567448873.1908
CHLD 4 657.835938 1567448873.1908
CHLD 5 643.890625 1567448873.1909
CHLD 6 656.078125 1567448873.1909
CHLD 7 643.878906 1567448873.1910
CHLD 8 601.277344 1567448873.1910
CHLD 9 601.277344 1567448873.1911
CHLD 10 601.281250 1567448873.1911
CHLD 11 601.281250 1567448873.1912
CHLD 12 10.894531 1567448873.1912
CHLD 13 10.925781 1567448873.1913
CHLD 14 10.988281 1567448873.1913
CHLD 15 10.808594 1567448873.1914
MEM 709.093750 1567448873.2918
CHLD 0 601.160156 1567448873.3156
CHLD 1 601.167969 1567448873.3157
CHLD 2 601.167969 1567448873.3157
CHLD 3 601.167969 1567448873.3158
CHLD 4 670.777344 1567448873.3159
CHLD 5 644.082031 1567448873.3159
CHLD 6 656.406250 1567448873.3160
CHLD 7 644.312500 1567448873.3160
CHLD 8 601.277344 1567448873.3161
CHLD 9 601.277344 1567448873.3161
