CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 2.070312 1567447966.4079
MEM 18.269531 1567447966.5191
MEM 35.140625 1567447966.6441
MEM 43.355469 1567447966.7525
MEM 64.773438 1567447966.8611
MEM 74.007812 1567447966.9717
MEM 79.781250 1567447967.0863
MEM 123.277344 1567447967.2012
MEM 161.000000 1567447967.3100
MEM 162.355469 1567447967.4184
MEM 169.636719 1567447967.5268
MEM 177.769531 1567447967.6353
MEM 183.582031 1567447967.7437
MEM 191.503906 1567447967.8522
MEM 203.359375 1567447967.9606
MEM 211.441406 1567447968.0690
MEM 214.921875 1567447968.1774
MEM 226.617188 1567447968.2857
MEM 233.390625 1567447968.3944
MEM 250.796875 1567447968.5083
MEM 254.976562 1567447968.6202
MEM 261.746094 1567447968.7286
MEM 271.046875 1567447968.8377
MEM 288.062500 1567447968.9462
MEM 304.046875 1567447969.0545
MEM 332.515625 1567447969.1633
MEM 362.769531 1567447969.2785
MEM 473.113281 1567447969.3910
MEM 640.691406 1567447969.5051
MEM 676.851562 1567447969.6193
MEM 647.851562 1567447969.7355
MEM 708.210938 1567447969.8488
CHLD 0 601.109375 1567447969.8613
CHLD 1 601.117188 1567447969.8614
CHLD 2 601.117188 1567447969.8614
CHLD 3 601.117188 1567447969.8615
MEM 708.246094 1567447969.9619
CHLD 0 601.109375 1567447969.9858
CHLD 1 601.117188 1567447969.9859
CHLD 2 601.117188 1567447969.9859
CHLD 3 601.117188 1567447969.9860
CHLD 4 607.449219 1567447969.9861
CHLD 5 608.722656 1567447969.9861
CHLD 6 606.324219 1567447969.9862
CHLD 7 605.589844 1567447969.9862
CHLD 8 601.226562 1567447969.9863
CHLD 9 601.226562 1567447969.9864
CHLD 10 0.007812 1567447969.9865
CHLD 11 7.140625 1567447969.9865
CHLD 12 6.078125 1567447969.9866
MEM 708.257812 1567447970.0873
CHLD 0 601.109375 1567447970.1056
CHLD 1 601.117188 1567447970.1056
CHLD 2 601.117188 1567447970.1057
CHLD 3 601.117188 1567447970.1058
CHLD 4 609.851562 1567447970.1058
CHLD 5 611.792969 1567447970.1059
CHLD 6 608.183594 1567447970.1060
CHLD 7 606.992188 1567447970.1060
CHLD 8 601.226562 1567447970.1061
CHLD 9 601.226562 1567447970.1061
CHLD 10 601.230469 1567447970.1062
CHLD 11 601.230469 1567447970.1063
CHLD 12 6.898438 1567447970.1064
CHLD 13 8.265625 1567447970.1064
CHLD 14 9.050781 1567447970.1065
CHLD 15 8.792969 1567447970.1065
MEM 708.257812 1567447970.2087
CHLD 0 601.109375 1567447970.2385
CHLD 1 601.117188 1567447970.2386
CHLD 2 601.117188 1567447970.2386
CHLD 3 601.117188 1567447970.2387
CHLD 4 613.457031 1567447970.2388
CHLD 5 615.503906 1567447970.2388
CHLD 6 618.046875 1567447970.2389
CHLD 7 610.140625 1567447970.2389
CHLD 8 601.226562 1567447970.2390
CHLD 9 601.226562 1567447970.2391
CHLD 10 601.230469 1567447970.2391
CHLD 11 601.230469 1567447970.2392
CHLD 12 8.535156 1567447970.2393
CHLD 13 10.835938 1567447970.2393
CHLD 14 10.886719 1567447970.2394
CHLD 15 10.906250 1567447970.2394
MEM 708.257812 1567447970.3398
CHLD 0 601.109375 1567447970.3712
CHLD 1 601.117188 1567447970.3713
