CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.871094 1567450763.5145
MEM 16.855469 1567450763.6279
MEM 28.750000 1567450763.7446
MEM 38.562500 1567450763.8528
MEM 45.238281 1567450763.9604
MEM 67.835938 1567450764.0680
MEM 77.398438 1567450764.1755
MEM 84.792969 1567450764.2829
MEM 138.621094 1567450764.3904
MEM 162.292969 1567450764.4981
MEM 162.546875 1567450764.6055
MEM 172.925781 1567450764.7131
MEM 179.347656 1567450764.8207
MEM 186.250000 1567450764.9282
MEM 194.679688 1567450765.0357
MEM 203.824219 1567450765.1436
MEM 212.187500 1567450765.2537
MEM 217.343750 1567450765.3615
MEM 228.835938 1567450765.4690
MEM 236.542969 1567450765.5764
MEM 251.597656 1567450765.6844
MEM 257.023438 1567450765.7922
MEM 261.464844 1567450765.9053
MEM 271.078125 1567450766.0195
MEM 287.578125 1567450766.1269
MEM 302.531250 1567450766.2344
MEM 365.335938 1567450766.3423
MEM 362.390625 1567450766.4500
MEM 449.531250 1567450766.5575
MEM 610.148438 1567450766.6651
MEM 676.472656 1567450766.7727
MEM 632.160156 1567450766.8810
MEM 707.683594 1567450766.9886
MEM 707.839844 1567450767.0969
CHLD 0 601.132812 1567450767.1153
CHLD 1 601.144531 1567450767.1154
CHLD 2 601.144531 1567450767.1154
CHLD 3 601.144531 1567450767.1155
CHLD 4 607.167969 1567450767.1156
CHLD 5 605.738281 1567450767.1156
CHLD 6 605.625000 1567450767.1157
CHLD 7 601.402344 1567450767.1157
CHLD 8 0.007812 1567450767.1158
MEM 707.855469 1567450767.2168
CHLD 0 601.132812 1567450767.2423
CHLD 1 601.144531 1567450767.2424
CHLD 2 601.144531 1567450767.2425
CHLD 3 601.144531 1567450767.2426
CHLD 4 611.226562 1567450767.2426
CHLD 5 609.558594 1567450767.2427
CHLD 6 609.960938 1567450767.2427
CHLD 7 606.121094 1567450767.2428
CHLD 8 601.261719 1567450767.2428
CHLD 9 601.261719 1567450767.2429
CHLD 10 601.265625 1567450767.2430
CHLD 11 0.007812 1567450767.2430
CHLD 12 4.183594 1567450767.2431
CHLD 13 7.566406 1567450767.2431
CHLD 14 9.042969 1567450767.2432
MEM 707.855469 1567450767.3436
CHLD 0 601.132812 1567450767.3704
CHLD 1 601.144531 1567450767.3705
CHLD 2 601.144531 1567450767.3705
CHLD 3 601.144531 1567450767.3706
CHLD 4 614.761719 1567450767.3707
CHLD 5 613.031250 1567450767.3707
CHLD 6 614.902344 1567450767.3708
CHLD 7 608.910156 1567450767.3708
CHLD 8 601.261719 1567450767.3709
CHLD 9 601.261719 1567450767.3710
CHLD 10 601.265625 1567450767.3710
CHLD 11 601.265625 1567450767.3711
CHLD 12 8.261719 1567450767.3711
CHLD 13 9.140625 1567450767.3712
CHLD 14 9.308594 1567450767.3713
CHLD 15 10.941406 1567450767.3713
MEM 707.859375 1567450767.4717
CHLD 0 601.132812 1567450767.4958
CHLD 1 601.144531 1567450767.4959
CHLD 2 601.144531 1567450767.4959
CHLD 3 601.144531 1567450767.4960
CHLD 4 618.160156 1567450767.4960
CHLD 5 617.289062 1567450767.4961
CHLD 6 618.398438 1567450767.4961
CHLD 7 612.109375 1567450767.4962
CHLD 8 601.261719 1567450767.4962
CHLD 9 601.261719 1567450767.4984
CHLD 10 601.265625 1567450767.4985
CHLD 11 601.265625 1567450767.4985
CHLD 12 601.265625 1567450767.4986
CHLD 13 601.265625 1567450767.4986
CHLD 14 601.269531 1567450767.4987
CHLD 15 9.546875 1567450767.4988
CHLD 16 10.929688 1567450767.4988
CHLD 17 10.890625 1567450767.4989
CHLD 18 10.941406 1567450767.4989
MEM 708.148438 1567450767.5993
CHLD 0 601.132812 1567450767.6125
CHLD 1 601.144531 1567450767.6126
CHLD 2 601.144531 1567450767.6126
CHLD 3 601.144531 1567450767.6127
CHLD 4 618.449219 1567450767.6127
CHLD 5 618.218750 1567450767.6128
CHLD 6 618.699219 1567450767.6128
CHLD 7 614.703125 1567450767.6129
CHLD 8 601.261719 1567450767.6129
CHLD 9 601.261719 1567450767.6130
CHLD 10 601.265625 1567450767.6130
CHLD 11 601.265625 1567450767.6131
CHLD 12 601.265625 1567450767.6131
CHLD 13 601.265625 1567450767.6132
CHLD 14 601.269531 1567450767.6132
CHLD 15 601.269531 1567450767.6133
CHLD 16 10.832031 1567450767.6133
CHLD 17 10.929688 1567450767.6134
CHLD 18 10.890625 1567450767.6134
CHLD 19 10.941406 1567450767.6135
MEM 708.210938 1567450767.7140
CHLD 0 0.000000 1567450767.7356
MEM 708.265625 1567450767.8360
MEM 708.312500 1567450767.9472
MEM 708.062500 1567450768.0582
MEM 0.000000 1567450768.1697
