CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.945312 1567442796.2789
MEM 18.121094 1567442796.3942
MEM 35.320312 1567442796.5201
MEM 43.984375 1567442796.6304
MEM 65.324219 1567442796.7389
MEM 75.082031 1567442796.8474
MEM 83.078125 1567442796.9560
MEM 127.066406 1567442797.0646
MEM 164.390625 1567442797.1733
MEM 165.406250 1567442797.2817
MEM 172.562500 1567442797.3902
MEM 181.054688 1567442797.4996
MEM 186.601562 1567442797.6081
MEM 194.730469 1567442797.7166
MEM 206.160156 1567442797.8251
MEM 215.054688 1567442797.9336
MEM 217.878906 1567442798.0484
MEM 230.027344 1567442798.1638
MEM 237.050781 1567442798.2736
MEM 255.000000 1567442798.3824
MEM 259.613281 1567442798.4947
MEM 266.250000 1567442798.6070
MEM 276.441406 1567442798.7156
MEM 293.199219 1567442798.8241
MEM 310.214844 1567442798.9326
MEM 350.277344 1567442799.0412
MEM 367.246094 1567442799.1499
MEM 489.449219 1567442799.2585
MEM 655.738281 1567442799.3683
MEM 681.332031 1567442799.4774
MEM 652.324219 1567442799.5871
MEM 712.828125 1567442799.6960
CHLD 0 601.089844 1567442799.7067
CHLD 1 601.097656 1567442799.7068
CHLD 2 601.097656 1567442799.7068
CHLD 3 601.097656 1567442799.7068
MEM 712.890625 1567442799.8073
MEM 713.058594 1567442799.9200
MEM 712.871094 1567442800.0332
MEM 0.000000 1567442800.1462
