CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 7.042969 1567438015.7315
MEM 12.882812 1567438015.8445
MEM 26.589844 1567438015.9587
MEM 37.824219 1567438016.0672
MEM 44.804688 1567438016.1802
MEM 65.101562 1567438016.2930
MEM 68.179688 1567438016.4011
MEM 74.781250 1567438016.5101
MEM 79.191406 1567438016.6185
MEM 83.250000 1567438016.7308
MEM 85.777344 1567438016.8410
MEM 86.500000 1567438016.9498
MEM 88.636719 1567438017.0612
MEM 97.851562 1567438017.1695
MEM 104.859375 1567438017.2807
MEM 106.136719 1567438017.3914
MEM 108.171875 1567438017.5013
MEM 112.031250 1567438017.6135
MEM 114.105469 1567438017.7275
MEM 116.132812 1567438017.8415
MEM 120.121094 1567438017.9506
MEM 123.585938 1567438018.0625
MEM 125.648438 1567438018.1719
MEM 133.296875 1567438018.2802
MEM 142.683594 1567438018.3925
MEM 151.023438 1567438018.5054
MEM 154.074219 1567438018.6198
MEM 159.730469 1567438018.7322
MEM 161.515625 1567438018.8441
MEM 162.761719 1567438018.9578
MEM 164.925781 1567438019.0702
MEM 164.925781 1567438019.1785
MEM 164.925781 1567438019.2867
MEM 164.925781 1567438019.3992
MEM 164.925781 1567438019.5106
MEM 164.925781 1567438019.6232
MEM 164.925781 1567438019.7356
MEM 164.925781 1567438019.8458
MEM 164.925781 1567438019.9548
MEM 164.925781 1567438020.0652
MEM 164.925781 1567438020.1750
MEM 164.925781 1567438020.2860
MEM 164.925781 1567438020.3946
MEM 164.925781 1567438020.5024
MEM 164.925781 1567438020.6158
MEM 164.925781 1567438020.7252
MEM 164.925781 1567438020.8380
MEM 164.925781 1567438020.9464
MEM 164.925781 1567438021.0542
MEM 164.925781 1567438021.1678
MEM 164.925781 1567438021.2756
MEM 164.925781 1567438021.3840
MEM 164.925781 1567438021.4994
MEM 164.925781 1567438021.6118
MEM 164.925781 1567438021.7215
MEM 164.925781 1567438021.8347
MEM 164.925781 1567438021.9429
MEM 164.925781 1567438022.0540
MEM 164.925781 1567438022.1627
MEM 165.183594 1567438022.2750
MEM 168.000000 1567438022.3874
MEM 169.554688 1567438022.4998
MEM 171.046875 1567438022.6112
MEM 174.113281 1567438022.7218
MEM 178.925781 1567438022.8325
MEM 180.824219 1567438022.9432
MEM 182.886719 1567438023.0555
MEM 185.082031 1567438023.1652
MEM 186.832031 1567438023.2769
MEM 188.230469 1567438023.3904
MEM 189.632812 1567438023.4985
MEM 190.914062 1567438023.6114
MEM 192.375000 1567438023.7234
MEM 193.917969 1567438023.8346
MEM 196.726562 1567438023.9498
MEM 197.480469 1567438024.0635
MEM 202.042969 1567438024.1740
MEM 204.574219 1567438024.2830
MEM 205.605469 1567438024.3945
MEM 206.625000 1567438024.5043
MEM 208.171875 1567438024.6138
MEM 208.425781 1567438024.7277
MEM 209.195312 1567438024.8417
MEM 209.671875 1567438024.9552
CHLD 0 0.726562 1567438024.9655
MEM 210.238281 1567438025.0659
MEM 210.929688 1567438025.1797
MEM 214.980469 1567438025.2921
MEM 215.511719 1567438025.4066
MEM 216.222656 1567438025.5194
MEM 217.632812 1567438025.6276
MEM 218.734375 1567438025.7355
MEM 219.347656 1567438025.8480
MEM 221.789062 1567438025.9623
MEM 223.511719 1567438026.0721
MEM 226.128906 1567438026.1814
MEM 228.132812 1567438026.2900
MEM 230.230469 1567438026.4023
MEM 231.574219 1567438026.5191
MEM 232.492188 1567438026.6326
MEM 233.414062 1567438026.7496
MEM 234.082031 1567438026.8625
MEM 234.566406 1567438026.9707
MEM 234.808594 1567438027.0856
MEM 235.347656 1567438027.2012
MEM 235.734375 1567438027.3133
MEM 236.636719 1567438027.4252
MEM 237.457031 1567438027.5340
MEM 239.988281 1567438027.6459
MEM 243.214844 1567438027.7552
MEM 247.945312 1567438027.8664
MEM 249.664062 1567438027.9798
MEM 250.843750 1567438028.0922
MEM 254.960938 1567438028.2066
MEM 255.851562 1567438028.3194
MEM 258.347656 1567438028.4297
MEM 260.851562 1567438028.5378
MEM 264.003906 1567438028.6505
MEM 264.968750 1567438028.7625
MEM 265.445312 1567438028.8776
MEM 265.820312 1567438028.9887
MEM 267.089844 1567438029.0999
MEM 267.367188 1567438029.2113
MEM 267.867188 1567438029.3235
MEM 283.257812 1567438029.4357
MEM 300.015625 1567438029.5481
MEM 335.335938 1567438029.6605
MEM 321.789062 1567438029.7761
MEM 377.339844 1567438029.8857
MEM 538.214844 1567438029.9998
MEM 688.003906 1567438030.1136
MEM 680.847656 1567438030.2216
MEM 636.281250 1567438030.3390
MEM 711.660156 1567438030.4523
MEM 712.476562 1567438030.5628
MEM 712.226562 1567438030.6749
MEM 387.238281 1567438030.7872
