CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.832031 1567447201.9402
MEM 17.863281 1567447202.0559
MEM 30.878906 1567447202.2049
MEM 40.195312 1567447202.3194
MEM 46.738281 1567447202.4350
MEM 65.683594 1567447202.5464
MEM 71.773438 1567447202.6553
MEM 77.976562 1567447202.7648
MEM 84.113281 1567447202.8776
MEM 127.242188 1567447202.9916
MEM 160.589844 1567447203.1069
MEM 161.949219 1567447203.2207
MEM 162.203125 1567447203.3549
MEM 166.921875 1567447203.4712
MEM 172.644531 1567447203.5888
MEM 177.761719 1567447203.7037
MEM 181.511719 1567447203.8158
MEM 189.093750 1567447203.9285
MEM 200.968750 1567447204.0427
MEM 206.617188 1567447204.1585
MEM 212.304688 1567447204.2716
MEM 220.707031 1567447204.3877
MEM 230.421875 1567447204.5089
MEM 233.882812 1567447204.6255
MEM 246.179688 1567447204.7388
MEM 253.082031 1567447204.8514
MEM 260.621094 1567447204.9655
MEM 262.863281 1567447205.0741
MEM 269.753906 1567447205.1828
MEM 283.675781 1567447205.2921
MEM 299.144531 1567447205.4056
MEM 351.593750 1567447205.5199
MEM 348.597656 1567447205.6378
MEM 418.464844 1567447205.7517
MEM 583.980469 1567447205.8661
MEM 676.343750 1567447205.9806
MEM 631.480469 1567447206.0951
MEM 707.152344 1567447206.2085
MEM 707.894531 1567447206.3216
CHLD 0 601.074219 1567447206.3313
CHLD 1 601.082031 1567447206.3314
CHLD 2 601.082031 1567447206.3314
CHLD 3 601.082031 1567447206.3314
MEM 708.027344 1567447206.4319
MEM 708.093750 1567447206.5409
MEM 707.843750 1567447206.6570
MEM 289.144531 1567447206.7702
