CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.906250 1567449345.0198
MEM 17.898438 1567449345.1281
MEM 34.785156 1567449345.2428
MEM 43.003906 1567449345.3512
MEM 64.117188 1567449345.4588
MEM 73.156250 1567449345.5675
MEM 81.066406 1567449345.6801
MEM 122.847656 1567449345.7926
MEM 161.035156 1567449345.9036
MEM 161.937500 1567449346.0156
MEM 169.492188 1567449346.1282
MEM 177.855469 1567449346.2407
MEM 183.457031 1567449346.3532
MEM 191.292969 1567449346.4657
MEM 202.929688 1567449346.5783
MEM 211.300781 1567449346.6903
MEM 214.539062 1567449346.8030
MEM 222.414062 1567449346.9150
MEM 228.250000 1567449347.0231
MEM 236.410156 1567449347.1355
MEM 251.503906 1567449347.2431
MEM 256.890625 1567449347.3508
MEM 262.855469 1567449347.4599
MEM 275.648438 1567449347.5674
MEM 291.890625 1567449347.6749
MEM 308.648438 1567449347.7824
MEM 317.320312 1567449347.8903
MEM 362.253906 1567449347.9979
MEM 509.464844 1567449348.1057
MEM 669.050781 1567449348.2135
MEM 676.339844 1567449348.3213
MEM 647.355469 1567449348.4300
MEM 707.687500 1567449348.5377
CHLD 0 601.066406 1567449348.5455
CHLD 1 601.066406 1567449348.5455
CHLD 2 601.066406 1567449348.5455
CHLD 3 601.066406 1567449348.5456
MEM 707.699219 1567449348.6460
CHLD 0 601.066406 1567449348.6734
CHLD 1 601.066406 1567449348.6734
CHLD 2 601.066406 1567449348.6735
CHLD 3 601.066406 1567449348.6735
CHLD 4 607.464844 1567449348.6736
CHLD 5 606.261719 1567449348.6737
CHLD 6 607.859375 1567449348.6737
CHLD 7 605.722656 1567449348.6738
CHLD 8 601.187500 1567449348.6739
CHLD 9 601.187500 1567449348.6739
CHLD 10 0.007812 1567449348.6740
CHLD 11 0.007812 1567449348.6740
CHLD 12 7.355469 1567449348.6741
MEM 707.714844 1567449348.7759
CHLD 0 601.066406 1567449348.8147
CHLD 1 601.066406 1567449348.8147
CHLD 2 601.066406 1567449348.8148
CHLD 3 601.066406 1567449348.8149
CHLD 4 611.359375 1567449348.8149
CHLD 5 611.113281 1567449348.8150
CHLD 6 612.699219 1567449348.8150
CHLD 7 606.261719 1567449348.8151
CHLD 8 601.187500 1567449348.8151
CHLD 9 601.187500 1567449348.8152
