CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.902344 1567444142.1787
MEM 9.183594 1567444142.2876
MEM 11.800781 1567444142.4020
MEM 15.675781 1567444142.5162
MEM 18.773438 1567444142.6287
MEM 21.554688 1567444142.7398
MEM 24.054688 1567444142.8524
MEM 27.941406 1567444142.9624
MEM 30.847656 1567444143.0765
MEM 32.382812 1567444143.1891
MEM 36.554688 1567444143.2973
MEM 40.644531 1567444143.4119
MEM 41.144531 1567444143.5262
MEM 41.917969 1567444143.6370
MEM 44.800781 1567444143.7494
MEM 46.882812 1567444143.8575
MEM 47.386719 1567444143.9666
MEM 47.910156 1567444144.0803
MEM 53.367188 1567444144.1928
MEM 54.585938 1567444144.3032
MEM 55.042969 1567444144.4156
MEM 57.011719 1567444144.5278
MEM 60.972656 1567444144.6379
MEM 63.910156 1567444144.7462
MEM 65.949219 1567444144.8598
MEM 76.074219 1567444144.9681
MEM 84.484375 1567444145.0763
MEM 85.222656 1567444145.1846
MEM 85.953125 1567444145.2952
MEM 89.074219 1567444145.4079
MEM 96.218750 1567444145.5173
MEM 103.718750 1567444145.6257
MEM 105.863281 1567444145.7403
MEM 107.757812 1567444145.8529
MEM 109.710938 1567444145.9667
MEM 111.667969 1567444146.0799
MEM 115.882812 1567444146.1927
MEM 118.062500 1567444146.3065
MEM 121.707031 1567444146.4198
MEM 125.359375 1567444146.5353
MEM 128.273438 1567444146.6442
MEM 136.347656 1567444146.7559
MEM 149.339844 1567444146.8669
MEM 153.136719 1567444146.9800
MEM 158.972656 1567444147.0926
MEM 160.984375 1567444147.2049
MEM 162.292969 1567444147.3183
MEM 164.523438 1567444147.4310
MEM 164.523438 1567444147.5395
MEM 164.523438 1567444147.6520
MEM 164.523438 1567444147.7648
MEM 164.523438 1567444147.8793
MEM 164.523438 1567444147.9877
MEM 164.523438 1567444148.1005
MEM 164.523438 1567444148.2146
MEM 164.523438 1567444148.3281
MEM 164.523438 1567444148.4411
MEM 164.523438 1567444148.5522
MEM 164.523438 1567444148.6626
MEM 164.523438 1567444148.7712
MEM 164.523438 1567444148.8800
MEM 164.523438 1567444148.9906
MEM 164.523438 1567444149.1025
MEM 164.523438 1567444149.2107
MEM 164.523438 1567444149.3191
MEM 164.523438 1567444149.4310
MEM 164.523438 1567444149.5437
MEM 164.523438 1567444149.6531
MEM 164.523438 1567444149.7654
MEM 164.523438 1567444149.8790
MEM 164.523438 1567444149.9917
MEM 164.523438 1567444150.1013
MEM 164.523438 1567444150.2154
MEM 164.773438 1567444150.3236
MEM 166.781250 1567444150.4319
MEM 168.632812 1567444150.5443
MEM 169.617188 1567444150.6553
MEM 171.761719 1567444150.7682
MEM 174.359375 1567444150.8811
MEM 178.582031 1567444150.9949
MEM 180.417969 1567444151.1078
MEM 181.445312 1567444151.2163
MEM 183.500000 1567444151.3286
MEM 185.296875 1567444151.4399
MEM 186.328125 1567444151.5512
MEM 187.886719 1567444151.6638
MEM 189.550781 1567444151.7747
MEM 191.339844 1567444151.8828
MEM 192.695312 1567444151.9913
MEM 194.152344 1567444152.1045
MEM 196.753906 1567444152.2195
MEM 197.382812 1567444152.3279
MEM 203.480469 1567444152.4426
MEM 204.722656 1567444152.5620
MEM 205.945312 1567444152.6755
MEM 206.445312 1567444152.7877
MEM 207.988281 1567444152.9019
MEM 208.246094 1567444153.0130
MEM 209.257812 1567444153.1266
MEM 209.292969 1567444153.2397
CHLD 0 0.750000 1567444153.2531
MEM 209.292969 1567444153.3536
CHLD 0 2.750000 1567444153.3651
MEM 210.101562 1567444153.4656
MEM 211.960938 1567444153.5795
MEM 214.972656 1567444153.6907
MEM 215.113281 1567444153.7993
MEM 216.312500 1567444153.9117
MEM 217.992188 1567444154.0257
MEM 218.941406 1567444154.1389
MEM 221.300781 1567444154.2555
MEM 223.035156 1567444154.3684
MEM 224.164062 1567444154.4808
MEM 227.515625 1567444154.5900
MEM 229.136719 1567444154.6997
MEM 231.132812 1567444154.8166
MEM 232.269531 1567444154.9286
MEM 232.875000 1567444155.0369
MEM 233.980469 1567444155.1493
MEM 234.125000 1567444155.2599
MEM 234.886719 1567444155.3702
MEM 235.507812 1567444155.4789
MEM 236.921875 1567444155.5899
MEM 239.351562 1567444155.6985
MEM 240.765625 1567444155.8107
MEM 246.402344 1567444155.9245
MEM 249.027344 1567444156.0368
MEM 250.937500 1567444156.1489
MEM 254.203125 1567444156.2628
MEM 255.828125 1567444156.3738
MEM 258.476562 1567444156.4849
MEM 260.687500 1567444156.5986
MEM 263.789062 1567444156.7131
MEM 264.410156 1567444156.8260
MEM 264.644531 1567444156.9348
MEM 265.109375 1567444157.0468
MEM 266.531250 1567444157.1584
MEM 266.640625 1567444157.2691
MEM 275.058594 1567444157.3815
MEM 290.785156 1567444157.4945
MEM 306.253906 1567444157.6075
MEM 369.796875 1567444157.7206
MEM 366.070312 1567444157.8345
MEM 433.617188 1567444157.9463
MEM 588.304688 1567444158.0599
MEM 680.160156 1567444158.1735
MEM 635.296875 1567444158.2877
MEM 689.062500 1567444158.3977
MEM 711.457031 1567444158.5060
CHLD 0 601.105469 1567444158.5151
MEM 857.578125 1567444158.6155
CHLD 0 601.105469 1567444158.6241
CHLD 1 601.113281 1567444158.6242
CHLD 2 601.113281 1567444158.6242
CHLD 3 601.113281 1567444158.6243
MEM 1059.445312 1567444158.7247
CHLD 0 601.105469 1567444158.7331
CHLD 1 601.113281 1567444158.7331
CHLD 2 601.113281 1567444158.7332
CHLD 3 601.113281 1567444158.7332
MEM 1248.636719 1567444158.8336
CHLD 0 601.105469 1567444158.8422
CHLD 1 601.113281 1567444158.8423
CHLD 2 601.113281 1567444158.8423
CHLD 3 601.113281 1567444158.8424
MEM 1401.519531 1567444158.9427
CHLD 0 601.105469 1567444158.9512
CHLD 1 601.113281 1567444158.9513
CHLD 2 601.113281 1567444158.9513
CHLD 3 601.113281 1567444158.9513
MEM 1191.472656 1567444159.0518
CHLD 0 619.554688 1567444159.0670
CHLD 1 601.113281 1567444159.0671
CHLD 2 601.113281 1567444159.0671
CHLD 3 601.113281 1567444159.0672
MEM 1135.644531 1567444159.1677
CHLD 0 758.773438 1567444159.1786
CHLD 1 601.113281 1567444159.1786
