CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.957031 1567439429.8336
MEM 8.699219 1567439429.9447
MEM 12.710938 1567439430.0572
MEM 16.042969 1567439430.1727
MEM 19.257812 1567439430.2812
MEM 21.707031 1567439430.3905
MEM 26.968750 1567439430.5052
MEM 30.152344 1567439430.6154
MEM 32.121094 1567439430.7278
MEM 35.648438 1567439430.8403
MEM 38.890625 1567439430.9543
MEM 41.050781 1567439431.0685
MEM 42.082031 1567439431.1836
MEM 44.179688 1567439431.2990
MEM 45.789062 1567439431.4091
MEM 47.707031 1567439431.5180
MEM 54.703125 1567439431.6309
MEM 59.093750 1567439431.7459
MEM 64.425781 1567439431.8547
MEM 71.734375 1567439431.9670
MEM 79.445312 1567439432.0757
MEM 85.144531 1567439432.1846
MEM 98.378906 1567439432.2965
MEM 127.109375 1567439432.4054
MEM 160.847656 1567439432.5171
MEM 161.281250 1567439432.6271
MEM 162.890625 1567439432.7402
MEM 164.503906 1567439432.8492
MEM 164.503906 1567439432.9633
MEM 164.503906 1567439433.0763
MEM 164.503906 1567439433.1888
MEM 164.503906 1567439433.3005
MEM 164.503906 1567439433.4090
MEM 164.503906 1567439433.5235
MEM 164.503906 1567439433.6364
MEM 164.503906 1567439433.7489
MEM 164.503906 1567439433.8627
MEM 164.503906 1567439433.9777
MEM 164.503906 1567439434.0878
MEM 164.503906 1567439434.2011
MEM 164.503906 1567439434.3151
MEM 164.503906 1567439434.4248
MEM 164.503906 1567439434.5379
MEM 164.503906 1567439434.6500
MEM 164.503906 1567439434.7637
MEM 164.503906 1567439434.8774
MEM 164.503906 1567439434.9915
MEM 164.503906 1567439435.1044
MEM 164.929688 1567439435.2212
MEM 167.789062 1567439435.3334
MEM 169.355469 1567439435.4440
MEM 170.832031 1567439435.5594
MEM 174.023438 1567439435.6742
MEM 178.214844 1567439435.7862
MEM 179.882812 1567439435.9004
MEM 180.585938 1567439436.0132
MEM 181.617188 1567439436.1272
MEM 182.648438 1567439436.2357
MEM 184.417969 1567439436.3443
MEM 185.882812 1567439436.4543
MEM 187.097656 1567439436.5636
MEM 188.953125 1567439436.6766
MEM 189.980469 1567439436.7872
MEM 191.527344 1567439436.8955
MEM 192.976562 1567439437.0058
MEM 194.125000 1567439437.1195
MEM 196.414062 1567439437.2324
MEM 197.292969 1567439437.3411
MEM 202.925781 1567439437.4555
MEM 204.429688 1567439437.5681
MEM 205.460938 1567439437.6845
MEM 206.480469 1567439437.7931
MEM 208.023438 1567439437.9061
MEM 208.792969 1567439438.0197
MEM 209.257812 1567439438.1324
CHLD 0 2.718750 1567439438.1410
MEM 209.839844 1567439438.2414
MEM 214.078125 1567439438.3549
MEM 214.917969 1567439438.4636
MEM 215.625000 1567439438.5782
MEM 216.976562 1567439438.6893
MEM 218.281250 1567439438.8037
MEM 220.132812 1567439438.9170
MEM 222.902344 1567439439.0303
MEM 224.554688 1567439439.1405
MEM 227.656250 1567439439.2549
MEM 229.675781 1567439439.3690
MEM 229.917969 1567439439.4847
MEM 229.917969 1567439439.5939
MEM 230.113281 1567439439.7024
MEM 230.328125 1567439439.8149
MEM 230.328125 1567439439.9272
MEM 230.578125 1567439440.0392
MEM 230.578125 1567439440.1531
MEM 230.578125 1567439440.2632
MEM 231.082031 1567439440.3772
MEM 231.507812 1567439440.4882
MEM 232.835938 1567439440.6010
MEM 233.953125 1567439440.7096
MEM 234.082031 1567439440.8247
MEM 235.136719 1567439440.9393
MEM 236.152344 1567439441.0494
MEM 236.683594 1567439441.1619
MEM 237.589844 1567439441.2758
MEM 242.371094 1567439441.3890
MEM 248.558594 1567439441.5010
MEM 249.464844 1567439441.6150
MEM 253.031250 1567439441.7276
MEM 255.183594 1567439441.8401
