CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 2.023438 1567448278.5753
MEM 18.527344 1567448278.6853
MEM 34.054688 1567448278.8055
MEM 42.359375 1567448278.9154
MEM 64.273438 1567448279.0249
MEM 72.742188 1567448279.1369
MEM 80.207031 1567448279.2522
MEM 123.394531 1567448279.3677
MEM 162.296875 1567448279.4815
MEM 164.601562 1567448279.5916
MEM 170.152344 1567448279.7013
MEM 178.910156 1567448279.8110
MEM 184.343750 1567448279.9207
MEM 192.445312 1567448280.0304
MEM 202.949219 1567448280.1403
MEM 208.257812 1567448280.2550
MEM 214.996094 1567448280.3688
MEM 219.683594 1567448280.4789
MEM 230.648438 1567448280.5960
MEM 234.707031 1567448280.7079
MEM 245.503906 1567448280.8182
MEM 255.042969 1567448280.9281
MEM 263.593750 1567448281.0377
MEM 266.589844 1567448281.1474
MEM 280.394531 1567448281.2569
MEM 296.121094 1567448281.3664
MEM 315.457031 1567448281.4761
MEM 321.039062 1567448281.5862
MEM 366.031250 1567448281.6959
MEM 520.976562 1567448281.8073
MEM 684.171875 1567448281.9187
MEM 680.113281 1567448282.0330
MEM 671.238281 1567448282.1439
MEM 711.492188 1567448282.2535
CHLD 0 601.183594 1567448282.2694
CHLD 1 601.183594 1567448282.2694
CHLD 2 601.187500 1567448282.2695
CHLD 3 601.187500 1567448282.2696
CHLD 4 605.496094 1567448282.2696
MEM 711.511719 1567448282.3700
CHLD 0 601.183594 1567448282.4031
CHLD 1 601.183594 1567448282.4031
CHLD 2 601.187500 1567448282.4032
CHLD 3 601.187500 1567448282.4033
CHLD 4 609.539062 1567448282.4033
CHLD 5 607.656250 1567448282.4034
CHLD 6 607.246094 1567448282.4034
CHLD 7 605.960938 1567448282.4035
CHLD 8 601.300781 1567448282.4036
CHLD 9 601.300781 1567448282.4036
CHLD 10 601.304688 1567448282.4037
CHLD 11 0.007812 1567448282.4038
CHLD 12 6.464844 1567448282.4038
CHLD 13 8.515625 1567448282.4039
MEM 711.523438 1567448282.5043
CHLD 0 601.183594 1567448282.5442
CHLD 1 601.183594 1567448282.5443
CHLD 2 601.187500 1567448282.5444
CHLD 3 601.187500 1567448282.5444
CHLD 4 612.886719 1567448282.5445
CHLD 5 612.679688 1567448282.5445
CHLD 6 610.519531 1567448282.5446
CHLD 7 609.199219 1567448282.5447
CHLD 8 601.300781 1567448282.5447
CHLD 9 601.300781 1567448282.5448
CHLD 10 601.304688 1567448282.5448
CHLD 11 601.304688 1567448282.5449
CHLD 12 7.640625 1567448282.5450
CHLD 13 8.667969 1567448282.5450
CHLD 14 9.046875 1567448282.5451
CHLD 15 10.882812 1567448282.5451
MEM 711.523438 1567448282.6455
CHLD 0 601.183594 1567448282.6700
CHLD 1 601.183594 1567448282.6701
CHLD 2 601.187500 1567448282.6701
CHLD 3 601.187500 1567448282.6702
CHLD 4 618.039062 1567448282.6702
CHLD 5 618.097656 1567448282.6703
CHLD 6 614.289062 1567448282.6704
CHLD 7 612.648438 1567448282.6704
CHLD 8 601.300781 1567448282.6705
CHLD 9 601.300781 1567448282.6705
CHLD 10 601.304688 1567448282.6706
CHLD 11 601.304688 1567448282.6706
CHLD 12 10.968750 1567448282.6707
CHLD 13 11.039062 1567448282.6707
CHLD 14 10.882812 1567448282.6708
CHLD 15 10.882812 1567448282.6708
MEM 711.523438 1567448282.7712
CHLD 0 601.183594 1567448282.8722
CHLD 1 601.183594 1567448282.8723
CHLD 2 601.187500 1567448282.8723
CHLD 3 601.187500 1567448282.8893
CHLD 4 618.539062 1567448282.8896
CHLD 5 618.597656 1567448282.8897
CHLD 6 618.179688 1567448282.8898
CHLD 7 618.312500 1567448282.8899
CHLD 8 601.300781 1567448282.8900
CHLD 9 601.300781 1567448282.8900
CHLD 10 601.304688 1567448282.8901
CHLD 11 601.304688 1567448282.8902
CHLD 12 10.968750 1567448282.8902
CHLD 13 11.039062 1567448282.8903
CHLD 14 10.882812 1567448282.8904
CHLD 15 10.882812 1567448282.8905
