CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 2.039062 1567442727.2844
MEM 17.812500 1567442727.3926
MEM 34.089844 1567442727.5079
MEM 42.308594 1567442727.6212
MEM 64.496094 1567442727.7341
MEM 73.710938 1567442727.8471
MEM 81.882812 1567442727.9603
MEM 126.503906 1567442728.0734
MEM 161.871094 1567442728.1851
MEM 165.105469 1567442728.2982
MEM 165.359375 1567442728.4119
MEM 172.683594 1567442728.5252
MEM 179.195312 1567442728.6379
MEM 184.406250 1567442728.7458
MEM 190.074219 1567442728.8539
MEM 202.781250 1567442728.9618
MEM 208.558594 1567442729.0758
MEM 215.800781 1567442729.1900
MEM 223.960938 1567442729.2981
MEM 234.066406 1567442729.4060
MEM 247.867188 1567442729.5139
MEM 256.128906 1567442729.6220
MEM 264.871094 1567442729.7301
MEM 268.441406 1567442729.8380
MEM 285.199219 1567442729.9458
MEM 301.441406 1567442730.0538
MEM 345.890625 1567442730.1617
MEM 327.992188 1567442730.2701
MEM 402.757812 1567442730.3784
MEM 552.289062 1567442730.4864
MEM 703.109375 1567442730.5944
MEM 681.265625 1567442730.7036
MEM 670.585938 1567442730.8119
MEM 712.515625 1567442730.9200
CHLD 0 601.082031 1567442730.9336
CHLD 1 601.082031 1567442730.9337
CHLD 2 601.082031 1567442730.9337
CHLD 3 601.093750 1567442730.9338
MEM 716.789062 1567442731.0342
MEM 729.460938 1567442731.1473
MEM 730.253906 1567442731.2609
MEM 730.515625 1567442731.3725
MEM 730.515625 1567442731.4845
MEM 730.328125 1567442731.5974
