CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.867188 1567443685.0801
MEM 17.691406 1567443685.1892
MEM 34.925781 1567443685.3046
MEM 43.085938 1567443685.4129
MEM 63.566406 1567443685.5212
MEM 72.320312 1567443685.6296
MEM 81.195312 1567443685.7379
MEM 122.722656 1567443685.8462
MEM 160.695312 1567443685.9547
MEM 162.667969 1567443686.0685
MEM 168.726562 1567443686.1820
MEM 177.785156 1567443686.2957
MEM 183.281250 1567443686.4094
MEM 191.320312 1567443686.5230
MEM 203.820312 1567443686.6367
MEM 212.343750 1567443686.7499
MEM 215.695312 1567443686.8653
MEM 227.707031 1567443686.9774
MEM 233.753906 1567443687.0912
MEM 250.847656 1567443687.2049
MEM 256.539062 1567443687.3184
MEM 263.589844 1567443687.4313
MEM 271.480469 1567443687.5447
MEM 288.238281 1567443687.6577
MEM 304.996094 1567443687.7708
MEM 371.886719 1567443687.8838
MEM 364.789062 1567443687.9977
MEM 456.054688 1567443688.1096
MEM 610.742188 1567443688.2230
MEM 678.871094 1567443688.3366
MEM 634.007812 1567443688.4514
MEM 710.078125 1567443688.5651
MEM 836.093750 1567443688.6771
CHLD 0 601.125000 1567443688.6877
CHLD 1 601.132812 1567443688.6877
CHLD 2 601.132812 1567443688.6878
CHLD 3 601.132812 1567443688.6878
MEM 1042.085938 1567443688.7882
CHLD 0 601.125000 1567443688.7970
CHLD 1 601.132812 1567443688.7970
CHLD 2 601.132812 1567443688.7971
CHLD 3 601.132812 1567443688.7971
MEM 1240.308594 1567443688.8976
CHLD 0 601.125000 1567443688.9124
CHLD 1 601.132812 1567443688.9125
CHLD 2 601.132812 1567443688.9125
CHLD 3 601.132812 1567443688.9126
MEM 1445.453125 1567443689.0131
CHLD 0 601.125000 1567443689.0281
CHLD 1 601.132812 1567443689.0282
CHLD 2 601.132812 1567443689.0282
CHLD 3 601.132812 1567443689.0283
MEM 1134.312500 1567443689.1287
CHLD 0 664.269531 1567443689.1406
CHLD 1 601.132812 1567443689.1407
CHLD 2 601.132812 1567443689.1407
CHLD 3 601.132812 1567443689.1408
MEM 1134.312500 1567443689.2412
CHLD 0 815.347656 1567443689.2503
CHLD 1 601.132812 1567443689.2503
CHLD 2 601.132812 1567443689.2504
CHLD 3 601.132812 1567443689.2504
MEM 1134.312500 1567443689.3509
CHLD 0 964.105469 1567443689.3655
CHLD 1 601.132812 1567443689.3656
CHLD 2 601.132812 1567443689.3656
CHLD 3 601.132812 1567443689.3657
MEM 775.042969 1567443689.4663
CHLD 0 1147.152344 1567443689.4819
CHLD 1 601.132812 1567443689.4820
CHLD 2 601.132812 1567443689.4821
CHLD 3 601.132812 1567443689.4822
MEM 983.613281 1567443689.5827
CHLD 0 1344.894531 1567443689.5984
CHLD 1 601.132812 1567443689.5985
CHLD 2 601.132812 1567443689.5986
CHLD 3 601.132812 1567443689.5987
MEM 1192.441406 1567443689.6991
CHLD 0 1084.476562 1567443689.7142
CHLD 1 601.132812 1567443689.7143
CHLD 2 601.132812 1567443689.7144
CHLD 3 601.132812 1567443689.7144
MEM 1397.660156 1567443689.8149
CHLD 0 1279.898438 1567443689.8299
CHLD 1 601.132812 1567443689.8300
CHLD 2 601.132812 1567443689.8300
CHLD 3 601.132812 1567443689.8301
MEM 1134.324219 1567443689.9305
CHLD 0 1021.035156 1567443689.9454
CHLD 1 621.750000 1567443689.9454
CHLD 2 601.132812 1567443689.9455
CHLD 3 601.132812 1567443689.9456
MEM 1134.324219 1567443690.0460
CHLD 0 1029.156250 1567443690.0608
CHLD 1 770.250000 1567443690.0609
CHLD 2 601.132812 1567443690.0610
CHLD 3 601.132812 1567443690.0611
CHLD 4 8.972656 1567443690.0611
MEM 1134.324219 1567443690.1616
