CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.933594 1567448975.7549
MEM 17.921875 1567448975.8629
MEM 32.976562 1567448975.9768
MEM 41.199219 1567448976.0896
MEM 62.183594 1567448976.2026
MEM 72.070312 1567448976.3149
MEM 79.812500 1567448976.4278
MEM 122.957031 1567448976.5406
MEM 160.804688 1567448976.6519
MEM 162.324219 1567448976.7648
MEM 168.242188 1567448976.8776
MEM 177.519531 1567448976.9906
MEM 182.445312 1567448977.1036
MEM 190.539062 1567448977.2165
MEM 203.132812 1567448977.3296
MEM 209.687500 1567448977.4422
MEM 213.472656 1567448977.5500
MEM 218.816406 1567448977.6578
MEM 228.531250 1567448977.7657
MEM 234.730469 1567448977.8788
MEM 252.109375 1567448977.9917
MEM 255.597656 1567448978.1039
MEM 262.449219 1567448978.2163
MEM 273.207031 1567448978.3290
MEM 289.191406 1567448978.4412
MEM 305.949219 1567448978.5535
MEM 348.898438 1567448978.6658
MEM 362.910156 1567448978.7795
MEM 476.089844 1567448978.8907
MEM 640.058594 1567448979.0035
MEM 676.992188 1567448979.1168
MEM 648.007812 1567448979.2316
MEM 708.214844 1567448979.3427
CHLD 0 601.070312 1567448979.3536
CHLD 1 601.070312 1567448979.3537
CHLD 2 601.070312 1567448979.3537
MEM 708.292969 1567448979.4541
CHLD 0 601.070312 1567448979.4750
CHLD 1 601.070312 1567448979.4750
CHLD 2 601.070312 1567448979.4751
CHLD 3 601.070312 1567448979.4751
CHLD 4 607.546875 1567448979.4752
CHLD 5 606.089844 1567448979.4752
CHLD 6 606.128906 1567448979.4753
CHLD 7 605.433594 1567448979.4754
CHLD 8 601.187500 1567448979.4754
CHLD 9 601.187500 1567448979.4755
CHLD 10 0.007812 1567448979.4755
CHLD 11 0.007812 1567448979.4756
CHLD 12 5.636719 1567448979.4756
MEM 708.328125 1567448979.5760
CHLD 0 601.070312 1567448979.5941
CHLD 1 601.070312 1567448979.5942
CHLD 2 601.070312 1567448979.5942
CHLD 3 601.070312 1567448979.5943
CHLD 4 612.582031 1567448979.5944
CHLD 5 609.242188 1567448979.5944
CHLD 6 608.968750 1567448979.5945
CHLD 7 605.937500 1567448979.5945
CHLD 8 601.187500 1567448979.5946
CHLD 9 601.187500 1567448979.5946
CHLD 10 601.191406 1567448979.5947
CHLD 11 601.191406 1567448979.5947
CHLD 12 0.007812 1567448979.5948
CHLD 13 8.507812 1567448979.5948
CHLD 14 7.859375 1567448979.5949
CHLD 15 8.550781 1567448979.5949
MEM 708.328125 1567448979.6954
CHLD 0 601.070312 1567448979.7211
CHLD 1 601.070312 1567448979.7212
CHLD 2 601.070312 1567448979.7212
CHLD 3 601.070312 1567448979.7213
CHLD 4 618.066406 1567448979.7213
CHLD 5 611.941406 1567448979.7214
CHLD 6 611.714844 1567448979.7214
CHLD 7 607.289062 1567448979.7215
CHLD 8 601.187500 1567448979.7215
CHLD 9 601.187500 1567448979.7216
CHLD 10 601.191406 1567448979.7216
CHLD 11 601.191406 1567448979.7217
CHLD 12 8.351562 1567448979.7217
CHLD 13 10.875000 1567448979.7218
CHLD 14 10.289062 1567448979.7218
CHLD 15 10.980469 1567448979.7219
MEM 708.328125 1567448979.8223
CHLD 0 601.070312 1567448979.8527
CHLD 1 601.070312 1567448979.8528
CHLD 2 601.070312 1567448979.8528
CHLD 3 601.070312 1567448979.8529
CHLD 4 618.421875 1567448979.8530
CHLD 5 615.171875 1567448979.8530
CHLD 6 617.742188 1567448979.8531
CHLD 7 612.332031 1567448979.8532
CHLD 8 601.187500 1567448979.8532
CHLD 9 601.187500 1567448979.8533
CHLD 10 601.191406 1567448979.8533
CHLD 11 601.191406 1567448979.8534
CHLD 12 10.925781 1567448979.8534
CHLD 13 10.875000 1567448979.8535
CHLD 14 10.863281 1567448979.8536
CHLD 15 10.980469 1567448979.8536
MEM 708.328125 1567448979.9540
CHLD 0 601.070312 1567448979.9800
CHLD 1 601.070312 1567448979.9800
CHLD 2 601.070312 1567448979.9801
CHLD 3 601.070312 1567448979.9802
CHLD 4 618.566406 1567448979.9802
