CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 0.820312 1567438047.7908
MEM 13.980469 1567438047.9000
MEM 29.523438 1567438048.0145
MEM 38.105469 1567438048.1228
MEM 44.835938 1567438048.2315
MEM 66.902344 1567438048.3404
MEM 76.636719 1567438048.4485
MEM 83.406250 1567438048.5566
MEM 127.890625 1567438048.6649
MEM 165.285156 1567438048.7738
MEM 165.539062 1567438048.8818
MEM 175.660156 1567438048.9898
MEM 182.226562 1567438049.1013
MEM 188.921875 1567438049.2095
MEM 198.050781 1567438049.3178
MEM 207.199219 1567438049.4259
MEM 215.671875 1567438049.5340
MEM 222.019531 1567438049.6423
MEM 232.792969 1567438049.7504
MEM 240.339844 1567438049.8608
MEM 255.984375 1567438049.9690
MEM 261.449219 1567438050.0831
MEM 266.695312 1567438050.1987
MEM 277.476562 1567438050.3074
MEM 293.460938 1567438050.4155
MEM 310.218750 1567438050.5239
MEM 355.945312 1567438050.6320
MEM 366.929688 1567438050.7403
MEM 487.843750 1567438050.8484
MEM 651.554688 1567438050.9566
MEM 681.007812 1567438051.0649
MEM 645.320312 1567438051.1736
MEM 712.128906 1567438051.2820
MEM 713.835938 1567438051.3964
CHLD 0 10.917969 1567438051.4138
CHLD 1 9.105469 1567438051.4139
CHLD 2 9.523438 1567438051.4140
CHLD 3 6.984375 1567438051.4140
CHLD 4 7.972656 1567438051.4141
MEM 800.718750 1567438051.5145
CHLD 0 10.917969 1567438051.5347
CHLD 1 16.332031 1567438051.5348
CHLD 2 16.867188 1567438051.5349
CHLD 3 10.500000 1567438051.5349
CHLD 4 14.828125 1567438051.5350
MEM 859.757812 1567438051.6354
CHLD 0 10.917969 1567438051.6497
CHLD 1 19.863281 1567438051.6498
CHLD 2 22.855469 1567438051.6498
CHLD 3 16.066406 1567438051.6499
CHLD 4 18.148438 1567438051.6499
MEM 924.984375 1567438051.7504
CHLD 0 10.917969 1567438051.7760
CHLD 1 30.679688 1567438051.7761
CHLD 2 31.148438 1567438051.7761
CHLD 3 25.335938 1567438051.7762
CHLD 4 30.390625 1567438051.7763
MEM 1048.992188 1567438051.8767
CHLD 0 10.917969 1567438051.9026
CHLD 1 36.031250 1567438051.9027
CHLD 2 36.031250 1567438051.9027
CHLD 3 35.632812 1567438051.9028
CHLD 4 36.148438 1567438051.9028
MEM 1178.886719 1567438052.0032
CHLD 0 10.917969 1567438052.0289
CHLD 1 39.472656 1567438052.0289
CHLD 2 39.128906 1567438052.0290
CHLD 3 39.363281 1567438052.0291
CHLD 4 39.441406 1567438052.0291
MEM 1312.949219 1567438052.1425
CHLD 0 10.917969 1567438052.2146
CHLD 1 44.703125 1567438052.2147
CHLD 2 43.960938 1567438052.2148
CHLD 3 44.992188 1567438052.2148
CHLD 4 45.085938 1567438052.2149
MEM 1486.328125 1567438052.3153
CHLD 0 10.917969 1567438052.3286
CHLD 1 45.789062 1567438052.3287
CHLD 2 45.167969 1567438052.3288
CHLD 3 45.519531 1567438052.3288
CHLD 4 52.000000 1567438052.3289
MEM 1154.453125 1567438052.4293
CHLD 0 10.917969 1567438052.4461
CHLD 1 65.261719 1567438052.4462
CHLD 2 47.496094 1567438052.4462
CHLD 3 52.382812 1567438052.4519
