CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.945312 1567450984.4956
MEM 18.179688 1567450984.6074
MEM 34.398438 1567450984.7201
MEM 42.320312 1567450984.8273
MEM 64.285156 1567450984.9398
MEM 73.011719 1567450985.0487
MEM 79.738281 1567450985.1620
MEM 85.148438 1567450985.2695
MEM 127.851562 1567450985.3789
MEM 164.363281 1567450985.4870
MEM 164.871094 1567450985.5947
MEM 173.582031 1567450985.7021
MEM 181.660156 1567450985.8112
MEM 186.855469 1567450985.9186
MEM 195.019531 1567450986.0258
MEM 205.828125 1567450986.1330
MEM 214.457031 1567450986.2404
MEM 217.664062 1567450986.3480
MEM 229.308594 1567450986.4591
MEM 234.968750 1567450986.5713
MEM 248.519531 1567450986.6793
MEM 255.683594 1567450986.7890
MEM 264.019531 1567450986.9006
MEM 266.648438 1567450987.0105
MEM 278.156250 1567450987.1180
MEM 293.625000 1567450987.2301
MEM 309.609375 1567450987.3388
MEM 375.488281 1567450987.4510
MEM 366.093750 1567450987.5645
MEM 429.773438 1567450987.6757
MEM 586.781250 1567450987.8028
MEM 680.179688 1567450987.9245
MEM 635.316406 1567450988.0470
MEM 673.367188 1567450988.1613
MEM 711.488281 1567450988.2784
CHLD 0 601.140625 1567450988.3057
CHLD 1 601.140625 1567450988.3058
MEM 711.542969 1567450988.4062
CHLD 0 601.140625 1567450988.4329
CHLD 1 601.140625 1567450988.4330
CHLD 2 601.144531 1567450988.4331
CHLD 3 601.144531 1567450988.4331
CHLD 4 0.000000 1567450988.4332
CHLD 5 0.000000 1567450988.4333
MEM 711.585938 1567450988.5356
CHLD 0 601.140625 1567450988.5795
CHLD 1 601.140625 1567450988.5796
CHLD 2 601.144531 1567450988.5797
CHLD 3 601.144531 1567450988.5797
CHLD 4 605.679688 1567450988.5798
CHLD 5 605.210938 1567450988.5798
CHLD 6 602.941406 1567450988.5799
MEM 711.585938 1567450988.6803
CHLD 0 601.140625 1567450988.7093
CHLD 1 601.140625 1567450988.7094
CHLD 2 601.144531 1567450988.7094
CHLD 3 601.144531 1567450988.7095
CHLD 4 607.136719 1567450988.7095
CHLD 5 607.046875 1567450988.7096
CHLD 6 605.691406 1567450988.7096
CHLD 7 605.343750 1567450988.7371
CHLD 8 0.007812 1567450988.7372
CHLD 9 8.164062 1567450988.7373
MEM 711.589844 1567450988.8387
CHLD 0 601.140625 1567450988.9068
CHLD 1 601.140625 1567450988.9069
CHLD 2 601.144531 1567450988.9070
CHLD 3 601.144531 1567450988.9070
CHLD 4 611.015625 1567450988.9071
CHLD 5 613.363281 1567450988.9071
CHLD 6 606.285156 1567450988.9072
CHLD 7 606.015625 1567450988.9072
CHLD 8 601.269531 1567450988.9073
CHLD 9 601.269531 1567450988.9073
CHLD 10 601.269531 1567450988.9074
CHLD 11 0.007812 1567450988.9074
CHLD 12 6.843750 1567450988.9075
CHLD 13 8.335938 1567450988.9075
CHLD 14 9.738281 1567450988.9076
MEM 711.601562 1567450989.0172
CHLD 0 601.140625 1567450989.0877
CHLD 1 601.140625 1567450989.0878
CHLD 2 601.144531 1567450989.0879
CHLD 3 601.144531 1567450989.0879
CHLD 4 612.765625 1567450989.0880
CHLD 5 617.925781 1567450989.0881
CHLD 6 609.542969 1567450989.0881
CHLD 7 608.535156 1567450989.0882
CHLD 8 601.269531 1567450989.0883
CHLD 9 601.269531 1567450989.0883
CHLD 10 601.269531 1567450989.0884
CHLD 11 7.480469 1567450989.0884
CHLD 12 9.066406 1567450989.0885
CHLD 13 10.906250 1567450989.0885
CHLD 14 10.976562 1567450989.0886
MEM 711.601562 1567450989.1890
CHLD 0 601.140625 1567450989.2279
CHLD 1 601.140625 1567450989.2280
CHLD 2 601.144531 1567450989.2280
CHLD 3 601.144531 1567450989.2281
CHLD 4 615.574219 1567450989.2282
CHLD 5 617.984375 1567450989.2282
CHLD 6 612.281250 1567450989.2283
CHLD 7 612.457031 1567450989.2283
CHLD 8 601.269531 1567450989.2284
CHLD 9 601.269531 1567450989.2285
CHLD 10 601.269531 1567450989.2285
CHLD 11 9.160156 1567450989.2286
CHLD 12 10.449219 1567450989.2287
CHLD 13 10.906250 1567450989.2287
CHLD 14 10.976562 1567450989.2288
MEM 711.601562 1567450989.3302
CHLD 0 601.140625 1567450989.3784
CHLD 1 601.140625 1567450989.3785
CHLD 2 601.144531 1567450989.3786
CHLD 3 601.144531 1567450989.3786
CHLD 4 617.976562 1567450989.3787
CHLD 5 618.199219 1567450989.3788
CHLD 6 614.406250 1567450989.3788
CHLD 7 616.160156 1567450989.3789
CHLD 8 601.269531 1567450989.3790
CHLD 9 601.269531 1567450989.3790
CHLD 10 601.269531 1567450989.3791
CHLD 11 10.996094 1567450989.3791
CHLD 12 10.898438 1567450989.3792
CHLD 13 10.906250 1567450989.3793
CHLD 14 10.976562 1567450989.3793
MEM 711.601562 1567450989.4797
CHLD 0 601.140625 1567450989.5107
CHLD 1 601.140625 1567450989.5108
CHLD 2 601.144531 1567450989.5108
CHLD 3 601.144531 1567450989.5109
CHLD 4 618.234375 1567450989.5109
CHLD 5 618.339844 1567450989.5110
CHLD 6 617.503906 1567450989.5110
CHLD 7 618.167969 1567450989.5111
CHLD 8 601.269531 1567450989.5111
CHLD 9 601.269531 1567450989.5112
CHLD 10 601.269531 1567450989.5112
CHLD 11 10.996094 1567450989.5113
CHLD 12 10.898438 1567450989.5113
CHLD 13 10.906250 1567450989.5114
CHLD 14 10.976562 1567450989.5114
MEM 711.601562 1567450989.6119
CHLD 0 601.140625 1567450989.6580
CHLD 1 601.140625 1567450989.6581
CHLD 2 601.144531 1567450989.6581
CHLD 3 601.144531 1567450989.6582
CHLD 4 618.410156 1567450989.6583
CHLD 5 618.496094 1567450989.6784
CHLD 6 618.218750 1567450989.6785
CHLD 7 618.414062 1567450989.6786
CHLD 8 601.269531 1567450989.6786
CHLD 9 601.269531 1567450989.6787
CHLD 10 601.269531 1567450989.6787
CHLD 11 10.996094 1567450989.6788
CHLD 12 10.898438 1567450989.6788
CHLD 13 10.906250 1567450989.6789
CHLD 14 10.976562 1567450989.6789
MEM 711.601562 1567450989.7794
CHLD 0 601.140625 1567450989.8323
CHLD 1 601.140625 1567450989.8324
CHLD 2 601.144531 1567450989.8324
CHLD 3 601.144531 1567450989.8325
CHLD 4 618.582031 1567450989.8325
CHLD 5 618.839844 1567450989.8326
CHLD 6 618.332031 1567450989.8326
CHLD 7 618.546875 1567450989.8327
CHLD 8 601.269531 1567450989.8327
CHLD 9 601.269531 1567450989.8327
CHLD 10 601.269531 1567450989.8328
CHLD 11 10.996094 1567450989.8329
CHLD 12 10.898438 1567450989.8329
CHLD 13 10.906250 1567450989.8330
CHLD 14 10.976562 1567450989.8330
MEM 711.601562 1567450989.9335
CHLD 0 601.140625 1567450989.9786
CHLD 1 601.140625 1567450989.9786
CHLD 2 601.144531 1567450989.9787
CHLD 3 601.144531 1567450989.9788
CHLD 4 618.757812 1567450989.9788
CHLD 5 621.261719 1567450989.9789
CHLD 6 618.546875 1567450989.9789
CHLD 7 618.625000 1567450989.9790
CHLD 8 601.269531 1567450989.9791
CHLD 9 601.269531 1567450989.9791
CHLD 10 601.269531 1567450989.9792
CHLD 11 10.996094 1567450989.9792
CHLD 12 10.898438 1567450989.9793
CHLD 13 10.906250 1567450989.9794
CHLD 14 10.976562 1567450989.9794
MEM 711.601562 1567450990.0798
CHLD 0 601.140625 1567450990.1272
CHLD 1 601.140625 1567450990.1273
CHLD 2 601.144531 1567450990.1274
CHLD 3 601.144531 1567450990.1274
CHLD 4 620.066406 1567450990.1275
CHLD 5 622.945312 1567450990.1275
CHLD 6 618.718750 1567450990.1276
CHLD 7 618.812500 1567450990.1277
CHLD 8 601.269531 1567450990.1277
CHLD 9 601.269531 1567450990.1278
CHLD 10 601.269531 1567450990.1278
CHLD 11 10.996094 1567450990.1279
CHLD 12 10.898438 1567450990.1280
CHLD 13 10.906250 1567450990.1280
CHLD 14 10.976562 1567450990.1281
MEM 711.601562 1567450990.2366
CHLD 0 601.140625 1567450990.3044
CHLD 1 601.140625 1567450990.3044
CHLD 2 601.144531 1567450990.3045
CHLD 3 601.144531 1567450990.3045
CHLD 4 621.515625 1567450990.3046
CHLD 5 625.292969 1567450990.3047
CHLD 6 619.367188 1567450990.3047
