CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.960938 1567449514.3261
MEM 17.902344 1567449514.4340
MEM 34.238281 1567449514.5584
MEM 41.167969 1567449514.6705
MEM 59.250000 1567449514.7810
MEM 71.976562 1567449514.8886
MEM 79.570312 1567449514.9961
MEM 104.960938 1567449515.1038
MEM 160.667969 1567449515.2116
MEM 164.085938 1567449515.3249
MEM 164.507812 1567449515.4381
MEM 174.652344 1567449515.5502
MEM 181.054688 1567449515.6624
MEM 188.269531 1567449515.7748
MEM 200.652344 1567449515.8870
MEM 207.121094 1567449515.9995
MEM 214.292969 1567449516.1119
MEM 222.195312 1567449516.2230
MEM 232.800781 1567449516.3351
MEM 244.933594 1567449516.4471
MEM 254.253906 1567449516.5594
MEM 263.097656 1567449516.6702
MEM 266.636719 1567449516.7828
MEM 283.136719 1567449516.8946
MEM 299.894531 1567449517.0063
MEM 349.542969 1567449517.1181
MEM 339.117188 1567449517.2312
MEM 407.695312 1567449517.3439
MEM 556.710938 1567449517.4517
MEM 718.617188 1567449517.5594
MEM 634.375000 1567449517.6673
MEM 700.250000 1567449517.7750
MEM 710.609375 1567449517.8828
CHLD 0 601.183594 1567449517.8944
CHLD 1 601.191406 1567449517.8945
CHLD 2 601.191406 1567449517.8945
CHLD 3 601.191406 1567449517.8946
CHLD 4 605.500000 1567449517.8946
CHLD 5 605.441406 1567449517.8947
CHLD 6 599.218750 1567449517.8948
MEM 710.628906 1567449517.9952
CHLD 0 601.183594 1567449518.0170
CHLD 1 601.191406 1567449518.0171
CHLD 2 601.191406 1567449518.0171
CHLD 3 601.191406 1567449518.0172
CHLD 4 609.250000 1567449518.0173
CHLD 5 608.949219 1567449518.0173
CHLD 6 605.964844 1567449518.0174
CHLD 7 607.527344 1567449518.0174
CHLD 8 601.304688 1567449518.0175
CHLD 9 601.308594 1567449518.0176
CHLD 10 0.007812 1567449518.0176
CHLD 11 0.007812 1567449518.0177
CHLD 12 7.667969 1567449518.0178
CHLD 13 8.613281 1567449518.0178
MEM 710.628906 1567449518.1182
CHLD 0 601.183594 1567449518.1555
CHLD 1 601.191406 1567449518.1556
CHLD 2 601.191406 1567449518.1557
CHLD 3 601.191406 1567449518.1557
CHLD 4 613.761719 1567449518.1558
CHLD 5 612.863281 1567449518.1559
CHLD 6 610.203125 1567449518.1559
CHLD 7 611.687500 1567449518.1560
CHLD 8 601.304688 1567449518.1560
CHLD 9 601.308594 1567449518.1561
CHLD 10 601.312500 1567449518.1562
CHLD 11 601.312500 1567449518.1562
CHLD 12 8.542969 1567449518.1563
CHLD 13 8.824219 1567449518.1564
CHLD 14 10.167969 1567449518.1564
CHLD 15 10.980469 1567449518.1565
MEM 710.628906 1567449518.2569
CHLD 0 601.183594 1567449518.2775
