CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.843750 1567447451.3174
MEM 17.894531 1567447451.4278
MEM 35.062500 1567447451.5485
MEM 43.027344 1567447451.6572
MEM 64.910156 1567447451.7660
MEM 74.003906 1567447451.8780
MEM 82.023438 1567447451.9927
MEM 126.718750 1567447452.1073
MEM 161.960938 1567447452.2200
MEM 163.574219 1567447452.3358
MEM 166.210938 1567447452.4513
MEM 175.453125 1567447452.5621
MEM 180.808594 1567447452.6792
MEM 187.968750 1567447452.7939
MEM 200.132812 1567447452.9084
MEM 206.597656 1567447453.0231
MEM 213.707031 1567447453.1376
MEM 221.687500 1567447453.2476
MEM 232.218750 1567447453.3563
MEM 240.964844 1567447453.4652
MEM 253.546875 1567447453.5742
MEM 261.664062 1567447453.6832
MEM 265.265625 1567447453.7933
MEM 280.886719 1567447453.9019
MEM 297.386719 1567447454.0106
MEM 354.363281 1567447454.1193
MEM 319.441406 1567447454.2283
MEM 387.882812 1567447454.3377
MEM 543.601562 1567447454.4470
MEM 699.835938 1567447454.5625
MEM 678.500000 1567447454.6725
MEM 649.515625 1567447454.7820
MEM 709.800781 1567447454.8910
CHLD 0 601.207031 1567447454.9008
CHLD 1 601.218750 1567447454.9009
CHLD 2 601.207031 1567447454.9009
CHLD 3 601.207031 1567447454.9010
MEM 709.808594 1567447455.0013
CHLD 0 601.207031 1567447455.0301
CHLD 1 601.218750 1567447455.0302
CHLD 2 601.207031 1567447455.0302
CHLD 3 601.207031 1567447455.0303
CHLD 4 609.238281 1567447455.0304
CHLD 5 607.238281 1567447455.0305
CHLD 6 608.558594 1567447455.0305
CHLD 7 606.277344 1567447455.0306
CHLD 8 0.007812 1567447455.0306
CHLD 9 1.937500 1567447455.0307
CHLD 10 4.945312 1567447455.0308
CHLD 11 7.855469 1567447455.0308
MEM 709.808594 1567447455.1312
CHLD 0 601.207031 1567447455.1496
CHLD 1 601.218750 1567447455.1496
CHLD 2 601.207031 1567447455.1497
CHLD 3 601.207031 1567447455.1498
CHLD 4 614.570312 1567447455.1498
CHLD 5 611.664062 1567447455.1499
CHLD 6 614.355469 1567447455.1499
CHLD 7 612.433594 1567447455.1500
CHLD 8 9.445312 1567447455.1501
CHLD 9 9.136719 1567447455.1501
CHLD 10 10.125000 1567447455.1502
CHLD 11 10.917969 1567447455.1502
MEM 709.808594 1567447455.2506
CHLD 0 601.207031 1567447455.2777
CHLD 1 601.218750 1567447455.2777
CHLD 2 601.207031 1567447455.2778
CHLD 3 601.207031 1567447455.2778
CHLD 4 618.511719 1567447455.2779
CHLD 5 618.167969 1567447455.2779
CHLD 6 618.437500 1567447455.2780
CHLD 7 618.515625 1567447455.2780
CHLD 8 10.886719 1567447455.2781
CHLD 9 10.972656 1567447455.2781
CHLD 10 10.886719 1567447455.2782
CHLD 11 10.917969 1567447455.2783
MEM 709.808594 1567447455.3787
CHLD 0 601.207031 1567447455.4039
CHLD 1 601.218750 1567447455.4039
CHLD 2 601.207031 1567447455.4040
CHLD 3 601.207031 1567447455.4041
CHLD 4 621.550781 1567447455.4041
CHLD 5 618.765625 1567447455.4042
CHLD 6 619.898438 1567447455.4043
CHLD 7 621.691406 1567447455.4043
CHLD 8 10.886719 1567447455.4044
CHLD 9 10.972656 1567447455.4044
CHLD 10 10.886719 1567447455.4045
CHLD 11 10.917969 1567447455.4046
MEM 709.808594 1567447455.5049
CHLD 0 601.207031 1567447455.5251
CHLD 1 601.218750 1567447455.5252
CHLD 2 601.207031 1567447455.5252
CHLD 3 601.207031 1567447455.5253
CHLD 4 629.718750 1567447455.5253
CHLD 5 623.039062 1567447455.5254
CHLD 6 624.664062 1567447455.5255
CHLD 7 630.511719 1567447455.5255
CHLD 8 10.886719 1567447455.5256
CHLD 9 10.972656 1567447455.5256
CHLD 10 10.886719 1567447455.5257
CHLD 11 10.917969 1567447455.5258
MEM 709.808594 1567447455.6262
CHLD 0 601.207031 1567447455.6536
CHLD 1 601.218750 1567447455.6536
CHLD 2 601.207031 1567447455.6537
CHLD 3 601.207031 1567447455.6537
CHLD 4 635.167969 1567447455.6538
CHLD 5 633.488281 1567447455.6539
CHLD 6 635.312500 1567447455.6539
CHLD 7 635.500000 1567447455.6540
CHLD 8 10.886719 1567447455.6540
CHLD 9 10.972656 1567447455.6541
CHLD 10 10.886719 1567447455.6542
CHLD 11 10.917969 1567447455.6542
MEM 709.808594 1567447455.7546
CHLD 0 601.207031 1567447455.7816
CHLD 1 601.218750 1567447455.7816
CHLD 2 601.207031 1567447455.7817
CHLD 3 601.207031 1567447455.7818
CHLD 4 635.800781 1567447455.7818
CHLD 5 635.667969 1567447455.7819
CHLD 6 637.308594 1567447455.7819
CHLD 7 636.988281 1567447455.7820
CHLD 8 10.886719 1567447455.7821
CHLD 9 10.972656 1567447455.7821
CHLD 10 10.886719 1567447455.7822
CHLD 11 10.917969 1567447455.7822
MEM 709.808594 1567447455.8827
CHLD 0 601.207031 1567447455.8983
CHLD 1 601.218750 1567447455.8984
CHLD 2 601.207031 1567447455.8984
CHLD 3 601.207031 1567447455.8985
CHLD 4 638.113281 1567447455.8985
CHLD 5 637.882812 1567447455.8986
CHLD 6 638.722656 1567447455.8987
CHLD 7 638.628906 1567447455.8987
CHLD 8 10.886719 1567447455.8988
CHLD 9 10.972656 1567447455.8988
CHLD 10 10.886719 1567447455.8989
CHLD 11 10.917969 1567447455.8989
MEM 709.808594 1567447455.9994
CHLD 0 601.207031 1567447456.0136
CHLD 1 601.218750 1567447456.0136
CHLD 2 601.207031 1567447456.0137
CHLD 3 601.207031 1567447456.0137
CHLD 4 638.546875 1567447456.0138
CHLD 5 638.476562 1567447456.0138
CHLD 6 641.578125 1567447456.0139
CHLD 7 641.855469 1567447456.0139
CHLD 8 10.886719 1567447456.0140
CHLD 9 10.972656 1567447456.0140
CHLD 10 10.886719 1567447456.0141
CHLD 11 10.917969 1567447456.0141
MEM 709.808594 1567447456.1146
CHLD 0 601.207031 1567447456.1429
CHLD 1 601.218750 1567447456.1429
CHLD 2 601.207031 1567447456.1430
CHLD 3 601.207031 1567447456.1431
CHLD 4 642.066406 1567447456.1431
CHLD 5 641.671875 1567447456.1432
CHLD 6 642.480469 1567447456.1433
CHLD 7 642.496094 1567447456.1433
CHLD 8 10.886719 1567447456.1434
CHLD 9 10.972656 1567447456.1434
CHLD 10 10.886719 1567447456.1435
CHLD 11 10.917969 1567447456.1435
MEM 709.808594 1567447456.2440
CHLD 0 601.207031 1567447456.2599
CHLD 1 601.218750 1567447456.2599
CHLD 2 601.207031 1567447456.2600
CHLD 3 601.207031 1567447456.2601
CHLD 4 642.636719 1567447456.2601
CHLD 5 642.222656 1567447456.2602
CHLD 6 643.148438 1567447456.2602
CHLD 7 643.230469 1567447456.2603
CHLD 8 10.886719 1567447456.2604
CHLD 9 10.972656 1567447456.2604
CHLD 10 10.886719 1567447456.2605
CHLD 11 10.917969 1567447456.2605
MEM 709.808594 1567447456.3633
CHLD 0 601.207031 1567447456.4027
CHLD 1 601.218750 1567447456.4028
CHLD 2 601.207031 1567447456.4029
CHLD 3 601.207031 1567447456.4029
CHLD 4 651.167969 1567447456.4030
CHLD 5 642.785156 1567447456.4031
CHLD 6 653.144531 1567447456.4031
CHLD 7 644.054688 1567447456.4032
CHLD 8 10.886719 1567447456.4032
CHLD 9 10.972656 1567447456.4033
CHLD 10 10.886719 1567447456.4033
CHLD 11 10.917969 1567447456.4034
MEM 709.808594 1567447456.5038
CHLD 0 601.207031 1567447456.5374
CHLD 1 601.218750 1567447456.5375
CHLD 2 601.207031 1567447456.5375
CHLD 3 601.207031 1567447456.5376
CHLD 4 655.988281 1567447456.5376
CHLD 5 643.367188 1567447456.5377
CHLD 6 656.207031 1567447456.5377
CHLD 7 654.246094 1567447456.5378
CHLD 8 10.886719 1567447456.5378
CHLD 9 10.972656 1567447456.5379
CHLD 10 10.886719 1567447456.5379
CHLD 11 10.917969 1567447456.5380
MEM 709.808594 1567447456.6385
CHLD 0 601.207031 1567447456.6658
CHLD 1 601.218750 1567447456.6658
CHLD 2 601.207031 1567447456.6659
CHLD 3 601.207031 1567447456.6660
CHLD 4 657.136719 1567447456.6660
CHLD 5 654.156250 1567447456.6661
CHLD 6 656.449219 1567447456.6661
CHLD 7 663.082031 1567447456.6662
CHLD 8 10.886719 1567447456.6663
CHLD 9 10.972656 1567447456.6663
CHLD 10 10.886719 1567447456.6664
CHLD 11 10.917969 1567447456.6665
MEM 709.808594 1567447456.7686
CHLD 0 601.207031 1567447456.8840
CHLD 1 601.218750 1567447456.8841
CHLD 2 601.207031 1567447456.8841
CHLD 3 601.207031 1567447456.8842
CHLD 4 669.761719 1567447456.8842
CHLD 5 655.746094 1567447456.8843
CHLD 6 663.085938 1567447456.8844
CHLD 7 666.410156 1567447456.8844
CHLD 8 10.886719 1567447456.8845
CHLD 9 10.972656 1567447456.8845
CHLD 10 10.886719 1567447456.8846
CHLD 11 10.917969 1567447456.8846
MEM 709.808594 1567447456.9906
CHLD 0 601.207031 1567447457.0257
CHLD 1 601.218750 1567447457.0257
CHLD 2 601.207031 1567447457.0258
CHLD 3 601.207031 1567447457.0258
CHLD 4 670.324219 1567447457.0259
CHLD 5 660.984375 1567447457.0259
CHLD 6 663.343750 1567447457.0260
CHLD 7 666.410156 1567447457.0261
CHLD 8 10.886719 1567447457.0261
CHLD 9 10.972656 1567447457.0262
CHLD 10 10.886719 1567447457.0262
CHLD 11 10.917969 1567447457.0264
MEM 709.808594 1567447457.1318
CHLD 0 601.207031 1567447457.1472
CHLD 1 601.218750 1567447457.1473
CHLD 2 601.207031 1567447457.1473
CHLD 3 601.207031 1567447457.1474
CHLD 4 670.324219 1567447457.1475
CHLD 5 665.425781 1567447457.1475
CHLD 6 663.906250 1567447457.1476
CHLD 7 670.039062 1567447457.1477
CHLD 8 10.886719 1567447457.1477
CHLD 9 10.972656 1567447457.1478
CHLD 10 10.886719 1567447457.1478
CHLD 11 10.917969 1567447457.1479
MEM 709.808594 1567447457.2484
CHLD 0 601.207031 1567447457.2686
CHLD 1 601.218750 1567447457.2686
CHLD 2 601.207031 1567447457.2687
CHLD 3 601.207031 1567447457.2687
CHLD 4 670.324219 1567447457.2688
CHLD 5 665.425781 1567447457.2689
CHLD 6 663.906250 1567447457.2689
CHLD 7 697.078125 1567447457.2690
CHLD 8 10.886719 1567447457.2690
CHLD 9 10.972656 1567447457.2691
CHLD 10 10.886719 1567447457.2691
CHLD 11 10.917969 1567447457.2692
MEM 709.808594 1567447457.3701
CHLD 0 601.207031 1567447457.4044
CHLD 1 601.218750 1567447457.4045
CHLD 2 601.207031 1567447457.4046
CHLD 3 601.207031 1567447457.4046
CHLD 4 670.324219 1567447457.4047
CHLD 5 665.425781 1567447457.4048
CHLD 6 663.906250 1567447457.4048
CHLD 7 700.945312 1567447457.4049
CHLD 8 10.886719 1567447457.4049
CHLD 9 10.972656 1567447457.4050
CHLD 10 10.886719 1567447457.4051
CHLD 11 10.917969 1567447457.4051
MEM 709.808594 1567447457.5056
CHLD 0 601.207031 1567447457.5458
CHLD 1 601.218750 1567447457.5458
CHLD 2 601.207031 1567447457.5459
CHLD 3 601.207031 1567447457.5460
CHLD 4 670.324219 1567447457.5460
CHLD 5 671.925781 1567447457.5461
CHLD 6 663.906250 1567447457.5461
CHLD 7 704.085938 1567447457.5462
CHLD 8 10.886719 1567447457.5462
CHLD 9 10.972656 1567447457.5463
CHLD 10 10.886719 1567447457.5464
CHLD 11 10.917969 1567447457.5464
MEM 709.808594 1567447457.6468
CHLD 0 601.207031 1567447457.6828
CHLD 1 601.218750 1567447457.6828
CHLD 2 601.207031 1567447457.6829
CHLD 3 601.207031 1567447457.6830
CHLD 4 670.839844 1567447457.6830
CHLD 5 706.968750 1567447457.6831
CHLD 6 663.906250 1567447457.6832
CHLD 7 704.085938 1567447457.6832
CHLD 8 10.886719 1567447457.6833
CHLD 9 10.972656 1567447457.6833
CHLD 10 10.886719 1567447457.6834
CHLD 11 10.917969 1567447457.6835
MEM 709.808594 1567447457.7839
CHLD 0 601.207031 1567447457.8162
CHLD 1 601.218750 1567447457.8163
CHLD 2 601.207031 1567447457.8163
CHLD 3 601.207031 1567447457.8164
CHLD 4 671.613281 1567447457.8164
CHLD 5 719.593750 1567447457.8165
CHLD 6 663.906250 1567447457.8165
CHLD 7 704.085938 1567447457.8166
CHLD 8 10.886719 1567447457.8167
CHLD 9 10.972656 1567447457.8167
CHLD 10 10.886719 1567447457.8168
CHLD 11 10.917969 1567447457.8168
MEM 709.808594 1567447457.9173
CHLD 0 601.207031 1567447457.9406
CHLD 1 601.218750 1567447457.9407
CHLD 2 601.207031 1567447457.9408
CHLD 3 601.207031 1567447457.9408
CHLD 4 672.644531 1567447457.9409
CHLD 5 721.656250 1567447457.9409
CHLD 6 663.906250 1567447457.9410
CHLD 7 704.085938 1567447457.9411
CHLD 8 10.886719 1567447457.9411
CHLD 9 10.972656 1567447457.9412
CHLD 10 10.886719 1567447457.9413
CHLD 11 10.917969 1567447457.9413
MEM 709.808594 1567447458.0417
CHLD 0 601.207031 1567447458.0822
CHLD 1 601.218750 1567447458.0823
CHLD 2 601.207031 1567447458.0824
CHLD 3 601.207031 1567447458.0825
CHLD 4 672.644531 1567447458.0825
CHLD 5 726.296875 1567447458.0826
CHLD 6 663.906250 1567447458.0826
CHLD 7 704.601562 1567447458.0827
CHLD 8 10.886719 1567447458.0827
CHLD 9 10.972656 1567447458.0828
CHLD 10 10.886719 1567447458.0829
CHLD 11 10.917969 1567447458.0829
MEM 709.808594 1567447458.1834
CHLD 0 601.207031 1567447458.1970
CHLD 1 601.218750 1567447458.1971
CHLD 2 601.207031 1567447458.1971
CHLD 3 601.207031 1567447458.1972
CHLD 4 672.644531 1567447458.1972
CHLD 5 730.210938 1567447458.1973
CHLD 6 663.906250 1567447458.1973
CHLD 7 704.859375 1567447458.1974
CHLD 8 10.886719 1567447458.1975
CHLD 9 10.972656 1567447458.1975
CHLD 10 10.886719 1567447458.1976
CHLD 11 10.917969 1567447458.1976
MEM 709.808594 1567447458.2981
CHLD 0 601.207031 1567447458.3321
CHLD 1 601.218750 1567447458.3322
CHLD 2 601.207031 1567447458.3322
CHLD 3 601.207031 1567447458.3323
CHLD 4 672.902344 1567447458.3324
CHLD 5 730.726562 1567447458.3324
CHLD 6 663.906250 1567447458.3325
CHLD 7 704.859375 1567447458.3325
CHLD 8 10.886719 1567447458.3326
CHLD 9 10.972656 1567447458.3326
CHLD 10 10.886719 1567447458.3327
CHLD 11 10.917969 1567447458.3328
MEM 709.808594 1567447458.4332
CHLD 0 601.207031 1567447458.5024
CHLD 1 601.218750 1567447458.5025
CHLD 2 601.207031 1567447458.5026
CHLD 3 601.207031 1567447458.5026
CHLD 4 672.902344 1567447458.5027
CHLD 5 730.726562 1567447458.5028
CHLD 6 663.906250 1567447458.5028
CHLD 7 705.117188 1567447458.5029
CHLD 8 10.886719 1567447458.5029
CHLD 9 10.972656 1567447458.5030
CHLD 10 10.886719 1567447458.5030
