CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.945312 1567450842.9518
MEM 18.093750 1567450843.0601
MEM 33.019531 1567450843.1763
MEM 41.160156 1567450843.2840
MEM 58.539062 1567450843.3924
MEM 71.710938 1567450843.5016
MEM 78.800781 1567450843.6093
MEM 123.207031 1567450843.7172
MEM 151.187500 1567450843.8305
MEM 162.890625 1567450843.9384
MEM 163.359375 1567450844.0466
MEM 170.855469 1567450844.1544
MEM 178.949219 1567450844.2623
MEM 184.335938 1567450844.3700
MEM 192.441406 1567450844.4778
MEM 204.390625 1567450844.5894
MEM 210.769531 1567450844.7018
MEM 215.625000 1567450844.8097
MEM 227.441406 1567450844.9175
MEM 234.054688 1567450845.0251
MEM 248.996094 1567450845.1330
MEM 255.914062 1567450845.2414
MEM 263.113281 1567450845.3493
MEM 268.648438 1567450845.4571
MEM 284.632812 1567450845.5650
MEM 300.875000 1567450845.6729
MEM 357.203125 1567450845.7809
MEM 338.527344 1567450845.8890
MEM 411.230469 1567450845.9972
MEM 564.886719 1567450846.1106
MEM 685.628906 1567450846.2242
MEM 633.785156 1567450846.3327
MEM 702.777344 1567450846.4405
MEM 709.980469 1567450846.5487
CHLD 0 601.039062 1567450846.5618
CHLD 1 601.046875 1567450846.5619
CHLD 2 601.046875 1567450846.5620
CHLD 3 601.050781 1567450846.5620
CHLD 4 605.546875 1567450846.5621
CHLD 5 605.398438 1567450846.5621
MEM 709.996094 1567450846.6625
CHLD 0 601.039062 1567450846.6915
CHLD 1 601.046875 1567450846.6915
CHLD 2 601.046875 1567450846.6916
CHLD 3 601.050781 1567450846.6917
CHLD 4 612.000000 1567450846.6917
CHLD 5 607.929688 1567450846.6918
CHLD 6 606.226562 1567450846.6919
CHLD 7 605.566406 1567450846.6919
CHLD 8 601.167969 1567450846.6920
CHLD 9 601.167969 1567450846.6920
CHLD 10 0.007812 1567450846.6921
CHLD 11 7.339844 1567450846.6922
CHLD 12 8.531250 1567450846.6922
MEM 709.996094 1567450846.7926
CHLD 0 601.039062 1567450846.8203
CHLD 1 601.046875 1567450846.8204
CHLD 2 601.046875 1567450846.8205
CHLD 3 601.050781 1567450846.8205
CHLD 4 614.789062 1567450846.8206
CHLD 5 612.125000 1567450846.8206
CHLD 6 609.656250 1567450846.8207
CHLD 7 607.429688 1567450846.8343
CHLD 8 601.167969 1567450846.8344
CHLD 9 601.167969 1567450846.8345
CHLD 10 601.171875 1567450846.8346
CHLD 11 601.171875 1567450846.8346
CHLD 12 601.171875 1567450846.8347
CHLD 13 7.285156 1567450846.8348
CHLD 14 8.781250 1567450846.8348
CHLD 15 9.683594 1567450846.8349
CHLD 16 10.898438 1567450846.8350
MEM 710.000000 1567450846.9354
CHLD 0 601.039062 1567450846.9564
CHLD 1 601.046875 1567450846.9565
CHLD 2 601.046875 1567450846.9566
CHLD 3 601.050781 1567450846.9566
CHLD 4 617.699219 1567450846.9567
CHLD 5 615.863281 1567450846.9567
CHLD 6 614.542969 1567450846.9568
CHLD 7 611.472656 1567450846.9569
CHLD 8 601.167969 1567450846.9569
CHLD 9 601.167969 1567450846.9570
CHLD 10 601.171875 1567450846.9570
CHLD 11 601.171875 1567450846.9571
CHLD 12 601.171875 1567450846.9571
CHLD 13 601.171875 1567450846.9572
CHLD 14 601.175781 1567450846.9573
CHLD 15 8.964844 1567450846.9573
CHLD 16 10.890625 1567450846.9574
CHLD 17 10.859375 1567450846.9574
CHLD 18 10.898438 1567450846.9575
