CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.984375 1567443086.3271
MEM 17.984375 1567443086.4360
MEM 33.132812 1567443086.5505
MEM 41.406250 1567443086.6645
MEM 59.390625 1567443086.7786
MEM 71.601562 1567443086.8916
MEM 79.152344 1567443087.0057
MEM 108.464844 1567443087.1200
MEM 162.421875 1567443087.2314
MEM 165.468750 1567443087.3401
MEM 169.484375 1567443087.4485
MEM 178.738281 1567443087.5569
MEM 184.722656 1567443087.6653
MEM 191.675781 1567443087.7737
MEM 204.656250 1567443087.8832
MEM 210.292969 1567443087.9916
MEM 216.339844 1567443088.1033
MEM 227.167969 1567443088.2117
MEM 235.968750 1567443088.3201
MEM 250.320312 1567443088.4288
MEM 257.964844 1567443088.5407
MEM 265.878906 1567443088.6489
MEM 271.964844 1567443088.7574
MEM 283.308594 1567443088.8667
MEM 296.972656 1567443088.9753
MEM 313.472656 1567443089.0842
MEM 322.367188 1567443089.1928
MEM 367.359375 1567443089.3015
MEM 523.593750 1567443089.4104
MEM 687.562500 1567443089.5191
MEM 681.441406 1567443089.6278
MEM 673.046875 1567443089.7373
MEM 737.839844 1567443089.8458
CHLD 0 600.988281 1567443089.8548
CHLD 1 600.996094 1567443089.8548
CHLD 2 600.996094 1567443089.8549
CHLD 3 600.996094 1567443089.8549
MEM 932.746094 1567443089.9553
CHLD 0 600.988281 1567443089.9707
CHLD 1 600.996094 1567443089.9707
CHLD 2 600.996094 1567443089.9708
CHLD 3 600.996094 1567443089.9709
MEM 1140.253906 1567443090.0713
CHLD 0 600.988281 1567443090.0864
CHLD 1 600.996094 1567443090.0865
CHLD 2 600.996094 1567443090.0865
CHLD 3 600.996094 1567443090.0866
MEM 1343.410156 1567443090.1870
CHLD 0 600.988281 1567443090.2021
CHLD 1 600.996094 1567443090.2022
CHLD 2 600.996094 1567443090.2023
CHLD 3 600.996094 1567443090.2023
MEM 1543.339844 1567443090.3028
CHLD 0 600.988281 1567443090.3171
CHLD 1 600.996094 1567443090.3172
CHLD 2 600.996094 1567443090.3172
CHLD 3 600.996094 1567443090.3173
MEM 1136.804688 1567443090.4177
CHLD 0 732.753906 1567443090.4284
CHLD 1 600.996094 1567443090.4285
CHLD 2 600.996094 1567443090.4285
CHLD 3 600.996094 1567443090.4285
MEM 1136.804688 1567443090.5292
CHLD 0 883.316406 1567443090.5450
CHLD 1 600.996094 1567443090.5451
