CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.957031 1567440023.2272
MEM 17.789062 1567440023.3352
MEM 34.945312 1567440023.4520
MEM 42.656250 1567440023.5596
MEM 64.781250 1567440023.6675
MEM 74.183594 1567440023.7752
MEM 82.347656 1567440023.8828
MEM 123.847656 1567440023.9904
MEM 164.234375 1567440024.0980
MEM 165.289062 1567440024.2057
MEM 172.648438 1567440024.3139
MEM 181.085938 1567440024.4215
MEM 186.410156 1567440024.5292
MEM 194.648438 1567440024.6382
MEM 206.343750 1567440024.7460
MEM 215.292969 1567440024.8554
MEM 218.558594 1567440024.9631
MEM 230.253906 1567440025.0748
MEM 236.980469 1567440025.1886
MEM 255.199219 1567440025.2963
MEM 259.437500 1567440025.4044
MEM 266.386719 1567440025.5126
MEM 276.558594 1567440025.6203
MEM 293.058594 1567440025.7280
MEM 309.558594 1567440025.8357
MEM 346.808594 1567440025.9433
MEM 367.355469 1567440026.0519
MEM 479.503906 1567440026.1598
MEM 637.285156 1567440026.2676
MEM 681.437500 1567440026.3756
MEM 648.632812 1567440026.4844
MEM 712.636719 1567440026.5923
CHLD 0 601.160156 1567440026.6032
CHLD 1 601.167969 1567440026.6032
MEM 868.761719 1567440026.7036
CHLD 0 601.160156 1567440026.7130
CHLD 1 601.167969 1567440026.7130
CHLD 2 601.167969 1567440026.7131
CHLD 3 601.167969 1567440026.7131
MEM 1074.714844 1567440026.8136
CHLD 0 601.160156 1567440026.8246
CHLD 1 601.167969 1567440026.8246
CHLD 2 601.167969 1567440026.8247
CHLD 3 601.167969 1567440026.8247
MEM 1272.457031 1567440026.9251
CHLD 0 601.160156 1567440026.9330
CHLD 1 601.167969 1567440026.9331
CHLD 2 601.167969 1567440026.9331
CHLD 3 601.167969 1567440026.9331
MEM 1458.265625 1567440027.0335
CHLD 0 601.160156 1567440027.0414
CHLD 1 601.167969 1567440027.0415
CHLD 2 601.167969 1567440027.0415
CHLD 3 601.167969 1567440027.0415
MEM 1136.812500 1567440027.1420
CHLD 0 665.277344 1567440027.1568
CHLD 1 601.167969 1567440027.1569
CHLD 2 601.167969 1567440027.1570
CHLD 3 601.167969 1567440027.1570
MEM 1136.812500 1567440027.2575
CHLD 0 811.714844 1567440027.2680
CHLD 1 601.167969 1567440027.2681
CHLD 2 601.167969 1567440027.2681
CHLD 3 601.167969 1567440027.2682
MEM 1136.812500 1567440027.3686
CHLD 0 943.457031 1567440027.3794
CHLD 1 601.167969 1567440027.3795
CHLD 2 601.167969 1567440027.3795
CHLD 3 601.167969 1567440027.3796
MEM 745.316406 1567440027.4801
CHLD 0 1111.035156 1567440027.4943
CHLD 1 601.167969 1567440027.4943
CHLD 2 601.167969 1567440027.4944
CHLD 3 601.167969 1567440027.4945
MEM 944.347656 1567440027.5950
CHLD 0 1320.121094 1567440027.6096
CHLD 1 601.167969 1567440027.6097
