CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.894531 1567449958.7916
MEM 15.417969 1567449958.9058
MEM 30.652344 1567449959.0287
MEM 39.335938 1567449959.1385
MEM 45.332031 1567449959.2479
MEM 67.437500 1567449959.3583
MEM 76.660156 1567449959.4668
MEM 81.578125 1567449959.5771
MEM 95.984375 1567449959.6871
MEM 132.968750 1567449959.7976
MEM 161.593750 1567449959.9081
MEM 162.167969 1567449960.0240
MEM 168.101562 1567449960.1406
MEM 175.914062 1567449960.2573
MEM 179.972656 1567449960.3776
MEM 183.644531 1567449960.4968
MEM 189.011719 1567449960.6176
MEM 199.582031 1567449960.7308
MEM 203.957031 1567449960.8450
MEM 212.050781 1567449960.9629
MEM 214.937500 1567449961.0774
MEM 226.128906 1567449961.1935
MEM 231.867188 1567449961.3104
MEM 244.976562 1567449961.4251
MEM 251.507812 1567449961.5393
MEM 259.378906 1567449961.6540
MEM 262.976562 1567449961.7680
MEM 274.937500 1567449961.8824
MEM 290.921875 1567449961.9968
MEM 306.906250 1567449962.1122
MEM 359.906250 1567449962.2270
MEM 362.316406 1567449962.3442
MEM 495.664062 1567449962.4611
MEM 655.507812 1567449962.5758
MEM 676.460938 1567449962.6948
MEM 641.605469 1567449962.8422
MEM 707.710938 1567449962.9896
CHLD 0 601.078125 1567449963.0069
MEM 707.796875 1567449963.1073
CHLD 0 601.078125 1567449963.1274
CHLD 1 601.085938 1567449963.1275
CHLD 2 601.085938 1567449963.1275
CHLD 3 601.085938 1567449963.1276
CHLD 4 605.992188 1567449963.1276
CHLD 5 605.769531 1567449963.1277
CHLD 6 605.511719 1567449963.1277
CHLD 7 601.214844 1567449963.1278
CHLD 8 0.007812 1567449963.1279
MEM 707.812500 1567449963.2284
CHLD 0 601.078125 1567449963.2837
CHLD 1 601.085938 1567449963.2838
CHLD 2 601.085938 1567449963.2839
CHLD 3 601.085938 1567449963.2840
CHLD 4 607.648438 1567449963.2840
CHLD 5 612.628906 1567449963.2841
CHLD 6 606.167969 1567449963.2842
CHLD 7 605.777344 1567449963.2842
CHLD 8 605.675781 1567449963.2843
CHLD 9 605.343750 1567449963.2843
CHLD 10 602.445312 1567449963.2844
CHLD 11 0.007812 1567449963.2845
CHLD 12 7.097656 1567449963.2845
CHLD 13 7.914062 1567449963.2846
MEM 707.812500 1567449963.4027
CHLD 0 601.078125 1567449963.4593
CHLD 1 601.085938 1567449963.4594
CHLD 2 601.085938 1567449963.4595
CHLD 3 601.085938 1567449963.4595
CHLD 4 609.972656 1567449963.4596
CHLD 5 618.910156 1567449963.4597
