CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.878906 1567450789.5371
MEM 16.832031 1567450789.6485
MEM 34.308594 1567450789.7746
MEM 42.003906 1567450789.8823
MEM 62.406250 1567450789.9943
MEM 71.621094 1567450790.1061
MEM 78.589844 1567450790.2177
MEM 84.437500 1567450790.3270
MEM 126.289062 1567450790.4345
MEM 161.605469 1567450790.5431
MEM 162.507812 1567450790.6506
MEM 170.031250 1567450790.7585
MEM 178.375000 1567450790.8658
MEM 184.070312 1567450790.9734
MEM 192.250000 1567450791.0807
MEM 203.695312 1567450791.1881
MEM 212.449219 1567450791.2955
MEM 215.734375 1567450791.4043
MEM 227.847656 1567450791.5116
MEM 234.558594 1567450791.6190
MEM 251.843750 1567450791.7271
MEM 255.980469 1567450791.8345
MEM 262.359375 1567450791.9418
MEM 271.792969 1567450792.0541
MEM 288.808594 1567450792.1668
MEM 305.308594 1567450792.2742
MEM 335.078125 1567450792.3816
MEM 363.332031 1567450792.4891
MEM 469.808594 1567450792.6004
MEM 631.714844 1567450792.7125
MEM 677.417969 1567450792.8247
MEM 640.957031 1567450792.9385
MEM 708.640625 1567450793.0502
CHLD 0 601.085938 1567450793.0606
CHLD 1 601.093750 1567450793.0606
MEM 708.734375 1567450793.1666
CHLD 0 601.085938 1567450793.1969
CHLD 1 601.093750 1567450793.1970
CHLD 2 601.093750 1567450793.1970
CHLD 3 601.093750 1567450793.1971
CHLD 4 607.421875 1567450793.1972
CHLD 5 606.046875 1567450793.1972
CHLD 6 606.375000 1567450793.1973
CHLD 7 605.320312 1567450793.1973
CHLD 8 601.214844 1567450793.1974
CHLD 9 0.007812 1567450793.1975
CHLD 10 0.007812 1567450793.1975
CHLD 11 6.121094 1567450793.1976
MEM 708.750000 1567450793.2980
CHLD 0 601.085938 1567450793.3201
CHLD 1 601.093750 1567450793.3202
CHLD 2 601.093750 1567450793.3202
CHLD 3 601.093750 1567450793.3203
CHLD 4 611.050781 1567450793.3204
CHLD 5 609.492188 1567450793.3204
CHLD 6 609.664062 1567450793.3205
CHLD 7 606.121094 1567450793.3205
CHLD 8 601.214844 1567450793.3206
CHLD 9 601.214844 1567450793.3206
CHLD 10 601.218750 1567450793.3207
CHLD 11 601.222656 1567450793.3208
CHLD 12 0.007812 1567450793.3208
CHLD 13 8.328125 1567450793.3209
CHLD 14 8.328125 1567450793.3209
CHLD 15 9.214844 1567450793.3210
MEM 708.757812 1567450793.4214
CHLD 0 601.085938 1567450793.4599
CHLD 1 601.093750 1567450793.4600
CHLD 2 601.093750 1567450793.4600
CHLD 3 601.093750 1567450793.4601
CHLD 4 615.726562 1567450793.4601
CHLD 5 612.769531 1567450793.4602
CHLD 6 614.863281 1567450793.4603
CHLD 7 609.750000 1567450793.4603
CHLD 8 601.214844 1567450793.4604
CHLD 9 601.214844 1567450793.4604
CHLD 10 601.218750 1567450793.4605
CHLD 11 601.222656 1567450793.4606
CHLD 12 601.222656 1567450793.4606
CHLD 13 601.222656 1567450793.4607
CHLD 14 8.687500 1567450793.4607
CHLD 15 10.691406 1567450793.4608
CHLD 16 10.324219 1567450793.4609
CHLD 17 11.050781 1567450793.4609
MEM 708.964844 1567450793.5613
CHLD 0 601.085938 1567450793.5776
CHLD 1 601.093750 1567450793.5777
CHLD 2 601.093750 1567450793.5777
CHLD 3 601.093750 1567450793.5778
CHLD 4 617.804688 1567450793.5778
CHLD 5 616.656250 1567450793.5779
CHLD 6 617.992188 1567450793.5779
CHLD 7 613.304688 1567450793.5780
CHLD 8 601.214844 1567450793.5780
CHLD 9 601.214844 1567450793.5781
CHLD 10 601.218750 1567450793.5781
CHLD 11 601.222656 1567450793.5782
CHLD 12 601.222656 1567450793.5782
CHLD 13 601.222656 1567450793.6023
CHLD 14 601.226562 1567450793.6024
CHLD 15 601.226562 1567450793.6025
CHLD 16 11.054688 1567450793.6026
CHLD 17 10.968750 1567450793.6026
CHLD 18 10.902344 1567450793.6027
CHLD 19 11.050781 1567450793.6027
MEM 709.003906 1567450793.7032
CHLD 0 0.000000 1567450793.7238
CHLD 1 0.000000 1567450793.7238
CHLD 2 0.000000 1567450793.7239
CHLD 3 0.000000 1567450793.7239
CHLD 4 0.000000 1567450793.7240
CHLD 5 601.214844 1567450793.7240
CHLD 6 0.000000 1567450793.7241
CHLD 7 0.000000 1567450793.7241
CHLD 8 0.000000 1567450793.7242
CHLD 9 0.000000 1567450793.7242
CHLD 10 601.226562 1567450793.7243
CHLD 11 0.000000 1567450793.7243
CHLD 12 11.054688 1567450793.7244
CHLD 13 10.968750 1567450793.7244
CHLD 14 10.902344 1567450793.7245
MEM 709.015625 1567450793.8249
MEM 709.062500 1567450793.9325
MEM 708.812500 1567450794.0440
