CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.960938 1567448793.8406
MEM 17.921875 1567448793.9487
MEM 34.257812 1567448794.0635
MEM 38.648438 1567448794.1764
MEM 44.292969 1567448794.2893
MEM 57.464844 1567448794.3972
MEM 71.347656 1567448794.5050
MEM 79.085938 1567448794.6127
MEM 123.457031 1567448794.7205
MEM 161.378906 1567448794.8285
MEM 164.105469 1567448794.9367
MEM 168.535156 1567448795.0444
MEM 178.109375 1567448795.1523
MEM 183.234375 1567448795.2601
MEM 190.351562 1567448795.3678
MEM 203.457031 1567448795.4756
MEM 209.207031 1567448795.5834
MEM 214.871094 1567448795.6927
MEM 227.125000 1567448795.8005
MEM 234.234375 1567448795.9083
MEM 248.308594 1567448796.0165
MEM 255.265625 1567448796.1244
MEM 263.773438 1567448796.2323
MEM 267.988281 1567448796.3401
MEM 284.488281 1567448796.4480
MEM 300.988281 1567448796.5634
MEM 358.609375 1567448796.6761
MEM 347.664062 1567448796.7897
MEM 413.664062 1567448796.9028
MEM 577.632812 1567448797.0158
MEM 679.277344 1567448797.1288
MEM 634.414062 1567448797.2420
MEM 710.089844 1567448797.3542
MEM 710.632812 1567448797.4679
CHLD 0 601.160156 1567448797.4796
CHLD 1 601.167969 1567448797.4797
CHLD 2 601.167969 1567448797.4797
CHLD 3 601.167969 1567448797.4798
CHLD 4 605.679688 1567448797.4798
CHLD 5 605.449219 1567448797.4799
CHLD 6 601.488281 1567448797.4799
MEM 710.652344 1567448797.5804
CHLD 0 601.160156 1567448797.5939
CHLD 1 601.167969 1567448797.5940
CHLD 2 601.167969 1567448797.5940
CHLD 3 601.167969 1567448797.5941
CHLD 4 609.359375 1567448797.5941
CHLD 5 611.738281 1567448797.5942
CHLD 6 605.683594 1567448797.5942
CHLD 7 605.843750 1567448797.6144
CHLD 8 601.277344 1567448797.6145
CHLD 9 601.277344 1567448797.6146
CHLD 10 0.007812 1567448797.6146
CHLD 11 0.007812 1567448797.6147
CHLD 12 7.656250 1567448797.6148
CHLD 13 8.480469 1567448797.6148
MEM 710.660156 1567448797.7152
CHLD 0 601.160156 1567448797.7479
CHLD 1 601.167969 1567448797.7480
CHLD 2 601.167969 1567448797.7480
CHLD 3 601.167969 1567448797.7481
CHLD 4 614.101562 1567448797.7481
CHLD 5 617.746094 1567448797.7482
CHLD 6 609.296875 1567448797.7482
CHLD 7 609.003906 1567448797.7483
CHLD 8 601.277344 1567448797.7483
CHLD 9 601.277344 1567448797.7484
CHLD 10 601.281250 1567448797.7484
CHLD 11 601.281250 1567448797.7485
CHLD 12 8.585938 1567448797.7485
CHLD 13 8.511719 1567448797.7486
CHLD 14 10.218750 1567448797.7486
CHLD 15 10.847656 1567448797.7487
MEM 710.660156 1567448797.8491
CHLD 0 601.160156 1567448797.8697
CHLD 1 601.167969 1567448797.8697
CHLD 2 601.167969 1567448797.8698
CHLD 3 601.167969 1567448797.8699
CHLD 4 617.808594 1567448797.8699
CHLD 5 617.996094 1567448797.8700
CHLD 6 612.363281 1567448797.8700
CHLD 7 614.367188 1567448797.8701
CHLD 8 601.277344 1567448797.8701
CHLD 9 601.277344 1567448797.8702
CHLD 10 601.281250 1567448797.8702
CHLD 11 601.281250 1567448797.8703
CHLD 12 10.953125 1567448797.8703
CHLD 13 10.425781 1567448797.8704
CHLD 14 10.917969 1567448797.8704
CHLD 15 10.847656 1567448797.8705
MEM 710.660156 1567448797.9709
CHLD 0 601.160156 1567448797.9930
CHLD 1 601.167969 1567448797.9931
CHLD 2 601.167969 1567448797.9931
CHLD 3 601.167969 1567448797.9932
CHLD 4 618.484375 1567448797.9932
CHLD 5 618.343750 1567448797.9933
CHLD 6 617.277344 1567448797.9933
CHLD 7 617.953125 1567448797.9934
CHLD 8 601.277344 1567448797.9934
CHLD 9 601.277344 1567448797.9935
CHLD 10 601.281250 1567448797.9935
CHLD 11 601.281250 1567448797.9936
CHLD 12 10.953125 1567448797.9936
CHLD 13 10.882812 1567448797.9937
CHLD 14 10.917969 1567448797.9937
CHLD 15 10.847656 1567448797.9938
MEM 710.660156 1567448798.0942
CHLD 0 601.160156 1567448798.1204
CHLD 1 601.167969 1567448798.1204
CHLD 2 601.167969 1567448798.1205
CHLD 3 601.167969 1567448798.1206
CHLD 4 621.324219 1567448798.1206
CHLD 5 620.968750 1567448798.1207
CHLD 6 617.996094 1567448798.1207
CHLD 7 618.300781 1567448798.1208
CHLD 8 601.277344 1567448798.1209
CHLD 9 601.277344 1567448798.1209
CHLD 10 601.281250 1567448798.1210
CHLD 11 601.281250 1567448798.1210
CHLD 12 10.953125 1567448798.1211
CHLD 13 10.882812 1567448798.1211
CHLD 14 10.917969 1567448798.1212
CHLD 15 10.847656 1567448798.1212
MEM 710.660156 1567448798.2216
CHLD 0 601.160156 1567448798.2437
CHLD 1 601.167969 1567448798.2438
CHLD 2 601.167969 1567448798.2438
CHLD 3 601.167969 1567448798.2439
CHLD 4 623.339844 1567448798.2439
CHLD 5 622.933594 1567448798.2440
CHLD 6 618.343750 1567448798.2440
CHLD 7 618.621094 1567448798.2441
CHLD 8 601.277344 1567448798.2442
CHLD 9 601.277344 1567448798.2442
CHLD 10 601.281250 1567448798.2443
CHLD 11 601.281250 1567448798.2443
CHLD 12 10.953125 1567448798.2444
CHLD 13 10.882812 1567448798.2444
CHLD 14 10.917969 1567448798.2445
CHLD 15 10.847656 1567448798.2445
MEM 710.660156 1567448798.3450
CHLD 0 601.160156 1567448798.3776
CHLD 1 601.167969 1567448798.3777
CHLD 2 601.167969 1567448798.3777
CHLD 3 601.167969 1567448798.3778
CHLD 4 630.304688 1567448798.3778
CHLD 5 629.746094 1567448798.3779
CHLD 6 619.535156 1567448798.3780
CHLD 7 620.812500 1567448798.3780
CHLD 8 601.277344 1567448798.3781
CHLD 9 601.277344 1567448798.3781
CHLD 10 601.281250 1567448798.3782
CHLD 11 601.281250 1567448798.3783
CHLD 12 10.953125 1567448798.3783
CHLD 13 10.882812 1567448798.3784
CHLD 14 10.917969 1567448798.3784
CHLD 15 10.847656 1567448798.3785
MEM 710.660156 1567448798.4789
CHLD 0 601.160156 1567448798.5095
CHLD 1 601.167969 1567448798.5096
CHLD 2 601.167969 1567448798.5097
CHLD 3 601.167969 1567448798.5097
CHLD 4 634.117188 1567448798.5098
CHLD 5 634.734375 1567448798.5098
CHLD 6 622.843750 1567448798.5099
CHLD 7 623.062500 1567448798.5100
CHLD 8 601.277344 1567448798.5100
CHLD 9 601.277344 1567448798.5101
CHLD 10 601.281250 1567448798.5101
CHLD 11 601.281250 1567448798.5102
CHLD 12 10.953125 1567448798.5103
CHLD 13 10.882812 1567448798.5104
CHLD 14 10.917969 1567448798.5105
CHLD 15 10.847656 1567448798.5105
MEM 710.660156 1567448798.6109
CHLD 0 601.160156 1567448798.6503
CHLD 1 601.167969 1567448798.6504
CHLD 2 601.167969 1567448798.6505
CHLD 3 601.167969 1567448798.6506
CHLD 4 635.277344 1567448798.6506
CHLD 5 635.109375 1567448798.6507
CHLD 6 623.851562 1567448798.6508
CHLD 7 629.746094 1567448798.6508
CHLD 8 601.277344 1567448798.6509
CHLD 9 601.277344 1567448798.6510
CHLD 10 601.281250 1567448798.6510
CHLD 11 601.281250 1567448798.6511
CHLD 12 10.953125 1567448798.6512
CHLD 13 10.882812 1567448798.6512
CHLD 14 10.917969 1567448798.6513
CHLD 15 10.847656 1567448798.6513
MEM 710.660156 1567448798.7552
CHLD 0 601.160156 1567448798.7796
CHLD 1 601.167969 1567448798.7797
CHLD 2 601.167969 1567448798.7797
CHLD 3 601.167969 1567448798.7798
CHLD 4 635.613281 1567448798.7799
CHLD 5 635.363281 1567448798.7799
CHLD 6 629.621094 1567448798.7800
CHLD 7 633.054688 1567448798.7800
CHLD 8 601.277344 1567448798.7801
CHLD 9 601.277344 1567448798.7802
CHLD 10 601.281250 1567448798.7802
CHLD 11 601.281250 1567448798.7803
CHLD 12 10.953125 1567448798.7803
CHLD 13 10.882812 1567448798.7804
CHLD 14 10.917969 1567448798.7804
CHLD 15 10.847656 1567448798.7805
MEM 710.660156 1567448798.8809
CHLD 0 601.160156 1567448798.9449
CHLD 1 601.167969 1567448798.9450
CHLD 2 601.167969 1567448798.9450
CHLD 3 601.167969 1567448798.9451
CHLD 4 635.613281 1567448798.9451
CHLD 5 635.632812 1567448798.9452
CHLD 6 634.007812 1567448798.9453
CHLD 7 635.464844 1567448798.9453
CHLD 8 601.277344 1567448798.9454
CHLD 9 601.277344 1567448798.9454
CHLD 10 601.281250 1567448798.9455
CHLD 11 601.281250 1567448798.9455
CHLD 12 10.953125 1567448798.9456
CHLD 13 10.882812 1567448798.9456
CHLD 14 10.917969 1567448798.9457
CHLD 15 10.847656 1567448798.9457
MEM 710.660156 1567448799.0462
CHLD 0 601.160156 1567448799.0599
CHLD 1 601.167969 1567448799.0599
CHLD 2 601.167969 1567448799.0600
CHLD 3 601.167969 1567448799.0600
CHLD 4 637.925781 1567448799.0601
CHLD 5 637.812500 1567448799.0601
CHLD 6 635.292969 1567448799.0602
CHLD 7 635.734375 1567448799.0602
CHLD 8 601.277344 1567448799.0603
CHLD 9 601.277344 1567448799.0603
CHLD 10 601.281250 1567448799.0604
CHLD 11 601.281250 1567448799.0604
CHLD 12 10.953125 1567448799.0605
CHLD 13 10.882812 1567448799.0605
CHLD 14 10.917969 1567448799.0606
CHLD 15 10.847656 1567448799.0607
MEM 710.660156 1567448799.1611
CHLD 0 601.160156 1567448799.1897
CHLD 1 601.167969 1567448799.1898
CHLD 2 601.167969 1567448799.1899
CHLD 3 601.167969 1567448799.1899
CHLD 4 639.519531 1567448799.1900
CHLD 5 638.179688 1567448799.1901
CHLD 6 635.535156 1567448799.1901
CHLD 7 638.082031 1567448799.1902
CHLD 8 601.277344 1567448799.1902
CHLD 9 601.277344 1567448799.1903
CHLD 10 601.281250 1567448799.1904
CHLD 11 601.281250 1567448799.1904
CHLD 12 10.953125 1567448799.1905
CHLD 13 10.882812 1567448799.1905
CHLD 14 10.917969 1567448799.1906
CHLD 15 10.847656 1567448799.1906
MEM 710.660156 1567448799.2911
CHLD 0 601.160156 1567448799.3187
CHLD 1 601.167969 1567448799.3188
CHLD 2 601.167969 1567448799.3189
CHLD 3 601.167969 1567448799.3189
CHLD 4 639.519531 1567448799.3190
CHLD 5 638.179688 1567448799.3190
CHLD 6 635.781250 1567448799.3191
CHLD 7 638.273438 1567448799.3191
CHLD 8 601.277344 1567448799.3192
CHLD 9 601.277344 1567448799.3192
CHLD 10 601.281250 1567448799.3193
CHLD 11 601.281250 1567448799.3193
CHLD 12 10.953125 1567448799.3194
CHLD 13 10.882812 1567448799.3194
CHLD 14 10.917969 1567448799.3195
CHLD 15 10.847656 1567448799.3195
MEM 710.660156 1567448799.4200
CHLD 0 601.160156 1567448799.4367
CHLD 1 601.167969 1567448799.4367
CHLD 2 601.167969 1567448799.4368
CHLD 3 601.167969 1567448799.4368
CHLD 4 641.339844 1567448799.4369
CHLD 5 641.277344 1567448799.4369
CHLD 6 636.144531 1567448799.4370
CHLD 7 639.992188 1567448799.4370
CHLD 8 601.277344 1567448799.4371
CHLD 9 601.277344 1567448799.4371
CHLD 10 601.281250 1567448799.4372
CHLD 11 601.281250 1567448799.4372
CHLD 12 10.953125 1567448799.4373
CHLD 13 10.882812 1567448799.4373
CHLD 14 10.917969 1567448799.4374
CHLD 15 10.847656 1567448799.4374
MEM 710.660156 1567448799.5378
CHLD 0 601.160156 1567448799.5574
CHLD 1 601.167969 1567448799.5575
CHLD 2 601.167969 1567448799.5576
CHLD 3 601.167969 1567448799.5576
CHLD 4 641.765625 1567448799.5577
CHLD 5 641.710938 1567448799.5577
CHLD 6 636.367188 1567448799.5578
CHLD 7 641.292969 1567448799.5579
CHLD 8 601.277344 1567448799.5579
CHLD 9 601.277344 1567448799.5580
CHLD 10 601.281250 1567448799.5580
CHLD 11 601.281250 1567448799.5581
CHLD 12 10.953125 1567448799.5581
CHLD 13 10.882812 1567448799.5582
CHLD 14 10.917969 1567448799.5583
CHLD 15 10.847656 1567448799.5583
MEM 710.660156 1567448799.6587
CHLD 0 601.160156 1567448799.6813
CHLD 1 601.167969 1567448799.6813
CHLD 2 601.167969 1567448799.6814
CHLD 3 601.167969 1567448799.6815
CHLD 4 642.156250 1567448799.6815
CHLD 5 642.046875 1567448799.6816
CHLD 6 640.230469 1567448799.6816
CHLD 7 641.492188 1567448799.6817
CHLD 8 601.277344 1567448799.6818
CHLD 9 601.277344 1567448799.6818
CHLD 10 601.281250 1567448799.6819
CHLD 11 601.281250 1567448799.6819
CHLD 12 10.953125 1567448799.6820
CHLD 13 10.882812 1567448799.6821
CHLD 14 10.917969 1567448799.6821
CHLD 15 10.847656 1567448799.6822
MEM 710.660156 1567448799.7826
CHLD 0 601.160156 1567448799.8043
CHLD 1 601.167969 1567448799.8044
CHLD 2 601.167969 1567448799.8044
CHLD 3 601.167969 1567448799.8045
CHLD 4 642.542969 1567448799.8046
CHLD 5 642.335938 1567448799.8046
CHLD 6 641.660156 1567448799.8047
CHLD 7 641.792969 1567448799.8047
CHLD 8 601.277344 1567448799.8048
CHLD 9 601.277344 1567448799.8048
CHLD 10 601.281250 1567448799.8049
CHLD 11 601.281250 1567448799.8049
CHLD 12 10.953125 1567448799.8050
CHLD 13 10.882812 1567448799.8050
CHLD 14 10.917969 1567448799.8051
CHLD 15 10.847656 1567448799.8051
MEM 710.660156 1567448799.9055
CHLD 0 601.160156 1567448799.9285
CHLD 1 601.167969 1567448799.9286
CHLD 2 601.167969 1567448799.9286
CHLD 3 601.167969 1567448799.9287
CHLD 4 642.878906 1567448799.9287
CHLD 5 642.667969 1567448799.9288
CHLD 6 642.144531 1567448799.9289
CHLD 7 642.351562 1567448799.9289
CHLD 8 601.277344 1567448799.9290
CHLD 9 601.277344 1567448799.9290
CHLD 10 601.281250 1567448799.9291
CHLD 11 601.281250 1567448799.9291
CHLD 12 10.953125 1567448799.9292
CHLD 13 10.882812 1567448799.9293
CHLD 14 10.917969 1567448799.9293
CHLD 15 10.847656 1567448799.9294
MEM 710.660156 1567448800.0305
CHLD 0 601.160156 1567448800.0636
CHLD 1 601.167969 1567448800.0637
CHLD 2 601.167969 1567448800.0637
CHLD 3 601.167969 1567448800.0638
CHLD 4 643.382812 1567448800.0639
