CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 2.000000 1567454087.2872
MEM 18.765625 1567454087.4077
MEM 35.519531 1567454087.5236
MEM 41.375000 1567454087.6397
MEM 58.914062 1567454087.7557
MEM 72.195312 1567454087.8710
MEM 81.199219 1567454087.9862
MEM 123.093750 1567454088.1027
MEM 161.140625 1567454088.2241
MEM 162.253906 1567454088.3469
MEM 162.507812 1567454088.4648
MEM 172.847656 1567454088.5804
MEM 179.835938 1567454088.6957
MEM 187.039062 1567454088.8119
MEM 199.808594 1567454088.9277
MEM 206.863281 1567454089.0443
MEM 213.140625 1567454089.1599
MEM 225.656250 1567454089.2776
MEM 232.750000 1567454089.3982
MEM 249.210938 1567454089.5147
MEM 255.128906 1567454089.6301
MEM 262.304688 1567454089.7453
MEM 274.531250 1567454089.8603
MEM 292.320312 1567454089.9753
MEM 308.046875 1567454090.0907
MEM 317.503906 1567454090.2067
MEM 369.257812 1567454090.3221
MEM 528.843750 1567454090.4438
MEM 677.859375 1567454090.5697
MEM 676.640625 1567454090.7043
MEM 671.117188 1567454090.8327
MEM 2521.203125 1567454090.9687
CHLD 0 607.187500 1567454090.9913
CHLD 1 606.035156 1567454090.9913
CHLD 2 604.562500 1567454090.9914
CHLD 3 0.007812 1567454090.9915
CHLD 4 0.007812 1567454090.9915
MEM 3160.691406 1567454091.1052
CHLD 0 615.480469 1567454091.1500
CHLD 1 611.519531 1567454091.1501
CHLD 2 605.601562 1567454091.1501
CHLD 3 607.089844 1567454091.1502
CHLD 4 7.648438 1567454091.1502
CHLD 5 10.902344 1567454091.1503
CHLD 6 9.871094 1567454091.1504
MEM 3212.058594 1567454091.2642
CHLD 0 618.437500 1567454091.2982
CHLD 1 618.343750 1567454091.2983
CHLD 2 611.218750 1567454091.2983
CHLD 3 618.078125 1567454091.2984
CHLD 4 10.917969 1567454091.2984
CHLD 5 10.160156 1567454091.2985
CHLD 6 10.902344 1567454091.2985
CHLD 7 10.910156 1567454091.2986
MEM 3228.871094 1567454091.4206
CHLD 0 621.222656 1567454091.4504
CHLD 1 621.281250 1567454091.4505
CHLD 2 618.496094 1567454091.4505
CHLD 3 619.726562 1567454091.4506
CHLD 4 10.917969 1567454091.4507
CHLD 5 10.925781 1567454091.4507
CHLD 6 10.902344 1567454091.4508
CHLD 7 10.910156 1567454091.4508
MEM 3249.750000 1567454091.5649
CHLD 0 628.515625 1567454091.5991
CHLD 1 632.945312 1567454091.5991
CHLD 2 622.738281 1567454091.5992
CHLD 3 629.972656 1567454091.5993
CHLD 4 10.917969 1567454091.5993
CHLD 5 10.925781 1567454091.5994
CHLD 6 10.902344 1567454091.5994
CHLD 7 10.910156 1567454091.5995
MEM 3287.453125 1567454091.7141
CHLD 0 634.921875 1567454091.7444
CHLD 1 635.164062 1567454091.7445
CHLD 2 633.851562 1567454091.7445
CHLD 3 635.164062 1567454091.7446
CHLD 4 10.917969 1567454091.7446
CHLD 5 10.925781 1567454091.7447
CHLD 6 10.902344 1567454091.7448
CHLD 7 10.910156 1567454091.7448
MEM 3299.398438 1567454091.8676
CHLD 0 635.785156 1567454091.8980
CHLD 1 637.492188 1567454091.8981
