CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.890625 1567442848.2885
MEM 18.328125 1567442848.4002
MEM 35.707031 1567442848.5227
MEM 43.636719 1567442848.6369
MEM 65.324219 1567442848.7512
MEM 74.941406 1567442848.8657
MEM 82.437500 1567442848.9802
MEM 123.710938 1567442849.0948
MEM 164.140625 1567442849.2037
MEM 165.414062 1567442849.3125
MEM 172.578125 1567442849.4216
MEM 181.171875 1567442849.5304
MEM 186.699219 1567442849.6392
MEM 194.855469 1567442849.7481
MEM 206.523438 1567442849.8569
MEM 215.585938 1567442849.9659
MEM 219.101562 1567442850.0747
MEM 231.734375 1567442850.1849
MEM 240.554688 1567442850.2967
MEM 256.300781 1567442850.4071
MEM 261.363281 1567442850.5162
MEM 267.859375 1567442850.6250
MEM 280.425781 1567442850.7337
MEM 296.925781 1567442850.8424
MEM 313.941406 1567442850.9515
MEM 322.320312 1567442851.0609
MEM 367.316406 1567442851.1709
MEM 501.636719 1567442851.2846
MEM 674.113281 1567442851.4002
MEM 681.398438 1567442851.5093
MEM 661.175781 1567442851.6195
MEM 712.843750 1567442851.7285
CHLD 0 601.054688 1567442851.7405
CHLD 1 601.054688 1567442851.7405
CHLD 2 601.054688 1567442851.7406
CHLD 3 601.054688 1567442851.7406
MEM 712.988281 1567442851.8410
MEM 713.085938 1567442851.9500
MEM 712.832031 1567442852.0606
MEM 0.000000 1567442852.1696
