CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.949219 1567442184.7504
MEM 17.820312 1567442184.8586
MEM 33.605469 1567442184.9724
MEM 41.203125 1567442185.0805
MEM 52.449219 1567442185.1885
MEM 70.867188 1567442185.2964
MEM 78.984375 1567442185.4045
MEM 96.464844 1567442185.5181
MEM 133.410156 1567442185.6262
MEM 164.824219 1567442185.7351
MEM 165.156250 1567442185.8432
MEM 174.191406 1567442185.9510
MEM 181.785156 1567442186.0590
MEM 188.222656 1567442186.1672
MEM 196.070312 1567442186.2766
MEM 206.343750 1567442186.3847
MEM 215.351562 1567442186.4929
MEM 219.035156 1567442186.6009
MEM 231.574219 1567442186.7089
MEM 239.972656 1567442186.8169
MEM 255.992188 1567442186.9262
MEM 259.929688 1567442187.0342
MEM 266.550781 1567442187.1422
MEM 276.769531 1567442187.2501
MEM 293.527344 1567442187.3580
MEM 308.996094 1567442187.4661
MEM 347.781250 1567442187.5740
MEM 366.996094 1567442187.6821
MEM 478.886719 1567442187.7962
MEM 609.082031 1567442187.9048
MEM 681.078125 1567442188.0144
MEM 646.308594 1567442188.1285
MEM 712.285156 1567442188.2368
CHLD 0 601.156250 1567442188.2447
MEM 712.332031 1567442188.3452
CHLD 0 601.156250 1567442188.3586
CHLD 1 601.164062 1567442188.3586
CHLD 2 601.164062 1567442188.3587
CHLD 3 601.164062 1567442188.3587
MEM 727.003906 1567442188.4591
MEM 729.519531 1567442188.5670
MEM 730.015625 1567442188.6750
MEM 730.218750 1567442188.7830
MEM 729.968750 1567442188.8911
MEM 308.515625 1567442188.9993
