CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 2.031250 1567438184.6312
MEM 17.761719 1567438184.7396
MEM 33.746094 1567438184.8537
MEM 41.085938 1567438184.9621
MEM 61.500000 1567438185.0702
MEM 71.535156 1567438185.1783
MEM 78.058594 1567438185.2951
MEM 82.875000 1567438185.4031
MEM 126.503906 1567438185.5112
MEM 164.656250 1567438185.6206
MEM 165.421875 1567438185.7289
MEM 173.875000 1567438185.8385
MEM 182.097656 1567438185.9464
MEM 187.679688 1567438186.0546
MEM 195.617188 1567438186.1625
MEM 206.562500 1567438186.2704
MEM 215.523438 1567438186.3784
MEM 218.222656 1567438186.4915
MEM 230.414062 1567438186.5995
MEM 236.656250 1567438186.7074
MEM 253.667969 1567438186.8166
MEM 258.863281 1567438186.9247
MEM 266.152344 1567438187.0327
MEM 275.851562 1567438187.1409
MEM 292.351562 1567438187.2488
MEM 308.851562 1567438187.3568
MEM 342.734375 1567438187.4669
MEM 367.109375 1567438187.5804
MEM 442.906250 1567438187.6886
MEM 605.070312 1567438187.7968
MEM 681.187500 1567438187.9050
MEM 636.324219 1567438188.0144
MEM 712.019531 1567438188.1234
MEM 712.507812 1567438188.2348
CHLD 0 10.929688 1567438188.2713
CHLD 1 11.085938 1567438188.2714
CHLD 2 9.250000 1567438188.2715
CHLD 3 8.281250 1567438188.2716
CHLD 4 8.500000 1567438188.2716
MEM 795.988281 1567438188.3720
CHLD 0 10.929688 1567438188.3974
CHLD 1 19.390625 1567438188.3975
CHLD 2 14.851562 1567438188.3975
CHLD 3 13.933594 1567438188.3976
CHLD 4 15.089844 1567438188.3977
MEM 865.855469 1567438188.4981
CHLD 0 10.929688 1567438188.5116
CHLD 1 24.863281 1567438188.5117
CHLD 2 18.968750 1567438188.5118
CHLD 3 16.398438 1567438188.5118
CHLD 4 16.988281 1567438188.5119
MEM 963.824219 1567438188.6123
CHLD 0 10.929688 1567438188.6257
CHLD 1 34.781250 1567438188.6257
CHLD 2 28.601562 1567438188.6258
CHLD 3 28.117188 1567438188.6259
CHLD 4 24.273438 1567438188.6259
MEM 1057.667969 1567438188.7264
CHLD 0 10.929688 1567438188.7568
CHLD 1 39.156250 1567438188.7569
CHLD 2 33.890625 1567438188.7570
CHLD 3 36.210938 1567438188.7570
CHLD 4 31.355469 1567438188.7571
MEM 1166.945312 1567438188.8575
CHLD 0 10.929688 1567438188.8795
CHLD 1 43.492188 1567438188.8796
CHLD 2 38.742188 1567438188.8796
CHLD 3 39.304688 1567438188.8797
CHLD 4 38.046875 1567438188.8797
MEM 1245.320312 1567438188.9801
CHLD 0 10.929688 1567438189.0051
CHLD 1 45.691406 1567438189.0051
CHLD 2 44.796875 1567438189.0052
CHLD 3 44.859375 1567438189.0053
CHLD 4 42.394531 1567438189.0053
MEM 1392.531250 1567438189.1058
CHLD 0 10.929688 1567438189.1311
CHLD 1 53.316406 1567438189.1311
CHLD 2 58.289062 1567438189.1312
CHLD 3 45.945312 1567438189.1312
CHLD 4 45.781250 1567438189.1313
MEM 1540.128906 1567438189.2317
CHLD 0 10.929688 1567438189.2453
CHLD 1 66.406250 1567438189.2454
CHLD 2 66.074219 1567438189.2454
CHLD 3 59.675781 1567438189.2455
CHLD 4 65.285156 1567438189.2455
MEM 1136.691406 1567438189.3460
CHLD 0 10.929688 1567438189.3716
CHLD 1 72.792969 1567438189.3717
CHLD 2 72.660156 1567438189.3717
CHLD 3 68.378906 1567438189.3718
CHLD 4 69.464844 1567438189.3718
MEM 1136.691406 1567438189.4723
CHLD 0 10.929688 1567438189.4981
CHLD 1 78.445312 1567438189.4982
CHLD 2 79.128906 1567438189.4983
CHLD 3 74.570312 1567438189.4983
CHLD 4 76.097656 1567438189.4984
MEM 1136.691406 1567438189.5988
CHLD 0 10.929688 1567438189.6205
CHLD 1 82.937500 1567438189.6205
CHLD 2 83.515625 1567438189.6206
CHLD 3 79.746094 1567438189.6206
CHLD 4 79.890625 1567438189.6207
MEM 1136.691406 1567438189.7211
CHLD 0 10.929688 1567438189.7560
CHLD 1 85.355469 1567438189.7561
CHLD 2 181.535156 1567438189.7561
CHLD 3 83.257812 1567438189.7562
CHLD 4 85.191406 1567438189.7563
MEM 1136.691406 1567438189.8568
CHLD 0 10.929688 1567438189.8719
CHLD 1 86.035156 1567438189.8720
CHLD 2 338.800781 1567438189.8721
CHLD 3 86.246094 1567438189.8721
CHLD 4 85.773438 1567438189.8722
MEM 1136.691406 1567438189.9727
CHLD 0 10.929688 1567438189.9876
CHLD 1 86.035156 1567438189.9877
CHLD 2 502.769531 1567438189.9878
CHLD 3 86.246094 1567438189.9878
CHLD 4 85.773438 1567438189.9879
MEM 851.937500 1567438190.0884
CHLD 0 10.929688 1567438190.1033
CHLD 1 86.035156 1567438190.1033
CHLD 2 700.511719 1567438190.1034
CHLD 3 86.246094 1567438190.1035
CHLD 4 85.773438 1567438190.1035
MEM 1058.703125 1567438190.2041
CHLD 0 10.929688 1567438190.2189
CHLD 1 86.035156 1567438190.2190
CHLD 2 905.214844 1567438190.2191
CHLD 3 86.246094 1567438190.2192
CHLD 4 85.773438 1567438190.2192
MEM 1257.218750 1567438190.3198
CHLD 0 10.929688 1567438190.3345
CHLD 1 86.035156 1567438190.3346
CHLD 2 645.230469 1567438190.3346
CHLD 3 86.246094 1567438190.3347
CHLD 4 85.773438 1567438190.3348
MEM 1458.656250 1567438190.4354
CHLD 0 10.929688 1567438190.4524
CHLD 1 86.035156 1567438190.4525
CHLD 2 842.714844 1567438190.4526
CHLD 3 86.246094 1567438190.4527
CHLD 4 85.773438 1567438190.4527
MEM 1138.550781 1567438190.5532
CHLD 0 10.929688 1567438190.5656
CHLD 1 86.035156 1567438190.5657
CHLD 2 519.769531 1567438190.5658
CHLD 3 86.246094 1567438190.5658
CHLD 4 162.292969 1567438190.5659
MEM 1138.550781 1567438190.6664
CHLD 0 10.929688 1567438190.6801
CHLD 1 86.035156 1567438190.6801
CHLD 2 570.906250 1567438190.6802
CHLD 3 86.246094 1567438190.6803
CHLD 4 322.136719 1567438190.6803
MEM 1138.550781 1567438190.7807
CHLD 0 10.929688 1567438190.7915
CHLD 1 86.035156 1567438190.7915
CHLD 2 586.847656 1567438190.7916
CHLD 3 86.246094 1567438190.7916
CHLD 4 457.230469 1567438190.7917
MEM 776.199219 1567438190.8922
CHLD 0 10.929688 1567438190.9077
CHLD 1 86.035156 1567438190.9078
CHLD 2 587.105469 1567438190.9079
CHLD 3 86.246094 1567438190.9080
CHLD 4 609.855469 1567438190.9080
MEM 984.511719 1567438191.0085
CHLD 0 10.929688 1567438191.0233
CHLD 1 86.035156 1567438191.0234
CHLD 2 587.359375 1567438191.0235
CHLD 3 86.246094 1567438191.0235
CHLD 4 778.207031 1567438191.0236
MEM 1177.097656 1567438191.1241
CHLD 0 10.929688 1567438191.1389
CHLD 1 86.035156 1567438191.1390
CHLD 2 593.332031 1567438191.1390
CHLD 3 86.246094 1567438191.1391
CHLD 4 741.437500 1567438191.1391
MEM 1375.097656 1567438191.2396
CHLD 0 10.929688 1567438191.2548
CHLD 1 86.035156 1567438191.2549
CHLD 2 599.035156 1567438191.2550
CHLD 3 86.246094 1567438191.2550
CHLD 4 643.289062 1567438191.2551
MEM 1497.441406 1567438191.3566
CHLD 0 10.929688 1567438191.3690
CHLD 1 86.035156 1567438191.3691
CHLD 2 602.847656 1567438191.3691
CHLD 3 86.246094 1567438191.3692
CHLD 4 801.585938 1567438191.3692
MEM 1138.550781 1567438191.4696
CHLD 0 10.929688 1567438191.4850
CHLD 1 228.812500 1567438191.4851
CHLD 2 605.527344 1567438191.4851
CHLD 3 86.246094 1567438191.4852
CHLD 4 549.808594 1567438191.4852
MEM 1138.550781 1567438191.5857
CHLD 0 10.929688 1567438191.6001
CHLD 1 388.914062 1567438191.6002
CHLD 2 609.421875 1567438191.6003
CHLD 3 86.246094 1567438191.6003
CHLD 4 548.339844 1567438191.6004
MEM 873.019531 1567438191.7019
CHLD 0 10.929688 1567438191.7142
CHLD 1 518.593750 1567438191.7183
CHLD 2 614.058594 1567438191.7184
CHLD 3 86.246094 1567438191.7184
CHLD 4 583.421875 1567438191.7185
MEM 850.191406 1567438191.8189
CHLD 0 10.929688 1567438191.8380
CHLD 1 654.460938 1567438191.8381
CHLD 2 619.871094 1567438191.8382
CHLD 3 86.246094 1567438191.8434
CHLD 4 586.902344 1567438191.8435
MEM 1006.683594 1567438191.9440
CHLD 0 10.929688 1567438191.9638
CHLD 1 796.515625 1567438191.9639
CHLD 2 628.320312 1567438191.9640
CHLD 3 86.246094 1567438191.9641
CHLD 4 586.902344 1567438191.9641
MEM 1086.347656 1567438192.0645
CHLD 0 10.929688 1567438192.0895
CHLD 1 908.664062 1567438192.0896
CHLD 2 631.898438 1567438192.0896
CHLD 3 86.246094 1567438192.0897
CHLD 4 589.511719 1567438192.0898
MEM 1181.222656 1567438192.1902
CHLD 0 10.929688 1567438192.2181
CHLD 1 547.128906 1567438192.2182
CHLD 2 637.933594 1567438192.2182
CHLD 3 86.246094 1567438192.2213
CHLD 4 594.050781 1567438192.2214
MEM 1365.042969 1567438192.3219
CHLD 0 10.929688 1567438192.3464
CHLD 1 637.621094 1567438192.3465
CHLD 2 638.542969 1567438192.3466
CHLD 3 86.246094 1567438192.3467
CHLD 4 596.347656 1567438192.3468
MEM 1522.597656 1567438192.4472
CHLD 0 10.929688 1567438192.4609
CHLD 1 772.714844 1567438192.4610
CHLD 2 642.187500 1567438192.4611
CHLD 3 86.246094 1567438192.4611
CHLD 4 600.796875 1567438192.4612
MEM 1138.550781 1567438192.5616
CHLD 0 10.929688 1567438192.5884
CHLD 1 923.527344 1567438192.5884
CHLD 2 646.207031 1567438192.5885
CHLD 3 144.722656 1567438192.5886
CHLD 4 604.652344 1567438192.5886
MEM 1138.550781 1567438192.6891
CHLD 0 10.929688 1567438192.7127
CHLD 1 545.460938 1567438192.7128
CHLD 2 653.628906 1567438192.7129
CHLD 3 274.402344 1567438192.7129
CHLD 4 608.808594 1567438192.7130
MEM 1138.550781 1567438192.8134
CHLD 0 10.929688 1567438192.8278
CHLD 1 567.125000 1567438192.8279
CHLD 2 657.343750 1567438192.8280
CHLD 3 409.496094 1567438192.8280
CHLD 4 612.945312 1567438192.8281
MEM 835.019531 1567438192.9295
CHLD 0 10.929688 1567438192.9484
CHLD 1 586.316406 1567438192.9485
CHLD 2 662.382812 1567438192.9485
CHLD 3 530.925781 1567438192.9486
CHLD 4 618.636719 1567438192.9486
MEM 859.214844 1567438193.0491
CHLD 0 10.929688 1567438193.0737
CHLD 1 587.324219 1567438193.0738
CHLD 2 669.437500 1567438193.0738
CHLD 3 628.121094 1567438193.0739
CHLD 4 627.484375 1567438193.0740
MEM 1015.707031 1567438193.1744
CHLD 0 10.929688 1567438193.1935
CHLD 1 587.578125 1567438193.1935
CHLD 2 674.753906 1567438193.1936
CHLD 3 778.941406 1567438193.1936
CHLD 4 628.000000 1567438193.1937
MEM 1162.917969 1567438193.2940
CHLD 0 10.929688 1567438193.3144
CHLD 1 590.863281 1567438193.3145
CHLD 2 681.453125 1567438193.3146
CHLD 3 862.214844 1567438193.3146
CHLD 4 629.527344 1567438193.3147
MEM 1309.097656 1567438193.4151
CHLD 0 10.929688 1567438193.4289
CHLD 1 595.960938 1567438193.4290
CHLD 2 681.453125 1567438193.4290
CHLD 3 588.109375 1567438193.4291
CHLD 4 632.449219 1567438193.4291
MEM 1445.253906 1567438193.5295
CHLD 0 10.929688 1567438193.5552
CHLD 1 600.980469 1567438193.5553
CHLD 2 684.277344 1567438193.5553
CHLD 3 592.722656 1567438193.5554
CHLD 4 637.574219 1567438193.5554
MEM 1382.550781 1567438193.6558
CHLD 0 10.929688 1567438193.6857
CHLD 1 604.367188 1567438193.6858
CHLD 2 687.992188 1567438193.6858
CHLD 3 673.417969 1567438193.6859
CHLD 4 640.121094 1567438193.6860
MEM 1138.550781 1567438193.7864
CHLD 0 10.929688 1567438193.8002
CHLD 1 606.578125 1567438193.8002
CHLD 2 689.910156 1567438193.8003
CHLD 3 802.839844 1567438193.8003
CHLD 4 644.660156 1567438193.8004
MEM 1138.550781 1567438193.9008
CHLD 0 10.929688 1567438193.9226
CHLD 1 610.898438 1567438193.9226
CHLD 2 693.738281 1567438193.9227
CHLD 3 676.445312 1567438193.9228
CHLD 4 651.652344 1567438193.9228
CHLD 5 6.792969 1567438193.9229
MEM 1138.550781 1567438194.0233
CHLD 0 10.929688 1567438194.0372
CHLD 1 614.464844 1567438194.0372
CHLD 2 703.042969 1567438194.0373
CHLD 3 545.695312 1567438194.0374
CHLD 4 654.773438 1567438194.0374
CHLD 5 10.804688 1567438194.0375
MEM 1138.550781 1567438194.1379
CHLD 0 10.929688 1567438194.1609
CHLD 1 619.632812 1567438194.1610
CHLD 2 704.468750 1567438194.1610
CHLD 3 571.828125 1567438194.1611
CHLD 4 659.101562 1567438194.1611
CHLD 5 10.804688 1567438194.1612
MEM 1138.550781 1567438194.2616
CHLD 0 10.929688 1567438194.2818
CHLD 1 627.726562 1567438194.2819
CHLD 2 709.093750 1567438194.2820
CHLD 3 586.535156 1567438194.2820
CHLD 4 671.828125 1567438194.2821
CHLD 5 10.804688 1567438194.2822
MEM 1138.550781 1567438194.3826
CHLD 0 10.929688 1567438194.3965
CHLD 1 629.011719 1567438194.3966
CHLD 2 713.578125 1567438194.3966
CHLD 3 587.296875 1567438194.3967
CHLD 4 680.605469 1567438194.4071
CHLD 5 10.804688 1567438194.4072
MEM 1138.550781 1567438194.5226
CHLD 0 10.929688 1567438194.5597
CHLD 1 632.144531 1567438194.5598
CHLD 2 717.015625 1567438194.5598
CHLD 3 587.550781 1567438194.5599
CHLD 4 681.402344 1567438194.5599
CHLD 5 10.804688 1567438194.5600
MEM 1138.550781 1567438194.6604
CHLD 0 10.929688 1567438194.6872
CHLD 1 638.117188 1567438194.6872
CHLD 2 717.425781 1567438194.6873
CHLD 3 592.953125 1567438194.6874
CHLD 4 683.519531 1567438194.6874
CHLD 5 10.804688 1567438194.6875
MEM 1138.550781 1567438194.7879
CHLD 0 10.929688 1567438194.8009
CHLD 1 638.402344 1567438194.8010
CHLD 2 718.484375 1567438194.8011
CHLD 3 596.789062 1567438194.8011
CHLD 4 687.457031 1567438194.8012
CHLD 5 10.804688 1567438194.8012
MEM 1138.550781 1567438194.9016
CHLD 0 10.929688 1567438194.9248
CHLD 1 642.996094 1567438194.9249
CHLD 2 719.378906 1567438194.9249
CHLD 3 601.863281 1567438194.9250
CHLD 4 689.578125 1567438194.9251
CHLD 5 10.804688 1567438194.9251
MEM 1138.550781 1567438195.0255
CHLD 0 10.929688 1567438195.0455
CHLD 1 650.917969 1567438195.0456
CHLD 2 719.437500 1567438195.0457
CHLD 3 604.433594 1567438195.0457
CHLD 4 693.906250 1567438195.0458
CHLD 5 5.851562 1567438195.0458
CHLD 6 10.804688 1567438195.0459
MEM 1138.550781 1567438195.1463
CHLD 0 10.929688 1567438195.1712
CHLD 1 654.546875 1567438195.1713
CHLD 2 720.140625 1567438195.1713
CHLD 3 606.898438 1567438195.1714
CHLD 4 703.207031 1567438195.1715
CHLD 5 10.843750 1567438195.1715
CHLD 6 10.804688 1567438195.1716
MEM 1138.550781 1567438195.2720
CHLD 0 10.929688 1567438195.2981
CHLD 1 658.164062 1567438195.2982
CHLD 2 721.089844 1567438195.2982
CHLD 3 611.214844 1567438195.2983
CHLD 4 704.796875 1567438195.2984
CHLD 5 10.843750 1567438195.2984
CHLD 6 10.804688 1567438195.2985
MEM 1138.550781 1567438195.3989
CHLD 0 10.929688 1567438195.4247
CHLD 1 670.402344 1567438195.4248
CHLD 2 731.867188 1567438195.4249
CHLD 3 616.453125 1567438195.4249
CHLD 4 710.425781 1567438195.4250
CHLD 5 10.843750 1567438195.4250
CHLD 6 10.804688 1567438195.4251
MEM 1138.550781 1567438195.5255
CHLD 0 10.929688 1567438195.5603
CHLD 1 678.824219 1567438195.5604
CHLD 2 743.871094 1567438195.5604
CHLD 3 624.886719 1567438195.5605
CHLD 4 717.031250 1567438195.5606
CHLD 5 10.843750 1567438195.5606
CHLD 6 10.804688 1567438195.5607
MEM 1138.550781 1567438195.6611
CHLD 0 10.929688 1567438195.6858
CHLD 1 681.613281 1567438195.6858
CHLD 2 744.902344 1567438195.6859
CHLD 3 628.445312 1567438195.6859
CHLD 4 717.574219 1567438195.6860
CHLD 5 10.843750 1567438195.6861
CHLD 6 10.804688 1567438195.6861
MEM 1138.550781 1567438195.7866
CHLD 0 10.929688 1567438195.8088
CHLD 1 686.289062 1567438195.8089
CHLD 2 746.300781 1567438195.8090
CHLD 3 632.097656 1567438195.8090
CHLD 4 719.785156 1567438195.8091
CHLD 5 10.843750 1567438195.8092
CHLD 6 10.804688 1567438195.8092
MEM 1138.550781 1567438195.9097
CHLD 0 10.929688 1567438195.9360
CHLD 1 688.492188 1567438195.9361
CHLD 2 786.625000 1567438195.9362
CHLD 3 637.730469 1567438195.9362
CHLD 4 719.976562 1567438195.9363
CHLD 5 10.843750 1567438195.9364
CHLD 6 10.804688 1567438195.9364
MEM 1138.550781 1567438196.0369
CHLD 0 10.929688 1567438196.0613
CHLD 1 690.046875 1567438196.0614
CHLD 2 781.976562 1567438196.0614
CHLD 3 638.113281 1567438196.0615
CHLD 4 719.976562 1567438196.0615
CHLD 5 10.843750 1567438196.0616
CHLD 6 10.804688 1567438196.0616
MEM 1138.550781 1567438196.1623
CHLD 0 10.929688 1567438196.1791
CHLD 1 690.761719 1567438196.1792
CHLD 2 787.804688 1567438196.1792
CHLD 3 640.421875 1567438196.1793
CHLD 4 720.191406 1567438196.1793
CHLD 5 10.843750 1567438196.1794
CHLD 6 10.804688 1567438196.1794
MEM 1138.550781 1567438196.2799
CHLD 0 10.929688 1567438196.3189
CHLD 1 692.703125 1567438196.3189
CHLD 2 797.222656 1567438196.3190
CHLD 3 645.652344 1567438196.3191
CHLD 4 720.691406 1567438196.3191
CHLD 5 10.843750 1567438196.3192
CHLD 6 10.804688 1567438196.3193
CHLD 7 9.324219 1567438196.3193
MEM 1138.550781 1567438196.4197
CHLD 0 10.929688 1567438196.4442
CHLD 1 695.738281 1567438196.4442
CHLD 2 803.355469 1567438196.4443
CHLD 3 652.066406 1567438196.4444
CHLD 4 721.210938 1567438196.4444
CHLD 5 10.843750 1567438196.4445
CHLD 6 10.804688 1567438196.4446
CHLD 7 10.832031 1567438196.4446
MEM 1138.550781 1567438196.5452
CHLD 0 10.929688 1567438196.5723
CHLD 1 700.082031 1567438196.5724
CHLD 2 811.921875 1567438196.5724
CHLD 3 653.859375 1567438196.5725
CHLD 4 721.796875 1567438196.5725
CHLD 5 10.843750 1567438196.5726
CHLD 6 10.804688 1567438196.5727
CHLD 7 10.832031 1567438196.5727
MEM 1138.550781 1567438196.6739
CHLD 0 10.929688 1567438196.7104
CHLD 1 703.632812 1567438196.7104
CHLD 2 796.472656 1567438196.7105
CHLD 3 657.691406 1567438196.7105
CHLD 4 727.933594 1567438196.7106
CHLD 5 10.843750 1567438196.7106
CHLD 6 10.804688 1567438196.7107
CHLD 7 10.832031 1567438196.7107
MEM 1138.550781 1567438196.8112
CHLD 0 10.929688 1567438196.8533
CHLD 1 703.910156 1567438196.8534
CHLD 2 796.078125 1567438196.8535
CHLD 3 662.488281 1567438196.8536
CHLD 4 735.804688 1567438196.8536
CHLD 5 10.843750 1567438196.8537
CHLD 6 10.804688 1567438196.8538
CHLD 7 10.832031 1567438196.8538
MEM 1138.550781 1567438196.9545
CHLD 0 10.929688 1567438196.9967
CHLD 1 704.242188 1567438196.9967
CHLD 2 789.046875 1567438196.9968
CHLD 3 671.820312 1567438196.9969
CHLD 4 736.316406 1567438196.9969
CHLD 5 10.843750 1567438196.9970
CHLD 6 10.804688 1567438196.9971
CHLD 7 10.832031 1567438196.9971
MEM 1138.550781 1567438197.0976
CHLD 0 10.929688 1567438197.1273
CHLD 1 704.597656 1567438197.1274
CHLD 2 795.195312 1567438197.1275
CHLD 3 674.050781 1567438197.1275
CHLD 4 737.003906 1567438197.1276
CHLD 5 10.843750 1567438197.1277
CHLD 6 10.804688 1567438197.1277
CHLD 7 10.832031 1567438197.1278
MEM 1138.550781 1567438197.2292
CHLD 0 10.929688 1567438197.2634
CHLD 1 707.347656 1567438197.2635
CHLD 2 797.347656 1567438197.2636
CHLD 3 677.886719 1567438197.2636
CHLD 4 737.476562 1567438197.2637
CHLD 5 10.843750 1567438197.2637
CHLD 6 10.804688 1567438197.2638
CHLD 7 10.832031 1567438197.2639
MEM 1138.550781 1567438197.3643
CHLD 0 10.929688 1567438197.3871
CHLD 1 709.320312 1567438197.3873
CHLD 2 793.480469 1567438197.3874
CHLD 3 680.546875 1567438197.3875
CHLD 4 739.023438 1567438197.3876
