CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.890625 1567443107.2219
MEM 18.015625 1567443107.3306
MEM 34.406250 1567443107.4581
MEM 42.886719 1567443107.5683
MEM 64.757812 1567443107.6764
MEM 73.910156 1567443107.7845
MEM 82.070312 1567443107.8925
MEM 126.695312 1567443108.0006
MEM 164.332031 1567443108.1102
MEM 165.343750 1567443108.2181
MEM 172.714844 1567443108.3260
MEM 181.617188 1567443108.4351
MEM 187.132812 1567443108.5434
MEM 195.613281 1567443108.6514
MEM 206.460938 1567443108.7594
MEM 215.796875 1567443108.8673
MEM 219.156250 1567443108.9756
MEM 231.882812 1567443109.0836
MEM 239.468750 1567443109.1917
MEM 254.187500 1567443109.3055
MEM 256.093750 1567443109.4167
MEM 265.398438 1567443109.5262
MEM 269.890625 1567443109.6341
MEM 286.390625 1567443109.7422
MEM 303.148438 1567443109.8502
MEM 365.406250 1567443109.9584
MEM 353.187500 1567443110.0678
MEM 421.507812 1567443110.1763
MEM 584.960938 1567443110.2846
MEM 681.187500 1567443110.3929
MEM 636.328125 1567443110.5019
MEM 712.000000 1567443110.6101
MEM 821.429688 1567443110.7186
CHLD 0 600.992188 1567443110.7333
CHLD 1 601.000000 1567443110.7334
CHLD 2 601.000000 1567443110.7334
CHLD 3 601.000000 1567443110.7335
MEM 1029.742188 1567443110.8340
CHLD 0 600.992188 1567443110.8485
CHLD 1 601.000000 1567443110.8486
CHLD 2 601.000000 1567443110.8487
CHLD 3 601.000000 1567443110.8487
MEM 1233.117188 1567443110.9492
CHLD 0 600.992188 1567443110.9637
CHLD 1 601.000000 1567443110.9638
CHLD 2 601.000000 1567443110.9638
CHLD 3 601.000000 1567443110.9639
MEM 1431.890625 1567443111.0644
CHLD 0 600.992188 1567443111.0785
CHLD 1 601.000000 1567443111.0785
CHLD 2 601.000000 1567443111.0786
CHLD 3 601.000000 1567443111.0787
MEM 1136.582031 1567443111.1791
CHLD 0 648.445312 1567443111.1919
CHLD 1 601.000000 1567443111.1919
CHLD 2 601.000000 1567443111.1920
CHLD 3 601.000000 1567443111.1920
MEM 1136.582031 1567443111.2924
CHLD 0 802.101562 1567443111.3015
CHLD 1 601.000000 1567443111.3015
CHLD 2 601.000000 1567443111.3016
CHLD 3 601.000000 1567443111.3016
MEM 1136.582031 1567443111.4021
CHLD 0 959.882812 1567443111.4153
CHLD 1 601.000000 1567443111.4154
CHLD 2 601.000000 1567443111.4154
CHLD 3 601.000000 1567443111.4155
MEM 769.582031 1567443111.5159
CHLD 0 1111.992188 1567443111.5304
CHLD 1 601.000000 1567443111.5304
CHLD 2 601.000000 1567443111.5305
CHLD 3 601.000000 1567443111.5306
MEM 924.785156 1567443111.6311
CHLD 0 1289.882812 1567443111.6469
CHLD 1 601.000000 1567443111.6470
CHLD 2 601.000000 1567443111.6470
