CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.949219 1567442811.9546
MEM 17.964844 1567442812.0639
MEM 35.183594 1567442812.1842
MEM 43.367188 1567442812.2929
MEM 64.414062 1567442812.4016
MEM 73.691406 1567442812.5122
MEM 82.078125 1567442812.6210
MEM 126.425781 1567442812.7329
MEM 163.894531 1567442812.8417
MEM 164.652344 1567442812.9505
MEM 171.804688 1567442813.0591
MEM 180.343750 1567442813.1740
MEM 185.863281 1567442813.2887
MEM 194.105469 1567442813.4040
MEM 205.867188 1567442813.5128
MEM 214.683594 1567442813.6280
MEM 218.148438 1567442813.7433
MEM 230.765625 1567442813.8520
MEM 236.683594 1567442813.9607
MEM 254.753906 1567442814.0694
MEM 258.976562 1567442814.1791
MEM 265.652344 1567442814.2878
MEM 276.265625 1567442814.3965
MEM 291.992188 1567442814.5052
MEM 308.750000 1567442814.6141
MEM 348.167969 1567442814.7228
MEM 366.359375 1567442814.8316
MEM 483.148438 1567442814.9405
MEM 642.476562 1567442815.0493
MEM 680.441406 1567442815.1585
MEM 651.277344 1567442815.2687
MEM 711.714844 1567442815.3776
CHLD 0 601.148438 1567442815.3871
CHLD 1 601.148438 1567442815.3872
MEM 711.730469 1567442815.4876
CHLD 0 0.000000 1567442815.5012
CHLD 1 601.164062 1567442815.5012
CHLD 2 0.000000 1567442815.5013
CHLD 3 0.000000 1567442815.5014
MEM 712.257812 1567442815.6019
MEM 712.070312 1567442815.7112
MEM 711.828125 1567442815.8266
