CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.968750 1567442117.1919
MEM 17.558594 1567442117.3007
MEM 34.132812 1567442117.4215
MEM 42.117188 1567442117.5301
MEM 63.738281 1567442117.6433
MEM 72.894531 1567442117.7564
MEM 81.687500 1567442117.8698
MEM 123.281250 1567442117.9833
MEM 162.421875 1567442118.0953
MEM 165.148438 1567442118.2091
MEM 169.785156 1567442118.3230
MEM 179.234375 1567442118.4363
MEM 184.699219 1567442118.5497
MEM 192.609375 1567442118.6635
MEM 205.550781 1567442118.7770
MEM 211.031250 1567442118.8905
MEM 216.675781 1567442119.0040
MEM 222.273438 1567442119.1187
MEM 232.003906 1567442119.2300
MEM 239.187500 1567442119.3382
MEM 256.167969 1567442119.4465
MEM 260.890625 1567442119.5551
MEM 267.781250 1567442119.6634
MEM 280.343750 1567442119.7715
MEM 296.843750 1567442119.8805
MEM 314.375000 1567442119.9888
MEM 322.230469 1567442120.1037
MEM 370.824219 1567442120.2154
MEM 524.480469 1567442120.3288
MEM 675.300781 1567442120.4422
MEM 681.296875 1567442120.5558
MEM 670.363281 1567442120.6715
MEM 712.589844 1567442120.7801
CHLD 0 601.023438 1567442120.7923
CHLD 1 601.031250 1567442120.7924
CHLD 2 601.031250 1567442120.7925
CHLD 3 601.031250 1567442120.7925
MEM 713.007812 1567442120.8929
MEM 729.421875 1567442121.0055
MEM 730.230469 1567442121.1196
MEM 730.492188 1567442121.2278
MEM 730.492188 1567442121.3419
MEM 730.304688 1567442121.4570
MEM 309.074219 1567442121.5657
