CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.921875 1567442205.4026
MEM 13.562500 1567442205.5110
MEM 27.886719 1567442205.6277
MEM 35.679688 1567442205.7389
MEM 44.375000 1567442205.8471
MEM 65.773438 1567442205.9560
MEM 74.921875 1567442206.0642
MEM 82.914062 1567442206.1722
MEM 126.804688 1567442206.2804
MEM 164.796875 1567442206.3885
MEM 165.562500 1567442206.4965
MEM 174.144531 1567442206.6046
MEM 182.363281 1567442206.7126
MEM 187.949219 1567442206.8209
MEM 195.886719 1567442206.9289
MEM 206.933594 1567442207.0370
MEM 215.835938 1567442207.1461
MEM 219.000000 1567442207.2542
MEM 230.957031 1567442207.3621
MEM 237.292969 1567442207.4702
MEM 255.312500 1567442207.5792
MEM 259.023438 1567442207.6872
MEM 266.292969 1567442207.7953
MEM 270.082031 1567442207.9094
MEM 282.714844 1567442208.0177
MEM 299.214844 1567442208.1258
MEM 347.683594 1567442208.2339
MEM 322.285156 1567442208.3422
MEM 385.328125 1567442208.4505
MEM 535.117188 1567442208.5592
MEM 684.648438 1567442208.6674
MEM 681.363281 1567442208.7758
MEM 672.480469 1567442208.8852
MEM 712.597656 1567442208.9936
CHLD 0 601.019531 1567442209.0056
CHLD 1 601.027344 1567442209.0057
CHLD 2 601.027344 1567442209.0057
CHLD 3 601.027344 1567442209.0058
MEM 716.410156 1567442209.1062
MEM 729.617188 1567442209.2187
MEM 730.351562 1567442209.3267
MEM 730.507812 1567442209.4366
MEM 730.507812 1567442209.5464
MEM 730.507812 1567442209.6574
