CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.878906 1567445774.6355
MEM 17.906250 1567445774.7441
MEM 33.007812 1567445774.8620
MEM 41.160156 1567445774.9702
MEM 62.773438 1567445775.0783
MEM 72.640625 1567445775.1866
MEM 80.328125 1567445775.2978
MEM 123.480469 1567445775.4068
MEM 161.964844 1567445775.5151
MEM 164.140625 1567445775.6234
MEM 171.027344 1567445775.7318
MEM 179.523438 1567445775.8400
MEM 184.863281 1567445775.9482
MEM 193.468750 1567445776.0564
MEM 205.117188 1567445776.1697
MEM 213.742188 1567445776.2834
MEM 217.183594 1567445776.3972
MEM 228.566406 1567445776.5089
MEM 235.164062 1567445776.6226
MEM 253.132812 1567445776.7361
MEM 257.601562 1567445776.8512
MEM 264.472656 1567445776.9639
MEM 274.699219 1567445777.0775
MEM 291.457031 1567445777.1907
MEM 308.214844 1567445777.3036
MEM 355.250000 1567445777.4168
MEM 365.183594 1567445777.5313
MEM 498.214844 1567445777.6430
MEM 660.636719 1567445777.7566
MEM 679.265625 1567445777.8704
MEM 659.562500 1567445777.9861
MEM 710.589844 1567445778.0945
CHLD 0 601.214844 1567445778.1058
CHLD 1 601.222656 1567445778.1059
CHLD 2 601.222656 1567445778.1060
CHLD 3 601.222656 1567445778.1060
CHLD 4 604.792969 1567445778.1061
MEM 710.605469 1567445778.2105
CHLD 0 601.214844 1567445778.2586
CHLD 1 601.222656 1567445778.2665
CHLD 2 601.222656 1567445778.2668
CHLD 3 601.222656 1567445778.2669
CHLD 4 609.308594 1567445778.2669
CHLD 5 607.125000 1567445778.2670
CHLD 6 607.382812 1567445778.2671
CHLD 7 605.332031 1567445778.2672
CHLD 8 605.199219 1567445778.2673
CHLD 9 604.808594 1567445778.2673
CHLD 10 7.519531 1567445778.2674
CHLD 11 7.832031 1567445778.2675
CHLD 12 7.085938 1567445778.2675
MEM 710.609375 1567445778.3679
CHLD 0 601.214844 1567445778.4156
CHLD 1 601.222656 1567445778.4157
CHLD 2 601.222656 1567445778.4158
CHLD 3 601.222656 1567445778.4158
CHLD 4 611.222656 1567445778.4159
CHLD 5 609.730469 1567445778.4159
CHLD 6 611.218750 1567445778.4160
CHLD 7 606.625000 1567445778.4161
CHLD 8 605.488281 1567445778.4161
