CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.945312 1567445074.2989
MEM 17.488281 1567445074.4133
MEM 32.996094 1567445074.5289
MEM 41.445312 1567445074.6367
MEM 63.187500 1567445074.7446
MEM 72.324219 1567445074.8525
MEM 79.265625 1567445074.9603
MEM 123.011719 1567445075.0682
MEM 159.703125 1567445075.1761
MEM 162.179688 1567445075.2841
MEM 167.558594 1567445075.3920
MEM 177.226562 1567445075.5040
MEM 182.417969 1567445075.6119
MEM 190.832031 1567445075.7197
MEM 203.066406 1567445075.8306
MEM 209.511719 1567445075.9390
MEM 214.031250 1567445076.0480
MEM 225.566406 1567445076.1559
MEM 232.191406 1567445076.2646
MEM 246.394531 1567445076.3725
MEM 252.906250 1567445076.4867
MEM 260.597656 1567445076.6000
MEM 264.382812 1567445076.7134
MEM 281.140625 1567445076.8260
MEM 296.351562 1567445076.9385
MEM 329.351562 1567445077.0519
MEM 317.386719 1567445077.1658
MEM 362.324219 1567445077.2795
MEM 517.070312 1567445077.3934
MEM 671.242188 1567445077.5027
MEM 676.468750 1567445077.6112
MEM 660.101562 1567445077.7204
MEM 707.953125 1567445077.8286
CHLD 0 601.054688 1567445077.8406
CHLD 1 601.062500 1567445077.8407
CHLD 2 601.062500 1567445077.8407
CHLD 3 601.062500 1567445077.8408
MEM 708.093750 1567445077.9412
MEM 708.183594 1567445078.0492
MEM 707.933594 1567445078.1577
MEM 288.242188 1567445078.2660
