CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 2.019531 1567450064.0920
MEM 17.558594 1567450064.2018
MEM 33.390625 1567450064.3245
MEM 41.164062 1567450064.4334
MEM 55.738281 1567450064.5482
MEM 69.656250 1567450064.6625
MEM 78.925781 1567450064.7778
MEM 85.148438 1567450064.8914
MEM 138.457031 1567450065.0059
MEM 162.964844 1567450065.1213
MEM 163.234375 1567450065.2361
MEM 171.480469 1567450065.3515
MEM 179.421875 1567450065.4668
MEM 183.105469 1567450065.5816
MEM 190.226562 1567450065.6963
MEM 202.570312 1567450065.8111
MEM 207.640625 1567450065.9260
MEM 213.035156 1567450066.0362
MEM 216.949219 1567450066.1497
MEM 227.687500 1567450066.2641
MEM 233.566406 1567450066.3792
MEM 249.476562 1567450066.4921
MEM 254.328125 1567450066.6065
MEM 261.964844 1567450066.7206
MEM 265.074219 1567450066.8355
MEM 281.058594 1567450066.9458
MEM 297.042969 1567450067.0562
MEM 343.191406 1567450067.1652
MEM 318.613281 1567450067.2770
MEM 363.597656 1567450067.3880
MEM 511.582031 1567450067.4971
MEM 668.332031 1567450067.6095
MEM 677.683594 1567450067.7193
MEM 641.222656 1567450067.8353
MEM 708.925781 1567450067.9461
CHLD 0 601.183594 1567450067.9574
MEM 709.007812 1567450068.0579
CHLD 0 601.183594 1567450068.0776
CHLD 1 601.183594 1567450068.0777
CHLD 2 601.183594 1567450068.0777
CHLD 3 601.183594 1567450068.0778
CHLD 4 605.910156 1567450068.0778
CHLD 5 605.695312 1567450068.0779
CHLD 6 605.675781 1567450068.0779
CHLD 7 601.480469 1567450068.0780
CHLD 8 0.007812 1567450068.0780
MEM 709.023438 1567450068.1784
CHLD 0 601.183594 1567450068.2201
CHLD 1 601.183594 1567450068.2202
CHLD 2 601.183594 1567450068.2203
CHLD 3 601.183594 1567450068.2203
CHLD 4 609.808594 1567450068.2204
CHLD 5 607.109375 1567450068.2205
CHLD 6 606.289062 1567450068.2205
CHLD 7 605.632812 1567450068.2206
CHLD 8 601.308594 1567450068.2207
CHLD 9 601.210938 1567450068.2208
CHLD 10 601.226562 1567450068.2208
CHLD 11 601.312500 1567450068.2209
CHLD 12 0.007812 1567450068.2210
CHLD 13 7.652344 1567450068.2210
CHLD 14 8.710938 1567450068.2211
MEM 709.023438 1567450068.3215
CHLD 0 601.183594 1567450068.4407
CHLD 1 601.183594 1567450068.4407
CHLD 2 601.183594 1567450068.4408
