CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.925781 1567443350.0421
MEM 18.199219 1567443350.1509
MEM 32.433594 1567443350.2654
MEM 41.167969 1567443350.3745
MEM 61.382812 1567443350.4828
MEM 71.832031 1567443350.5911
MEM 79.179688 1567443350.6994
MEM 84.843750 1567443350.8133
MEM 127.359375 1567443350.9221
MEM 163.359375 1567443351.0310
MEM 163.933594 1567443351.1395
MEM 172.324219 1567443351.2494
MEM 180.414062 1567443351.3595
MEM 185.937500 1567443351.4680
MEM 194.128906 1567443351.5776
MEM 204.992188 1567443351.6859
MEM 213.917969 1567443351.7948
MEM 217.726562 1567443351.9040
MEM 230.066406 1567443352.0124
MEM 238.582031 1567443352.1207
MEM 254.363281 1567443352.2294
MEM 258.914062 1567443352.3380
MEM 265.808594 1567443352.4467
MEM 278.085938 1567443352.5549
MEM 294.328125 1567443352.6632
MEM 310.828125 1567443352.7715
MEM 372.796875 1567443352.8800
MEM 365.472656 1567443352.9924
MEM 479.742188 1567443353.1080
MEM 625.406250 1567443353.2165
MEM 679.621094 1567443353.3250
MEM 643.222656 1567443353.4377
MEM 710.890625 1567443353.5462
CHLD 0 601.109375 1567443353.5558
MEM 859.070312 1567443353.6563
CHLD 0 601.109375 1567443353.6650
CHLD 1 601.109375 1567443353.6651
CHLD 2 601.109375 1567443353.6651
CHLD 3 601.113281 1567443353.6652
MEM 1061.710938 1567443353.7657
CHLD 0 601.109375 1567443353.7756
CHLD 1 601.109375 1567443353.7756
CHLD 2 601.109375 1567443353.7756
CHLD 3 601.113281 1567443353.7757
MEM 1260.703125 1567443353.8761
CHLD 0 601.109375 1567443353.8845
CHLD 1 601.109375 1567443353.8845
CHLD 2 601.109375 1567443353.8845
CHLD 3 601.113281 1567443353.8846
MEM 1451.628906 1567443353.9850
CHLD 0 601.109375 1567443353.9934
CHLD 1 601.109375 1567443353.9935
CHLD 2 601.109375 1567443353.9935
CHLD 3 601.113281 1567443353.9935
MEM 1135.074219 1567443354.0941
CHLD 0 657.246094 1567443354.1057
CHLD 1 601.109375 1567443354.1058
CHLD 2 601.109375 1567443354.1058
CHLD 3 601.113281 1567443354.1059
MEM 1135.074219 1567443354.2064
CHLD 0 811.160156 1567443354.2155
CHLD 1 601.109375 1567443354.2156
CHLD 2 601.109375 1567443354.2156
CHLD 3 601.113281 1567443354.2157
MEM 1135.074219 1567443354.3161
CHLD 0 947.027344 1567443354.3284
CHLD 1 601.109375 1567443354.3285
CHLD 2 601.109375 1567443354.3285
CHLD 3 601.113281 1567443354.3286
MEM 755.691406 1567443354.4291
CHLD 0 1116.667969 1567443354.4443
CHLD 1 601.109375 1567443354.4443
CHLD 2 601.109375 1567443354.4444
CHLD 3 601.113281 1567443354.4445
MEM 965.292969 1567443354.5450
CHLD 0 1321.371094 1567443354.5602
CHLD 1 601.109375 1567443354.5603
CHLD 2 601.109375 1567443354.5604
CHLD 3 601.113281 1567443354.5604
MEM 1162.519531 1567443354.6609
CHLD 0 1066.335938 1567443354.6758
CHLD 1 601.125000 1567443354.6759
CHLD 2 601.109375 1567443354.6760
CHLD 3 601.113281 1567443354.6760
MEM 1360.777344 1567443354.7765
CHLD 0 1265.882812 1567443354.7927
CHLD 1 601.125000 1567443354.7928
CHLD 2 601.109375 1567443354.7928
CHLD 3 601.113281 1567443354.7929
MEM 1549.800781 1567443354.8934
CHLD 0 1328.714844 1567443354.9100
CHLD 1 601.125000 1567443354.9101
CHLD 2 601.109375 1567443354.9102
CHLD 3 601.113281 1567443354.9102
MEM 1135.085938 1567443355.0105
CHLD 0 1028.007812 1567443355.0250
CHLD 1 726.371094 1567443355.0251
CHLD 2 601.109375 1567443355.0251
CHLD 3 601.113281 1567443355.0252
CHLD 4 7.832031 1567443355.0252
MEM 1135.085938 1567443355.1257
CHLD 0 1029.007812 1567443355.1388
CHLD 1 869.972656 1567443355.1388
CHLD 2 601.109375 1567443355.1389
CHLD 3 601.113281 1567443355.1389
CHLD 4 10.828125 1567443355.1389
MEM 1135.085938 1567443355.2393
CHLD 0 1032.261719 1567443355.2486
CHLD 1 1015.894531 1567443355.2487
CHLD 2 601.109375 1567443355.2487
CHLD 3 601.113281 1567443355.2487
CHLD 4 10.828125 1567443355.2488
MEM 827.648438 1567443355.3492
CHLD 0 1035.050781 1567443355.3715
CHLD 1 1201.003906 1567443355.3716
CHLD 2 601.109375 1567443355.3716
CHLD 3 601.113281 1567443355.3717
CHLD 4 10.828125 1567443355.3718
MEM 1014.046875 1567443355.4746
CHLD 0 1036.937500 1567443355.5114
CHLD 1 1405.449219 1567443355.5115
CHLD 2 601.109375 1567443355.5116
CHLD 3 601.113281 1567443355.5116
CHLD 4 10.828125 1567443355.5117
MEM 1211.015625 1567443355.6122
CHLD 0 1037.437500 1567443355.6346
CHLD 1 1146.257812 1567443355.6346
CHLD 2 601.125000 1567443355.6347
CHLD 3 601.113281 1567443355.6348
CHLD 4 10.828125 1567443355.6348
MEM 1401.539062 1567443355.7354
CHLD 0 1038.863281 1567443355.7504
CHLD 1 1338.585938 1567443355.7505
CHLD 2 601.125000 1567443355.7505
CHLD 3 601.113281 1567443355.7506
CHLD 4 10.828125 1567443355.7507
MEM 1173.093750 1567443355.8510
CHLD 0 1040.371094 1567443355.8653
CHLD 1 1024.468750 1567443355.8653
CHLD 2 614.222656 1567443355.8654
CHLD 3 601.113281 1567443355.8655
CHLD 4 10.828125 1567443355.8655
