CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 1.953125 1567442235.7297
MEM 18.238281 1567442235.8384
MEM 33.832031 1567442235.9531
MEM 42.390625 1567442236.0649
MEM 64.023438 1567442236.1731
MEM 72.738281 1567442236.2813
MEM 80.257812 1567442236.3894
MEM 123.718750 1567442236.4989
MEM 162.828125 1567442236.6072
MEM 165.304688 1567442236.7217
MEM 165.558594 1567442236.8299
MEM 172.761719 1567442236.9395
MEM 181.734375 1567442237.0478
MEM 187.257812 1567442237.1560
MEM 195.054688 1567442237.2643
MEM 206.550781 1567442237.3725
MEM 215.542969 1567442237.4806
MEM 219.261719 1567442237.5888
MEM 231.570312 1567442237.6969
MEM 240.214844 1567442237.8051
MEM 255.945312 1567442237.9181
MEM 261.621094 1567442238.0264
MEM 267.644531 1567442238.1345
MEM 280.675781 1567442238.2426
MEM 297.433594 1567442238.3555
MEM 323.988281 1567442238.4685
MEM 322.035156 1567442238.5774
MEM 369.925781 1567442238.6856
MEM 528.738281 1567442238.7940
MEM 690.902344 1567442238.9025
MEM 681.175781 1567442239.0169
MEM 652.171875 1567442239.1258
MEM 712.417969 1567442239.2341
CHLD 0 601.085938 1567442239.2453
CHLD 1 601.085938 1567442239.2453
CHLD 2 601.085938 1567442239.2453
MEM 712.757812 1567442239.3460
CHLD 0 0.000000 1567442239.3653
CHLD 1 0.000000 1567442239.3654
CHLD 2 0.000000 1567442239.3655
CHLD 3 0.000000 1567442239.3655
MEM 728.765625 1567442239.4659
MEM 729.773438 1567442239.5740
MEM 730.386719 1567442239.6824
MEM 730.386719 1567442239.7924
MEM 730.136719 1567442239.9007
