CMDLINE /home/dn16382/anaconda3/bin/python mnist_example.py
MEM 2.039062 1567442565.9466
MEM 17.933594 1567442566.0548
MEM 34.136719 1567442566.1723
MEM 42.105469 1567442566.2803
MEM 63.828125 1567442566.3883
MEM 72.894531 1567442566.4970
MEM 81.785156 1567442566.6049
MEM 123.347656 1567442566.7131
MEM 164.082031 1567442566.8213
MEM 165.132812 1567442566.9294
MEM 169.183594 1567442567.0432
MEM 174.519531 1567442567.1532
MEM 182.183594 1567442567.2613
MEM 188.558594 1567442567.3696
MEM 197.429688 1567442567.4777
MEM 207.062500 1567442567.5857
MEM 215.832031 1567442567.6938
MEM 222.265625 1567442567.8020
MEM 233.617188 1567442567.9101
MEM 241.878906 1567442568.0182
MEM 256.160156 1567442568.1264
MEM 263.414062 1567442568.2345
MEM 267.406250 1567442568.3427
MEM 278.527344 1567442568.4507
MEM 295.542969 1567442568.5587
MEM 311.785156 1567442568.6667
MEM 377.382812 1567442568.7748
MEM 367.210938 1567442568.8829
MEM 510.554688 1567442568.9910
MEM 675.039062 1567442569.0995
MEM 681.296875 1567442569.2078
MEM 663.402344 1567442569.3247
MEM 712.542969 1567442569.4381
CHLD 0 601.039062 1567442569.4520
CHLD 1 601.046875 1567442569.4521
CHLD 2 601.046875 1567442569.4522
CHLD 3 601.046875 1567442569.4523
MEM 712.949219 1567442569.5527
MEM 729.351562 1567442569.6610
MEM 730.140625 1567442569.7691
MEM 730.402344 1567442569.8772
MEM 730.464844 1567442569.9866
MEM 730.214844 1567442570.0959
